Panamax Bulk Period Fixtures,,,,,,,,,,,,,,,,,
Fixtures are provided as reported and are not comprehensive.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Created 17 July 2014 11:19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Name,Built,Dwt,Quantity,Type,Charterer,Delivery,Load,Discharge,Redel,Laycan From,Laycan To,Rate,Unit,Period,Ballast Bonus,Owner
09/09/2011,Pos Glory,2005,76508,0,PERIOD,OLDENDORFF,Lianyungang,,WORLD WIDE,WORLD WIDE,13/09/2011,15/09/2011,14000,$/Day,4-6 Months,,Cido Shipping
09/09/2011,Navios Cielo,2003,75829,0,PERIOD,OLDENDORFF,BREST,,WORLD WIDE,WORLD WIDE,15/09/2011,17/09/2011,18750,$/Day,4-6 Months,,Koyo Line Ltd.
09/09/2011,Sakizaya Wisdom,2011,75700,0,PERIOD,GRAIN HOUSE,OSHIMA,,WORLD WIDE,WORLD WIDE,20/09/2011,30/09/2011,13250,$/Day,11-13 Months,,
09/09/2011,Samjohn Liberty,1998,74761,0,PERIOD,SWISS MARINE,KASHIMA,,WORLD WIDE,WORLD WIDE,25/09/2011,30/09/2011,13500,$/Day,11-13 Months,,Golden Flame Shpg.
09/09/2011,Altair,2001,74665,0,PERIOD,SWISS MARINE,Lianyungang,,WORLD WIDE,WORLD WIDE,10/09/2011,16/09/2011,13750,$/Day,4-6 Months,,Tomasos Brothers
08/09/2011,Blue Matterhorn,2011,81500,0,PERIOD,BUNGE,MOKPO,,WORLD WIDE,WORLD WIDE,20/09/2011,25/09/2011,12350,$/Day,12 Months,,
08/09/2011,Pleione,1996,70189,0,PERIOD,TORM,MIZUSHIMA,,WORLD WIDE,WORLD WIDE,08/09/2011,08/09/2011,14000,$/Day,4-6 Months,,"Nomikos, Evangelos"
07/09/2011,Scandinavian Express,2010,93038,0,PERIOD,COBELFRET,RICHARDS BAY,,WORLD WIDE,WORLD WIDE,15/09/2011,25/09/2011,12250,$/Day,5-7 Months,400000,Vroon B.V.
07/09/2011,Cinzia d'Amato,2008,75213,0,Sulphur,SWISS MARINE,Dangjin,,WORLD WIDE,WORLD WIDE,07/09/2011,07/09/2011,13750,$/Day,5-7 Months,,Perseveranza di Nav.
07/09/2011,Endless,1999,73427,0,PERIOD,STX PAN OCEAN,DALIAN,,WORLD WIDE,WORLD WIDE,15/09/2011,22/09/2011,13000,$/Day,6-8 Months,,Sea Justice S.A.
07/09/2011,Iolcos Unity,2006,74476,0,PERIOD,NORDEN,GUANGZHOU,,WORLD WIDE,WORLD WIDE,14/09/2011,19/09/2011,12850,$/Tonne,4-6 Months,,Iolcos Hellenic
05/09/2011,Rosco Litchi,2011,82153,0,PERIOD,AQUAVITA,XIAOCUO,,WORLD WIDE,WORLD WIDE,10/09/2011,15/09/2011,14250,$/Day,4-6 Months,,Rewood Ocean Shpg.
02/09/2011,Angelic Grace,2001,74764,0,PERIOD,CARGILL,SHANGHAI,,WORLD WIDE,WORLD WIDE,06/09/2011,08/09/2011,13250,$/Day,4-6 Months,,Diamlemos Shpg. Corp
01/09/2011,Annou G.O.,2011,87400,0,PERIOD,COBELFRET,HUDONG,,WORLD WIDE,WORLD WIDE,15/09/2011,20/09/2011,12750,$/Day,6-12 Months,,
01/09/2011,Inspiration,2010,80700,0,PERIOD,BUNGE,LANSHAN,,WORLD WIDE,WORLD WIDE,01/09/2011,01/09/2011,12250,$/Day,4-6 Months,,Aegean Bulk Co. Inc.
01/09/2011,Tai Prosperity,2006,77747,0,PERIOD,CNR,SINGAPORE-JAPAN,,WORLD WIDE,WORLD WIDE,11/11/2011,13/12/2011,13300,$/Day,11-13 Months,,Taiwan Navigation
01/09/2011,Jia Da,2010,75500,0,PERIOD,TORM,KAOHSIUNG,,WORLD WIDE,WORLD WIDE,09/09/2011,12/09/2011,13500,$/Day,4-6 Months,,HTM Shipping Co. Ltd
01/09/2011,Glory One,2002,73180,0,PERIOD,CNR,LANSHAN,,WORLD WIDE,WORLD WIDE,08/09/2011,13/09/2011,12000,$/Day,14-16 Months,,Five Stars Shpg.
31/08/2011,Rosco Poplar,2008,82331,0,PERIOD,YANGTZE,XINGANG,,WORLD WIDE,WORLD WIDE,31/08/2011,31/08/2011,12750,$/Day,4-6 Months,,Rewood Ocean Shpg.
30/08/2011,Ocean Shanghai,2006,76801,0,PERIOD,SWISS MARINE,KWANGYANG,,WORLD WIDE,WORLD WIDE,01/09/2011,03/09/2011,13000,$/Day,4-6 Months,,Farenco Shipping
30/08/2011,Pontovremon,2001,76318,0,PERIOD,MARUBENE,SHANGHAI,,WORLD WIDE,WORLD WIDE,01/08/1939,02/09/2011,13500,$/Day,4-6 Months,,Ocean Freighters
30/08/2011,Prabhu Puni,2002,76015,0,PERIOD,PCL,HONG KONG,,WORLD WIDE,WORLD WIDE,02/09/2011,03/09/2011,13250,$/Day,4-6 Months,,Tolani Group of Shpg
30/08/2011,Dione,2001,75172,0,PERIOD,CARGILL,BUTTERWORTH,,WORLD WIDE,WORLD WIDE,02/09/2011,07/09/2011,14000,$/Day,4-6 Months,,Diana Shipping Inc.
30/08/2011,Pavian,2001,74716,0,PERIOD,CNR,XINGANG,,WORLD WIDE,WORLD WIDE,29/08/2011,30/08/2011,12700,$/Day,4-6 Months,,Komrowski Befracht.
26/08/2011,Q Ionari,2011,81920,0,PERIOD,KLAVENESS,SOUTH KOREA,,WORLD WIDE,WORLD WIDE,26/09/2011,01/10/2011,12800,$/Day,12-18 Months,,
26/08/2011,Torm Antwerp,2008,75886,0,PERIOD,CARGILL,LONGKOU,,WORLD WIDE,WORLD WIDE,27/08/2011,30/08/2011,13750,$/Day,4-6 Months,,Mitsubishi Ore Tpt.
25/08/2011,Iolcos Legacy,2010,87000,0,PERIOD,NORDEN,HUANG HUA,,WORLD WIDE,WORLD WIDE,29/08/2011,31/08/2011,12500,$/Day,4-6 Months,,Iolcos Hellenic
25/08/2011,Ellina,2008,82612,0,PERIOD,CARGILL,HEKINAN,,WORLD WIDE,WORLD WIDE,01/09/2011,05/09/2011,13000,$/Day,11-13 Months,,Neda Maritime Agency
25/08/2011,Pacific Breeze,2004,76343,0,PERIOD,COBELFRET,SINGAPORE-JAPAN,,WORLD WIDE,WORLD WIDE,25/08/2011,25/08/2011,12750,$/Day,4-6 Months,,Scinicariello
25/08/2011,Cinzia d'Amato,2008,75213,0,PERIOD,GREAT PACIFIC NAVIGATION,Dangjin,,WORLD WIDE,WORLD WIDE,03/09/2011,05/09/2011,13000,$/Day,5-7 Months,,Perseveranza di Nav.
24/08/2011,Angelic Glory,2002,75007,0,PERIOD,CARGILL,XIAMEN,,WORLD WIDE,WORLD WIDE,21/08/2011,21/08/2011,12500,$/Day,4-6 Months,,Diamlemos Shpg. Corp
23/08/2011,Archigetis,2011,81076,0,PERIOD,BUNGE,HYUNDAI,,WORLD WIDE,WORLD WIDE,26/08/2011,31/08/2011,12250,$/Day,4-6 Months,,
22/08/2011,Fortune Daisy,2011,74979,0,PERIOD,KLAVENESS,XINSHA,,WORLD WIDE,WORLD WIDE,23/08/2011,27/08/2011,13000,$/Day,4-6 Months,,Cido Shipping
22/08/2011,Samjohn Amity,1998,74761,0,PERIOD,DAIICHI,XINSHA,,WORLD WIDE,WORLD WIDE,05/09/2011,05/09/2011,12000,$/Day,11-13 Months,,Golden Flame Shpg.
22/08/2011,Great Luck,1998,71339,0,PERIOD,CNR,TIANJIN,,WORLD WIDE,WORLD WIDE,26/08/2011,31/08/2011,12000,$/Day,4-6 Months,,Sinotrans Shpg. Ltd.
19/08/2011,Daebo Lumut,2011,81444,0,PERIOD,NORDEN,MOKPO,,WORLD WIDE,WORLD WIDE,22/08/2011,27/08/2011,12250,$/Day,4-6 Months,,
19/08/2011,Belo Horizonte,2004,76801,0,PERIOD,SWISS MARINE,TAIWAN,,WORLD WIDE,WORLD WIDE,27/08/2011,31/08/2011,12700,$/Day,4-6 Months,,Rewood Ocean Shpg.
18/08/2011,Angelic Peace,2001,74764,0,PERIOD,EUROPEAN CHARTERER,SINGAPORE,,WORLD WIDE,WORLD WIDE,18/08/2011,20/08/2011,12000,$/Day,4-6 Months,,Diamlemos Shpg. Corp
18/08/2011,Alpha Flame,1999,74545,0,PERIOD,CNR,RIZHAO,,WORLD WIDE,WORLD WIDE,22/08/2011,24/08/2011,12000,$/Day,4-6 Months,,Alpha Tankers & Frt.
15/08/2011,Hao Ying,2002,76634,0,PERIOD,SINOCHART,FANGCHENG,,WORLD WIDE,WORLD WIDE,14/08/2011,19/08/2011,11000,$/Day,3-5 Months,,Da Tong Shipping S.A
12/08/2011,MBA Giuseppe,2010,82800,0,PERIOD,CNR,RIZHAO,,WORLD WIDE,WORLD WIDE,14/08/2011,19/08/2011,12800,$/Day,4-6 Months,,Dryships Inc.
12/08/2011,Intuition,2011,80281,0,PERIOD,GMI,JINHAE,,WORLD WIDE,WORLD WIDE,12/08/2011,12/08/2011,11000,$/Day,4-6 Months,,
11/08/2011,Anastasia,2006,75331,0,PERIOD,ALFRED C.TOEPFER,Cei Mep,,WORLD WIDE,WORLD WIDE,10/08/2011,19/08/2011,12500,$/Day,4-6 Months,,Efnav Co. Ltd.
11/08/2011,C. Journey,1995,73095,0,PERIOD,PACIFIC BULK,XIAMEN,,WORLD WIDE,WORLD WIDE,20/08/2011,30/08/2011,11500,$/Day,4-6 Months,,Chang Myung Shipping
10/08/2011,Ever Mighty,1996,75265,0,PERIOD,CNR,INCHON,,WORLD WIDE,WORLD WIDE,13/08/2011,18/08/2011,11000,$/Day,3-5 Months,,ID Shipping
05/08/2011,Sea Of Future,2005,76454,0,PERIOD,SWISS MARINE,NIIHAMA,,WORLD WIDE,WORLD WIDE,06/08/2011,10/08/2011,11500,$/Day,4-6 Months,,Daebo Shipping
05/08/2011,Elpis,2001,75151,0,PERIOD,CNR,SINGAPORE,,WORLD WIDE,WORLD WIDE,09/08/2011,09/08/2011,12000,$/Day,,,Carras Hellas
02/08/2011,Obelix Bulker,1998,70529,0,PERIOD,STX PAN OCEAN,LIVERPOOL,,FAR EAST,FAR EAST,08/08/2011,10/08/2011,19500,$/Day,4 Months,,ID Shipping
29/07/2011,Q Arion,2011,82687,0,PERIOD,GMI,TSUNEISHI,,WORLD WIDE,WORLD WIDE,01/09/2011,15/09/2011,12500,$/Day,12-18 Months,,
29/07/2011,Hamburg Max,1994,72338,0,PERIOD,CARGILL,TIANJIN,,WORLD WIDE,WORLD WIDE,29/07/2011,30/07/2011,10500,$/Day,3-5 Months,,Seanergy Maritime
29/07/2011,Zagora,2001,73435,0,PERIOD,GLENCORE,NANTONG,,WORLD WIDE,WORLD WIDE,05/08/2011,05/08/2011,11250,$/Day,4-6 Months,,Goulandris Bros.
22/07/2011,KM Sydney,2010,80638,0,PERIOD,TORM,FUZHOU,,WORLD WIDE,WORLD WIDE,28/07/2011,30/07/2011,12500,$/Day,4-6 Months,,Kuang Ming Shpg.
22/07/2011,Annoula,1997,70281,0,PERIOD,CNR,QINGDAO,,WORLD WIDE,WORLD WIDE,27/07/2011,28/07/2011,11000,$/Day,3-5 Months,,Alpha Tankers & Frt.
19/07/2011,Clio,2005,73691,0,PERIOD,GMI,CJK,,WORLD WIDE,WORLD WIDE,25/07/2011,31/07/2011,11000,$/Day,4-6 Months,,Diana Shipping Inc.
19/07/2011,Deep Seas,1999,72891,0,PERIOD,MORGAN STANLEY,WORLD WIDE,,WORLD WIDE,WORLD WIDE,01/09/2011,01/09/2011,11000,$/Day,3 Years,,Paragon Shpg.
18/07/2011,Maria G. O.,2011,87000,0,PERIOD,COBELFRET,HUDONG,,WORLD WIDE,WORLD WIDE,20/07/2011,22/07/2011,12000,$/Day,4-6 Months,,
18/07/2011,Bulk Brasil,2008,82449,0,PERIOD,CARGILL,HALDIA,,WORLD WIDE,WORLD WIDE,22/07/2011,27/07/2011,12500,$/Day,18-24 Months,,Mitsui & Co. Ltd.
18/07/2011,Sea Of Harmony,2001,76397,0,PERIOD,CNR,Dangjin,INDONESIA,ITALY,WORLD WIDE,17/07/2011,22/07/2011,12150,$/Day,4-6 Months,,Daebo Shipping
18/07/2011,Protefs,2004,73630,0,PERIOD,CARGILL,CHINA,,WORLD WIDE,WORLD WIDE,22/07/2011,31/07/2011,11750,$/Day,11-14 Months,,Diana Shipping Inc.
14/07/2011,Rosco Gingko,2005,76620,0,PERIOD,CNR,Lianyungang,,WORLD WIDE,WORLD WIDE,15/07/2011,20/07/2011,12250,$/Day,4-6 Months,,Rewood Ocean Shpg.
14/07/2011,Gleamstar,2011,76000,0,PERIOD,GMI,TAKEHARA,,WORLD WIDE,WORLD WIDE,14/07/2011,14/07/2011,12000,$/Day,4-6 Months,,Gleamray Maritime
13/07/2011,Iron Man,1997,72861,0,PERIOD,VITOL,PMO,,WORLD WIDE,WORLD WIDE,14/07/2011,14/07/2011,14250,$/Day,3-5 Months,,Glitnir Norway AS
13/07/2011,Nord Luna,2009,77171,0,PERIOD,NORDEN,TIANJIN,,WORLD WIDE,WORLD WIDE,18/07/2011,23/07/2011,13200,$/Day,4-6 Months,,Mitsubishi Ore Tpt.
12/07/2011,Stefanos T,2011,80600,0,PERIOD,WEALTH FOREVER,PUSAN,,WORLD WIDE,WORLD WIDE,15/07/2011,20/07/2011,13500,$/Day,3-5 Months,,
11/07/2011,Yasa Unity,2006,75621,0,PERIOD,OLDENDORFF,RIZHAO,,WORLD WIDE,WORLD WIDE,13/07/2011,17/07/2011,,$/Day,11-13 Months,,Yasa Shpg. Industry
08/07/2011,Ariana,2005,76631,0,PERIOD,BUNGE,MIZUSHIMA,,WORLD WIDE,WORLD WIDE,10/07/2011,15/07/2011,12500,$/Day,4-6 Months,,Andriaki Shpg. Co.
08/07/2011,Rosco Banyan,2010,74979,0,PERIOD,NORDEN,JINTANG,,WORLD WIDE,WORLD WIDE,08/07/2011,08/07/2011,12550,$/Day,4-6 Months,,Rewood Ocean Shpg.
08/07/2011,Positano,2000,73288,0,PERIOD,GMI,KWANGYANG,,WORLD WIDE,WORLD WIDE,01/07/2011,01/07/2011,12000,$/Day,4-6 Months,,Dryships Inc.
07/07/2011,Centrans Artemis,2010,93111,0,PERIOD,CNR,CJK,,WORLD WIDE,WORLD WIDE,07/07/2011,07/07/2011,11250,$/Day,4-6 Months,,Centrans Ocean
04/07/2011,Beijing 2008,2007,82561,0,PERIOD,COBELFRET,SURABAYA,,WORLD WIDE,WORLD WIDE,15/07/2011,15/07/2011,13325,$/Day,4-6 Months,,Tsakos Shpg. & Trad.
04/07/2011,Pontonikis,2002,74362,0,PERIOD,SINOCHART,Cape Passero,,WORLD WIDE,WORLD WIDE,03/07/2011,08/07/2011,14000,$/Day,11-13 Months,,Ocean Freighters
01/07/2011,Ever Leader,1999,73965,0,PERIOD,SEALEGEND,Caofeidian,,WORLD WIDE,WORLD WIDE,10/07/2011,15/07/2011,12250,$/Day,4-6 Months,,First S.S.
01/07/2011,Asia Graeca,2004,73902,0,PERIOD,QUADRA,DALIAN,,WORLD WIDE,WORLD WIDE,05/07/2011,05/07/2011,12250,$/Day,4-6 Months,,Angelakos Ltd.
30/06/2011,Harvest Peace,2002,74193,0,PERIOD,NORDEN,SURABAJA,,WORLD WIDE,WORLD WIDE,05/07/2011,10/07/2011,14000,$/Day,4-6 Months,,ADM Shipping
28/06/2011,Clare,2005,74500,0,PERIOD,GMI,MIZUSHIMA,,WORLD WIDE,WORLD WIDE,06/07/2011,08/07/2011,12750,$/Day,11-14 Months,,Hadley Shpg. Co.
27/06/2011,Fortune Clover,2006,77430,0,PERIOD,PRIMINDS,SHANGHAI,,WORLD WIDE,WORLD WIDE,27/06/2011,27/06/2011,13500,$/Day,4-6 Months,,Cido Shipping
24/06/2011,Agios Sostis,2009,76659,0,PERIOD,CNR,SUBIC BAY,,WORLD WIDE,WORLD WIDE,30/06/2011,03/07/2011,15250,$/Day,4-6 Months,,Dynacom Tankers Mngt
23/06/2011,Samjohn Liberty,1998,74761,0,PERIOD,MARUBENE,PMO,,WORLD WIDE,WORLD WIDE,27/06/2011,30/06/2011,14250,$/Day,3-5 Months,,Golden Flame Shpg.
22/06/2011,Corona,2007,73593,0,PERIOD,CARGILL,HONG KONG,,WORLD WIDE,WORLD WIDE,10/07/2011,15/07/2011,13250,$/Day,11-13 Months,,Sincere Navigation
21/06/2011,Moon Globe,2005,74432,0,PERIOD,GMI,INCHON,,WORLD WIDE,WORLD WIDE,23/06/2011,25/06/2011,13000,$/Day,4-6 Months,,
20/06/2011,MBA Giovanni,2010,93361,0,COKE,NCL,RIZHAO,,WORLD WIDE,WORLD WIDE,02/07/2011,03/07/2011,15500,$/Day,4-6 Months,,Michele Bottiglieri
20/06/2011,Apollo,2006,77326,0,PERIOD,GMI,RIZHAO,,WORLD WIDE,WORLD WIDE,01/07/2011,05/07/2011,14250,$/Day,4-6 Months,,Transocean Maritime
20/06/2011,Richmond,1996,70316,0,PERIOD,NORDEN,YUHUAN,,ADEN,ADEN,25/06/2011,30/06/2011,15000,$/Day,4-6 Months,,COSHIPMAN
16/06/2011,Maverick Gunner,2010,80717,0,PERIOD,GMI,TIANJIN,,WORLD WIDE,WORLD WIDE,19/06/2011,20/06/2011,14000,$/Day,4-6 Months,,Efploia Shpg. Co.
15/06/2011,Mary Gorgias,2008,75204,0,PERIOD,CNR,HONG KONG,,WORLD WIDE,WORLD WIDE,17/06/2011,17/06/2011,14000,$/Day,4-6 Months,,Iolcos Hellenic
15/06/2011,Santa Barbara,2006,82266,0,PERIOD,AUGUSTEA,PASSERO,,WORLD WIDE,WORLD WIDE,15/06/2011,17/06/2011,15000,$/Day,2 Years,,Excel Maritime Carr.
15/06/2011,COS Intrepid,2001,74119,0,PERIOD,GMI,WEN ZHOU,,WORLD WIDE,WORLD WIDE,18/06/2011,20/06/2011,14250,$/Day,4-6 Months,,COSCO (Hong Kong)
14/06/2011,Dora Schulte,2010,82500,0,PERIOD,AQUAVITA,GIJON,,WORLD WIDE,WORLD WIDE,14/06/2011,14/06/2011,22500,$/Day,3-5 Months,,Thomas Schulte
13/06/2011,Lyric Star,2011,82000,0,PERIOD,NORDEN,SOUTH KOREA,,WORLD WIDE,WORLD WIDE,14/06/2011,16/06/2011,15000,$/Day,4-6 Months,,
13/06/2011,Angelina,2001,74410,0,PERIOD,GMI,DALIAN,,WORLD WIDE,WORLD WIDE,11/06/2011,13/06/2011,14750,$/Day,4-6 Months,,Sea Justice S.A.
10/06/2011,NB,2011,82499,0,PERIOD,CNR,OSHIMA,,WORLD WIDE,WORLD WIDE,01/07/2011,10/07/2011,15250,$/Day,3 Years,,
10/06/2011,Ecomar G. O.,2008,75093,0,PERIOD,CARGILL,MASINLOC,,WORLD WIDE,WORLD WIDE,15/06/2011,23/06/2011,14500,$/Day,4-6 Months,,Gleamray Maritime
08/06/2011,Atlantic Horizon,2006,75709,0,PERIOD,GMI,SINGAPORE,,WORLD WIDE,WORLD WIDE,08/06/2011,08/06/2011,15500,$/Day,4-6 Months,,Livanos Group
07/06/2011,Kerveros,2003,76602,0,PERIOD,BHP BILLITON,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,08/06/2011,13/06/2011,14750,$/Day,4-6 Months,,Titan Maritime Ltd
07/06/2011,Voge Prestige,1996,75100,0,PERIOD,NORDEN,HOPING,,WORLD WIDE,WORLD WIDE,15/06/2011,20/06/2011,13000,$/Day,4-6 Months,,Reederei H. Vogemann
07/06/2011,Evanthia,2001,74350,0,PERIOD,CARGILL,SINGAPORE,,WORLD WIDE,WORLD WIDE,08/06/2011,15/06/2011,15000,$/Day,4-6 Months,,Aegean Bulk Co. Inc.
07/06/2011,Coal Age,1997,72824,0,PERIOD,VITOL,KOSICHANG,,WORLD WIDE,WORLD WIDE,23/05/2011,23/05/2011,14500,$/Day,3-5 Months,,KGAL
03/06/2011,Atlantic Hero,2005,75500,0,PERIOD,COSCO AMERICAS,BAYUQUAN,,SINGAPORE-JAPAN,SINGAPORE-JAPAN,05/06/2011,10/06/2011,14500,$/Day,4-6 Months,,Livanos Group
03/06/2011,COS Joy,2001,74073,0,PERIOD,PANOCEANIC,HAZIRA,,WORLD WIDE,WORLD WIDE,03/06/2011,03/06/2011,15000,$/Day,5-7 Months,,COSCO (Hong Kong)
02/06/2011,Ever Blossom,1997,72517,0,PERIOD,GMI,ULSAN,,WORLD WIDE,WORLD WIDE,07/06/2011,16/06/2011,12500,$/Day,4-6 Months,,ID Shipping
01/06/2011,MBA Rosaria,2011,92500,0,PERIOD,AQUAVITA,FANGCHENG,,WORLD WIDE,WORLD WIDE,03/06/2011,10/06/2011,15500,$/Day,3-5 Months,,Michele Bottiglieri
27/05/2011,Endless,1999,73427,0,PERIOD,UNITED,SWINOUJSCIE,,SINGAPORE-JAPAN,SINGAPORE-JAPAN,30/05/2011,31/05/2011,23000,$/Day,100 Days,,Sea Justice S.A.
26/05/2011,Q Jake,2011,82188,0,PERIOD,SWISS MARINE,ZHANGZHOU,,WORLD WIDE,WORLD WIDE,05/06/2011,10/06/2011,14000,$/Day,12-14 Months,,
26/05/2011,Kiran Africa,2011,79695,0,PERIOD,CNR,SHANGHAI,,WORLD WIDE,WORLD WIDE,25/05/2011,31/05/2011,14000,$/Day,4-6 Months,,
26/05/2011,Trident Endeavor,1990,68788,0,PERIOD,SINOCHART,CJK,,SINGAPORE-JAPAN,SINGAPORE-JAPAN,25/05/2011,27/05/2011,15000,$/Day,60-120 Days,,Marine Managers Ltd.
25/05/2011,Cretan Wave,2001,74107,0,PERIOD,CARGILL,TANJUNG BIN,,WORLD WIDE,WORLD WIDE,25/05/2011,25/05/2011,16000,$/Day,4-6 Months,,Teo Shipping Corp.
20/05/2011,Atlantic Breeze,2004,76267,0,PERIOD,CNR,XINGANG,,WORLD WIDE,WORLD WIDE,05/06/2011,15/06/2011,13250,$/Day,4-6 Months,,Scinicariello
20/05/2011,Alpha Glory,1999,72270,0,PERIOD,CARGILL,CJK,,WORLD WIDE,WORLD WIDE,25/06/2011,30/06/2011,12900,$/Day,4-6 Months,,Alpha Tankers & Frt.
19/05/2011,Ocean Prince,2004,76423,0,PERIOD,GMI,NAGOYA,,WORLD WIDE,WORLD WIDE,20/05/2011,25/05/2011,12500,$/Day,4-6 Months,,Oceanfleet Shipping
19/05/2011,Lyric Sun,2011,81276,0,PERIOD,SINOCHART,ULSAN,,WORLD WIDE,WORLD WIDE,18/05/2011,18/05/2011,12750,$/Day,4-6 Months,,
19/05/2011,Pioneer Atlantic,1998,69146,0,PERIOD,CNR,BREMEN,,WORLD WIDE,WORLD WIDE,25/05/2011,25/05/2011,18000,$/Day,1 Months,,ID Shipping
17/05/2011,Iron Knight,2004,76429,0,PERIOD,NORDEN,SOUTH CHINA,USGF,WORLD WIDE,WORLD WIDE,20/05/2011,24/05/2011,15000,$/Tonne,4-6 Months,,Excel Maritime Carr.
11/05/2011,Feakas,2005,76728,0,PERIOD,MEDMAR,ROTTERDAM,,Skaw-Gibraltar,Skaw-Gibraltar,11/05/2011,11/05/2011,17000,$/Day,4-6 Months,,Odysea Carriers SA
06/05/2011,Yasa Fortune,2006,82849,0,PERIOD,USEABULK,SHANGHAI,,WORLD WIDE,WORLD WIDE,13/05/2011,17/05/2011,15000,$/Day,4-6 Months,,Yasa Shpg. Industry
06/05/2011,Beilun Sea Lion,2001,75971,0,PERIOD,CARGILL,LANSHAN,,WORLD WIDE,WORLD WIDE,07/05/2011,12/05/2011,16000,$/Day,4-6 Months,,Ningbo Longsheng Sh.
06/05/2011,Fortune East,2000,75615,0,PERIOD,COPENSHIP,TARRAGONA,,WORLD WIDE,WORLD WIDE,10/05/2011,13/05/2011,22000,$/Day,3-4 Months,,Continental Intl.
06/05/2011,Merian,2000,74716,0,PERIOD,BHP BILLITON,ZHANGJIANG,,WORLD WIDE,WORLD WIDE,26/04/2011,26/04/2011,14000,$/Day,4-6 Months,,Komrowski Befracht.
05/05/2011,Azur,2007,82282,0,PERIOD,SINORICH,KAGOSHIMA,,WORLD WIDE,WORLD WIDE,13/05/2011,23/05/2011,14500,$/Day,4-6 Months,,Transocean Maritime
05/05/2011,GH Fortune,2002,75214,0,PERIOD,GLENCORE,RIZHAO,,WORLD WIDE,WORLD WIDE,11/05/2011,14/05/2011,14500,$/Day,4-6 Months,,Great Harvest
05/05/2011,Pavian,2001,74716,0,PERIOD,NORDEN,SHANGHAI,,WORLD WIDE,WORLD WIDE,05/05/2011,05/05/2011,13000,$/Day,4-6 Months,,Komrowski Befracht.
05/05/2011,Matilde Corrado,2002,72670,0,PERIOD,NORDEN,KOSICHANG,,WORLD WIDE,WORLD WIDE,08/05/2011,13/05/2011,14000,$/Day,5-7 Months,,Gestion Maritime
04/05/2011,Marinicki,2005,76629,0,PERIOD,CARGILL,TAIWAN,,WORLD WIDE,WORLD WIDE,03/05/2011,10/05/2011,14500,$/Day,4-6 Months,,Chandris (Hellas)
04/05/2011,Ligari,2004,75583,0,PERIOD,UNITED,AUGHINISH,,WORLD WIDE,WORLD WIDE,05/05/2011,09/05/2011,21000,$/Day,4-6 Months,,Dryships Inc.
04/05/2011,Jia Da,2010,75500,0,PERIOD,CNR,FANGCHENG,,WORLD WIDE,WORLD WIDE,08/05/2011,14/05/2011,14650,$/Day,3-5 Months,,HTM Shipping Co. Ltd
04/05/2011,GH Fortune,2002,75214,0,PERIOD,SWISS MARINE,RIZHAO,,WORLD WIDE,WORLD WIDE,11/05/2011,14/05/2011,14500,$/Day,4-6 Months,,Great Harvest
04/05/2011,Merian,2000,74716,0,PERIOD,BHP BILLITON,ZHANGJIANG,,WORLD WIDE,WORLD WIDE,26/04/2011,26/04/2011,14000,$/Day,3-5 Months,,Komrowski Befracht.
04/05/2011,Great Loyalty,1999,73659,0,PERIOD,SAM SHIPPING,KWANGYANG,,WORLD WIDE,WORLD WIDE,03/05/2011,05/05/2011,14300,$/Day,4-6 Months,,Sinotrans Shpg. Ltd.
03/05/2011,Fu May,2002,76015,0,PERIOD,STX PAN OCEAN,DALIAN,,WORLD WIDE,WORLD WIDE,03/05/2011,06/05/2011,14000,$/Day,4-6 Months,,Foremost Maritime
03/05/2011,Glyfada 1,2009,76000,0,PERIOD,UNITED,SINES,NORFOLK,WORLD WIDE,WORLD WIDE,06/05/2011,08/05/2011,21500,$/Day,1 Months,,Dynacom Tankers Mngt
03/05/2011,Tianjin Pioneer,2005,75845,0,PERIOD,SOLEBAY,INCHON,,WORLD WIDE,WORLD WIDE,02/05/2011,05/05/2011,14000,$/Day,4-6 Months,,Kotoku Kaiun
28/04/2011,Rosco Litchi,2011,82800,0,PERIOD,SINOTRANS,SOUTH KOREA,,WORLD WIDE,WORLD WIDE,28/04/2011,28/04/2011,14500,$/Day,5-7 Months,,Rewood Ocean Shpg.
27/04/2011,Marinicki,2005,76629,0,PERIOD,AQUAVITA,TAIWAN,,WORLD WIDE,WORLD WIDE,03/05/2011,10/05/2011,13000,$/Day,2 Months,,Chandris (Hellas)
26/04/2011,Navios Sagittarius,2006,75756,0,PERIOD,GMI,MAUBAN,,WORLD WIDE,WORLD WIDE,10/05/2011,14/05/2011,12500,$/Day,4-6 Months,,Navios MLP
21/04/2011,Alpha Happiness,1999,72893,0,PERIOD,SWISS MARINE,FANGCHENG,,WORLD WIDE,WORLD WIDE,24/04/2011,26/04/2011,14750,$/Day,4-6 Months,,Alpha Tankers & Frt.
20/04/2011,Yong Huan,2000,74823,0,PERIOD,GMI,SINGAPORE,,WORLD WIDE,WORLD WIDE,20/04/2011,20/04/2011,14000,$/Day,4-6 Months,,COSCO Bulk Carrier
