Panamax Bulk Period Fixtures,,,,,,,,,,,,,,,,,
Fixtures are provided as reported and are not comprehensive.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Created 17 July 2014 11:19,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Name,Built,Dwt,Quantity,Type,Charterer,Delivery,Load,Discharge,Redel,Laycan From,Laycan To,Rate,Unit,Period,Ballast Bonus,Owner
18/04/2011,Go Public,1993,71761,0,PERIOD,CNR,PMO,,WORLD WIDE,WORLD WIDE,17/04/2011,20/04/2011,16000,$/Day,3-5 Months,,Evalend Shpg.
15/04/2011,Isminaki,1998,74577,0,PERIOD,CNR,KOSICHANG,,WORLD WIDE,WORLD WIDE,13/04/2011,15/04/2011,15500,$/Day,3-5 Months,,Excel Maritime Carr.
15/04/2011,Iolcos Unity,2006,74476,0,PERIOD,BUNGE,NANTONG,,WORLD WIDE,WORLD WIDE,19/04/2011,20/04/2011,14500,$/Day,4-6 Months,,Iolcos Hellenic
14/04/2011,Concordia,2011,82000,0,PERIOD,AQUAVITA,OSHIMA,,WORLD WIDE,WORLD WIDE,15/04/2011,20/04/2011,15250,$/Day,3-5 Months,,
13/04/2011,Ribbon,1998,74522,0,PERIOD,NOBLE,SHANGHAI,,WORLD WIDE,WORLD WIDE,22/04/2011,26/04/2011,14500,$/Day,4-6 Months,,Augustea Ship Mngt
13/04/2011,S. Nicole,2007,77096,0,PERIOD,USEABULK,EC INDIA,,WORLD WIDE,WORLD WIDE,01/05/2011,10/05/2011,15500,$/Day,11-13 Months,,Samho Shipping Co.
11/04/2011,Global Star,2010,83601,0,PERIOD,OETKER,PORT KEMBLA,,WORLD WIDE,WORLD WIDE,22/04/2011,30/04/2011,16500,$/Day,11-13 Months,,Mitsui & Co. Ltd.
11/04/2011,Star of Sawara,2008,76500,0,PERIOD,NORDEN,TIANJIN,,WORLD WIDE,WORLD WIDE,15/04/2011,20/04/2011,15000,$/Day,4-6 Months,,Shoei Kisen K.K.
11/04/2011,Barbara,1997,73390,0,PERIOD,NORDEN,SOUTH KOREA,,WORLD WIDE,WORLD WIDE,11/04/2011,11/04/2011,15000,$/Day,4-6 Months,,KGAL
07/04/2011,Brave Star,2000,73981,0,PERIOD,GMI,JAPAN,,WORLD WIDE,WORLD WIDE,11/04/2011,13/04/2011,14000,$/Day,4-6 Months,,Kyowa Kisen K.K.
05/04/2011,Danae,2001,75106,0,PERIOD,HMM,N CHINA,,WORLD WIDE,WORLD WIDE,25/04/2011,30/04/2011,15500,$/Day,23-25 Months,,Diana Shipping Inc.
04/04/2011,Fortune Daisy,2011,74900,0,PERIOD,NORDIC BULK CARRIERS,SASEBO,,WORLD WIDE,WORLD WIDE,10/04/2011,20/04/2011,16750,$/Day,5-7 Months,,
04/04/2011,Angelic Grace,2001,74764,0,PERIOD,NORDEN,DALIAN,,WORLD WIDE,WORLD WIDE,09/04/2011,11/04/2011,16000,$/Day,4-5 Months,,Diamlemos Shpg. Corp
01/04/2011,Zeynep K,2010,81000,0,PERIOD,SETSEA,TAICHUNG,,WORLD WIDE,WORLD WIDE,02/04/2011,08/04/2011,16500,$/Day,4-6 Months,,Kaptanoglu Shpg. Grp
01/04/2011,Rosco Lemon,2002,75746,0,PERIOD,COSCO QINGDAO,ZHANGJIAGANG,,WORLD WIDE,WORLD WIDE,05/04/2011,10/04/2011,16500,$/Day,4-6 Months,,Rewood Ocean Shpg.
01/04/2011,Filippo Lembo,1997,74500,0,PERIOD,SAN JUAN NAVIGATION,USGF,,WORLD WIDE,WORLD WIDE,10/04/2011,20/04/2011,23000,$/Day,5-7 Months,720000,Deiulemar Cia. Nav.
01/04/2011,Elpis,2001,75151,0,PERIOD,EDF,DALIAN,,WORLD WIDE,WORLD WIDE,10/04/2011,12/04/2011,16500,$/Day,4-6 Months,,Carras Hellas
01/04/2011,F. D. Gennaro Aurilia,2007,74500,0,PERIOD,CARGILL,TAIWAN,,WORLD WIDE,WORLD WIDE,03/04/2011,04/04/2011,16250,$/Day,4-6 Months,,SO GE VI SRL
31/03/2011,Goldbeam Trader,2001,74247,0,PERIOD,CARGILL,DALIAN,,WORLD WIDE,WORLD WIDE,04/04/2011,04/04/2011,14750,$/Day,4-6 Months,,Nisshin Shpg.Co.Ltd.
28/03/2011,Selandia,2010,80500,0,PERIOD,CNR,SHANGHAI,,WORLD WIDE,WORLD WIDE,29/03/2011,31/03/2011,17500,$/Day,4-6 Months,,
28/03/2011,Ikan Kembong,2005,76447,0,PERIOD,BHP BILLITON,XINGANG,,WORLD WIDE,WORLD WIDE,02/04/2011,05/04/2011,17150,$/Day,4-6 Months,,Pacific Carriers
28/03/2011,Nicos L,2002,73193,0,PERIOD,BHP BILLITON,KAOHSIUNG,,WORLD WIDE,WORLD WIDE,28/03/2011,28/03/2011,17250,$/Day,4-6 Months,,Vrontados Shipping
25/03/2011,Navios Star,2002,76662,0,PERIOD,CNR,FANGCHENG,,WORLD WIDE,WORLD WIDE,06/04/2011,10/04/2011,18500,$/Day,4-6 Months,,Navios Holdings
25/03/2011,Darya Shree,2004,74774,0,PERIOD,GMI,NANJING,,WORLD WIDE,WORLD WIDE,01/04/2011,05/04/2011,17250,$/Day,4-6 Months,,KC Maritime Ltd.
25/03/2011,Calm Seas,1999,74047,0,PERIOD,GMI,MIZUSHIMA,,WORLD WIDE,WORLD WIDE,28/03/2011,31/03/2011,17500,$/Day,4-6 Months,,Paragon Shpg.
24/03/2011,Mineral Star,2005,76286,0,PERIOD,EDF,LUO YUAN WAN,,WORLD WIDE,WORLD WIDE,30/03/2011,05/04/2011,17350,$/Day,4-6 Months,,Sanko S.S.
24/03/2011,Majorca,2005,74477,0,PERIOD,BUNGE,ZHANJIANG,,WORLD WIDE,WORLD WIDE,24/03/2011,26/03/2011,17500,$/Day,4-6 Months,,Dryships Inc.
24/03/2011,Accord,1997,71355,0,PERIOD,COPENSHIP,Cape Passero,,WORLD WIDE,WORLD WIDE,24/03/2011,24/03/2011,22500,$/Day,4-6 Months,,Franco Comp. Nav.
23/03/2011,Pella,2010,82800,0,PERIOD,BUNGE,NAVLAKHI,,WORLD WIDE,WORLD WIDE,27/03/2011,30/03/2011,18250,$/Day,4-6 Months,,Andriaki Shpg. Co.
23/03/2011,Sea of Gracia,2003,75932,0,PERIOD,NORDEN,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,23/03/2011,23/03/2011,17350,$/Day,4-6 Months,,Daebo Shipping
23/03/2011,Conti Selenit,2010,75200,0,PERIOD,STX PAN OCEAN,TAIWAN,,WORLD WIDE,WORLD WIDE,21/03/2011,21/03/2011,16500,$/Day,11-13 Months,,Conti Reederei
22/03/2011,Grace One,2001,75563,0,PERIOD,CLIPPER,QINGDAO,,WORLD WIDE,WORLD WIDE,26/03/2011,30/03/2011,17000,$/Day,11-13 Months,,Five Stars Shpg.
22/03/2011,Yong Feng,2000,74131,0,PERIOD,GMI,LANSHAN,,WORLD WIDE,WORLD WIDE,25/03/2011,25/03/2011,17250,$/Day,4-6 Months,,COSCO (Hong Kong)
22/03/2011,Xin Run,1998,73326,0,PERIOD,STX PAN OCEAN,CJK,,WORLD WIDE,WORLD WIDE,29/03/2011,31/03/2011,17500,$/Day,4-6 Months,,Global Marine Ship
21/03/2011,Austin,1995,75264,0,PERIOD,CTP,HONG KONG,,WORLD WIDE,WORLD WIDE,20/03/2011,30/03/2011,16500,$/Day,3-5 Months,,OceanFreight Inc.
18/03/2011,Florence Lily,2009,82331,0,PERIOD,UNITED,SOUTH CHINA,,WORLD WIDE,WORLD WIDE,18/03/2011,18/03/2011,17500,$/Day,4-6 Months,,Doun Kisen K.K.
18/03/2011,Red Gardenia,2005,76294,0,PERIOD,GMI,KAKOGOWA,,WORLD WIDE,WORLD WIDE,22/03/2011,24/03/2011,0,$/Tonne,4-6 Months,,Lepta Shipping Co.
18/03/2011,Felicia,1997,72456,0,PERIOD,SWISS MARINE,KUNSAN,,WORLD WIDE,WORLD WIDE,26/03/2011,28/03/2011,15000,$/Day,2 Years,,Carras Hellas
17/03/2011,King Coal,2010,75600,0,PERIOD,STX PAN OCEAN,CHINA,,WORLD WIDE,WORLD WIDE,01/04/2011,10/04/2011,16500,$/Day,11-13 Months,,Mitsubishi Ore Tpt.
17/03/2011,Pearl Seas,2006,74483,0,PERIOD,CARGILL,SINGAPORE,,WORLD WIDE,WORLD WIDE,17/03/2011,17/03/2011,18000,$/Day,4-6 Months,,Paragon Shpg.
16/03/2011,Tai Progress,2004,77834,0,PERIOD,TORM,GUANGZHOU,,WORLD WIDE,WORLD WIDE,19/03/2011,20/03/2011,18500,$/Day,4-6 Months,,Taiwan Navigation
16/03/2011,Maganari,2001,75941,0,PERIOD,GMI,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,16/03/2011,16/03/2011,16750,$/Day,3-5 Months,,Dryships Inc.
16/03/2011,Great Intelligence,2000,74293,0,PERIOD,CNR,DUNKIRK,,Skaw-Cape Passero,Skaw-Cape Passero,20/03/2011,25/03/2011,18000,$/Day,40-70 Days,,Parakou Shpg.
15/03/2011,Navios Orbiter,2004,76602,0,PERIOD,PCL,JINTANG,,WORLD WIDE,WORLD WIDE,13/03/2011,13/03/2011,18000,$/Day,4-6 Months,,Navios Holdings
15/03/2011,Medi Rotterdam,2002,75735,0,PERIOD,MEDMAR,NORFOLK,,WORLD WIDE,WORLD WIDE,15/03/2011,19/03/2011,25500,$/Day,3-5 Months,650000,Okochi Kaiun K.K.
15/03/2011,Angelic Glory,2002,75007,0,PERIOD,NORDEN,Song Xia,,WORLD WIDE,WORLD WIDE,17/03/2011,21/03/2011,18000,$/Day,4-6 Months,,Diamlemos Shpg. Corp
15/03/2011,Garv Prem,2006,74444,0,PERIOD,CARGILL,HONG KONG,,WORLD WIDE,WORLD WIDE,15/03/2011,15/03/2011,18000,$/Day,3-5 Months,,Mercator Lines
14/03/2011,Dora Schulte,2010,82500,0,PERIOD,GMI,N CHINA,,WORLD WIDE,WORLD WIDE,10/03/2011,15/03/2011,16500,$/Day,4-6 Months,,Thomas Schulte
14/03/2011,Loch Alyn,2005,75744,0,PERIOD,GMI,FUJAIRAH,,WORLD WIDE,WORLD WIDE,14/03/2011,14/03/2011,17250,$/Day,7-8 Months,,Pacific Carriers
14/03/2011,C. Iris,1996,71393,0,PERIOD,CNR,QINGDAO,,WORLD WIDE,WORLD WIDE,20/03/2011,25/03/2011,17250,$/Day,3-5 Months,,Chang Myung Shipping
11/03/2011,Medi Lausanne,2006,83002,0,PERIOD,OLDENDORFF,CJK,,WORLD WIDE,WORLD WIDE,13/03/2011,18/03/2011,18500,$/Day,4-6 Months,,Fukujin Shipping
11/03/2011,Washington Trader,2000,74228,0,PERIOD,TORM,QINZHOU,,WORLD WIDE,WORLD WIDE,29/03/2011,02/04/2011,18000,$/Day,4-6 Months,,Nisshin Shpg.Co.Ltd.
11/03/2011,Blue Mont Blanc,1998,74043,0,PERIOD,OLDENDORFF,LUMUT,,WORLD WIDE,WORLD WIDE,20/03/2011,25/03/2011,18500,$/Day,4-6 Months,,Panstar Shipping
11/03/2011,Great Glory,1997,73274,0,PERIOD,CNR,CHIWAN,,WORLD WIDE,WORLD WIDE,20/03/2011,25/03/2011,17000,$/Day,4-6 Months,,Sinotrans Shpg. Ltd.
11/03/2011,First Endeavour,1994,69111,0,PERIOD,PRACTICA,MAPUTO,,WORLD WIDE,WORLD WIDE,17/03/2011,20/03/2011,17500,$/Day,4-6 Months,,Excel Maritime Carr.
10/03/2011,KM Yokohama,2011,83000,0,PERIOD,TORM,MIZUSHIMA,,WORLD WIDE,WORLD WIDE,13/03/2011,18/03/2011,17000,$/Day,2 Years,,
10/03/2011,MBA Liberty,2010,82217,0,PERIOD,PHAETHON,TIANJIN,,WORLD WIDE,WORLD WIDE,10/03/2011,10/03/2011,19500,$/Day,4-6 Months,,Michele Bottiglieri
10/03/2011,Rosco Gingko,2005,76620,0,PERIOD,CNR,SINGAPORE,,WORLD WIDE,WORLD WIDE,02/03/2011,02/03/2011,19000,$/Day,5-7 Months,,Rewood Ocean Shpg.
10/03/2011,Hai Huang Xing,2005,73581,0,PERIOD,GMI,QINGDAO,,WORLD WIDE,WORLD WIDE,10/03/2011,10/03/2011,17500,$/Day,4-6 Months,,COSCO Singapore
09/03/2011,Attallia,2010,82800,0,PERIOD,BUNGE,TAICHUNG,,WORLD WIDE,WORLD WIDE,11/03/2011,13/03/2011,18000,$/Day,4-6 Months,,Andriaki Shpg. Co.
09/03/2011,GH Power,2002,76529,0,PERIOD,CARGILL,KOBE,,WORLD WIDE,WORLD WIDE,14/03/2011,17/03/2011,18000,$/Day,4-6 Months,,Great Harvest
09/03/2011,Gaurav Prem,2005,73901,0,PERIOD,PHAETHON,CJK,,WORLD WIDE,WORLD WIDE,12/03/2011,15/03/2011,18500,$/Day,4-6 Months,,
09/03/2011,Lotus Sun,1995,75464,0,PERIOD,CNR,CJK,,WORLD WIDE,WORLD WIDE,09/03/2011,09/03/2011,16500,$/Day,11-13 Months,,Doonam Shipping Co.
08/03/2011,Thira Sea,2010,92500,0,PERIOD,NORDEN,TAIWAN,,WORLD WIDE,WORLD WIDE,12/03/2011,14/03/2011,16500,$/Day,4-6 Months,,NSC Schiffahrt
08/03/2011,Mulberry Paris,2004,76492,0,PERIOD,COBELFRET,HONG KONG,,WORLD WIDE,WORLD WIDE,12/03/2011,14/03/2011,18250,$/Day,4-6 Months,,Yamamaru Kisen
08/03/2011,Yong Jin,1995,71747,0,PERIOD,SHADAB,NINGBO,,WORLD WIDE,WORLD WIDE,14/03/2011,20/03/2011,17500,$/Day,3-5 Months,,Kingsway Shpg Co Ltd
08/03/2011,Obelix Bulker,1998,70529,0,PERIOD,PCL,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,15/03/2011,20/03/2011,17000,$/Day,8-9 Months,,ID Shipping
08/03/2011,Navios Gemini S.,1994,68636,0,PERIOD,KRISTIANIA MARINE LTD,EGYPT MED,,WORLD WIDE,WORLD WIDE,10/03/2011,12/03/2011,19000,$/Day,7-9 Months,,Navios MLP
07/03/2011,RBD Fiuggi,2008,76619,0,PERIOD,GMI,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,04/03/2011,08/03/2011,18000,$/Day,4-6 Months,,Orient Line Co. Ltd.
07/03/2011,Altair,2001,74665,0,PERIOD,GMI,TIANJIN,,WORLD WIDE,WORLD WIDE,10/03/2011,15/03/2011,16500,$/Day,4-6 Months,,Tomasos Brothers
04/03/2011,Yasa Pioneer,2006,82849,0,PERIOD,SWISS MARINE,SOUTH KOREA,,WORLD WIDE,WORLD WIDE,09/03/2011,11/03/2011,17000,$/Day,11-13 Months,,Yasa Shpg. Industry
04/03/2011,Hao Ying,2002,76634,0,PERIOD,PRIMINDS,ZHANGZHOU,,WORLD WIDE,WORLD WIDE,08/03/2011,11/03/2011,15250,$/Day,3-5 Months,,Da Tong Shipping S.A
04/03/2011,Andrea D'Amato,2008,76619,0,PERIOD,CNR,LE HAVRE,,WORLD WIDE,WORLD WIDE,05/03/2011,10/03/2011,22000,$/Day,4-5 Months,,Shoei Kisen K.K.
03/03/2011,Prabhu Sakhawat,2005,75944,0,PERIOD,CARGILL,SAKAIDE,,WORLD WIDE,WORLD WIDE,04/03/2011,07/03/2011,17500,$/Day,4-6 Months,,Tolani Group of Shpg
02/03/2011,Ever Shining,1999,74346,0,PERIOD,NORDEN,IYOMISHIMA,,WORLD WIDE,WORLD WIDE,05/03/2011,10/03/2011,16500,$/Day,4-6 Months,,First S.S.
01/03/2011,Marco,2009,81393,0,PERIOD,CARGILL,JINTANG,,WORLD WIDE,WORLD WIDE,25/02/2011,04/03/2011,17000,$/Day,5-7 Months,,Sea Traders S.A.
01/03/2011,Golden Kiji,2007,76596,0,PERIOD,COSCO AMERICAS,CJK,,WORLD WIDE,WORLD WIDE,01/03/2011,05/03/2011,17500,$/Day,4-6 Months,,Nissen Kaiun K.K.
25/02/2011,Giuseppe Rizzo,2004,77684,0,PERIOD,OLDENDORFF,INCHON,,WORLD WIDE,WORLD WIDE,23/02/2011,23/02/2011,17000,$/Day,5-7 Months,,Kuang Ming Shpg.
24/02/2011,Fiskardo,2010,83448,0,PERIOD,CNR,TAICHUNG,,WORLD WIDE,WORLD WIDE,03/03/2011,10/03/2011,16250,$/Day,4-6 Months,,Minerva Marine Inc.
24/02/2011,Darya Moti,2010,80545,0,PERIOD,ARCELOR-MITTAL,Dangjin,,WORLD WIDE,WORLD WIDE,26/02/2011,28/02/2011,16000,$/Day,3-5 Months,,Chellaram Shpg.
23/02/2011,Ince Ilgaz,2010,76579,0,PERIOD,ZHENHUA TRANSLINK,CJK,,WORLD WIDE,WORLD WIDE,25/02/2011,28/02/2011,17000,$/Day,3-5 Months,,Ince Denizcilik
23/02/2011,Rosco Olive,2010,74897,0,PERIOD,STX PAN OCEAN,Johor Bahru,,WORLD WIDE,WORLD WIDE,03/03/2011,05/03/2011,17300,$/Day,4-6 Months,,Rewood Ocean Shpg.
22/02/2011,Ocean Lily,2006,76585,0,PERIOD,NORDEN,KOBE,,WORLD WIDE,WORLD WIDE,24/02/2011,28/02/2011,16000,$/Day,3-5 Months,,Doun Kisen K.K.
18/02/2011,Pruva,1995,74137,0,PERIOD,LOUIS DREYFUS,PHU MAY,,WORLD WIDE,WORLD WIDE,01/03/2011,10/03/2011,16000,$/Day,11-13 Months,,Yildiz Deniz Tas. AS
18/02/2011,Themis P,1994,70165,0,PERIOD,OLDENDORFF,LANSHAN,,WORLD WIDE,WORLD WIDE,23/02/2011,28/02/2011,17000,$/Day,3-5 Months,,
17/02/2011,Giuseppe Mauro Rizzo,2010,87334,0,PERIOD,COBELFRET,HONG KONG,,WORLD WIDE,WORLD WIDE,17/02/2011,19/02/2011,19000,$/Day,5-7 Months,,"Bottiglieri, Rizzo"
17/02/2011,Sadan K,2010,80306,0,PERIOD,KLAVENESS,LANSHAN,,WORLD WIDE,WORLD WIDE,19/02/2011,21/02/2011,17000,$/Day,4-6 Months,,Kaptanoglu Shpg. Grp
17/02/2011,Angelic Peace,2001,74764,0,PERIOD,NORDEN,HIGASHIHARIMA,,WORLD WIDE,WORLD WIDE,24/02/2011,26/02/2011,18000,$/Day,4-6 Months,,Diamlemos Shpg. Corp
16/02/2011,Tai Prosperity,2006,77747,0,PERIOD,BEIBU,FANGCHENG,,WORLD WIDE,WORLD WIDE,18/03/2011,22/03/2011,19000,$/Day,4-6 Months,,Taiwan Navigation
16/02/2011,Rapallo,2009,75123,0,PERIOD,NORDEN,KINUURA,,WORLD WIDE,WORLD WIDE,19/02/2011,23/02/2011,18000,$/Day,4-6 Months,,Dryships Inc.
16/02/2011,Samoa,2010,76000,0,PERIOD,LOUIS DREYFUS,INCHON,,WORLD WIDE,WORLD WIDE,25/02/2011,05/03/2011,17150,$/Day,7-9 Months,,Dynacom Tankers Mngt
15/02/2011,Oinoussian Lady,2004,76704,0,PERIOD,CARGILL,Pagbilao,,WORLD WIDE,WORLD WIDE,18/02/2011,20/02/2011,18500,$/Day,3-5 Months,,Efploia Shpg. Co.
15/02/2011,Ocean Tianjin,2007,76635,0,PERIOD,GLENCORE,PORT DICKSON,,WORLD WIDE,WORLD WIDE,19/02/2011,20/02/2011,19000,$/Day,4-6 Months,,Farenco Shipping
15/02/2011,Ocean gem,2011,76000,0,PERIOD,CARGILL,jiang nan,,WORLD WIDE,WORLD WIDE,05/03/2011,15/03/2011,18000,$/Day,10-14 Months,,
15/02/2011,Sunny Pride,2000,74078,0,PERIOD,BRITISH MARINE,CJK,,WORLD WIDE,WORLD WIDE,15/02/2011,15/02/2011,16500,$/Day,5-6 Months,,Daebo Shipping
15/02/2011,Edelweiss,2004,73624,0,PERIOD,OLDENDORFF,CONTINENT,,WORLD WIDE,WORLD WIDE,01/03/2011,10/03/2011,22000,$/Day,4-6 Months,,Transmed Shipping
14/02/2011,Orsolina Bottiglieri,2001,75410,0,PERIOD,BUNGE,RIZHAO,,WORLD WIDE,WORLD WIDE,13/02/2011,15/02/2011,16500,$/Day,4-6 Months,,"Bottiglieri, Rizzo"
11/02/2011,Beijing 2008,2007,82561,0,PERIOD,COBELFRET,HONG KONG,,WORLD WIDE,WORLD WIDE,11/02/2011,11/02/2011,17000,$/Day,4-6 Months,,Tsakos Shpg. & Trad.
11/02/2011,Crown Star,2002,76662,0,PERIOD,BUNGE,Lianyungang,,WORLD WIDE,WORLD WIDE,15/01/2011,15/01/2011,16000,$/Day,4-6 Months,,Mitsui Bussan
11/02/2011,Richmond,1996,70316,0,PERIOD,OLDENDORFF,RICHARDS BAY,,WORLD WIDE,WORLD WIDE,20/02/2011,22/02/2011,21000,$/Day,3-5 Months,,COSHIPMAN
10/02/2011,Jag Arati,2011,80677,0,PERIOD,GMI,stx,,WORLD WIDE,WORLD WIDE,23/02/2011,28/02/2011,16250,$/Day,23-25 Months,,
10/02/2011,Medi Genova,2004,75767,0,PERIOD,BUNGE,KURE,,WORLD WIDE,WORLD WIDE,25/01/2011,25/01/2011,15750,$/Day,4-6 Months,,Tokei Kaiun Co.
10/02/2011,Nordrhine,2001,75253,0,PERIOD,SWISS MARINE,BANGKOK,,WORLD WIDE,WORLD WIDE,20/02/2011,22/02/2011,17400,$/Day,12-15 Months,,"Oldendorff, Klaus"
10/02/2011,Lilian Z,1999,74461,0,PERIOD,BUNGE,ZHENJIANG,,WORLD WIDE,WORLD WIDE,10/02/2011,10/02/2011,16500,$/Day,4-6 Months,,Dalomar Shipping
10/02/2011,Wadi Alarab,1995,70114,0,PERIOD,TTMI,TUZLA,,SKAW-MED,SKAW-MED,05/02/2011,05/02/2011,12500,$/Day,65-90 Days,,National Navigation
09/02/2011,Rosco Poplar,2008,82331,0,PERIOD,COSBULK,MALAYSIA,,WORLD WIDE,WORLD WIDE,16/02/2011,20/02/2011,18000,$/Day,4-6 Months,,Rewood Ocean Shpg.
09/02/2011,Christianna,2010,82800,0,PERIOD,CARGILL,JINTANG,,WORLD WIDE,WORLD WIDE,13/02/2011,16/02/2011,17100,$/Day,4-6 Months,,Modion Maritime S.A.
09/02/2011,Topeka,2000,74716,0,PERIOD,K2,SOUTH CHINA,,WORLD WIDE,WORLD WIDE,17/02/2011,19/02/2011,16000,$/Day,2-3 Years,,OceanFreight Inc.
08/02/2011,Reborn,1999,74063,0,PERIOD,AQUAVITA,HEKINAN,,WORLD WIDE,WORLD WIDE,11/02/2011,15/02/2011,15750,$/Day,3-5 Months,,Northstar Maritime
08/02/2011,Sea Lord,1995,69128,0,PERIOD,GLENCORE,HONG KONG,,WORLD WIDE,WORLD WIDE,10/02/2011,13/02/2011,14000,$/Day,4-6 Months,,Athenian Ship Mngt.
04/02/2011,Anna S,2001,75966,0,PERIOD,STX PAN OCEAN,KOSICHANG,,WORLD WIDE,WORLD WIDE,04/02/2011,10/02/2011,15000,$/Day,4-6 Months,,Sea Gate Navigation
02/02/2011,Future,1999,72845,0,,STX PAN OCEAN,Dangjin,,WORLD WIDE,WORLD WIDE,03/02/2011,05/02/2011,14500,$/Day,3-5 Months,,
01/02/2011,Tai Promotion,2004,77834,0,,SIBA,WORLD WIDE,,WORLD WIDE,WORLD WIDE,23/04/2011,25/04/2011,16100,$/Day,24 Months,,Taiwan Navigation
31/01/2011,Ecomar G. O.,2008,75093,0,PERIOD,OLDENDORFF,Haizhou,,WORLD WIDE,WORLD WIDE,10/02/2011,15/02/2011,14000,$/Day,3-5 Months,,Gleamray Maritime
31/01/2011,Geosand,2005,74432,0,PERIOD,OLDENDORFF,MUNDRA,,WORLD WIDE,WORLD WIDE,30/01/2011,02/02/2011,13500,$/Day,2-4 Months,,Gleamray Maritime
31/01/2011,Bunga Saga 9,1999,73670,0,PERIOD,OLDENDORFF,SOUTH CHINA,,WORLD WIDE,WORLD WIDE,05/02/2011,15/02/2011,14000,$/Day,4-6 Months,,MISC
31/01/2011,Jia Ho,1997,71678,0,PERIOD,MARUBENE,HUANGPU,,WORLD WIDE,WORLD WIDE,31/01/2011,31/01/2011,14000,$/Day,11-13 Months,,Ta Ho Maritime
28/01/2011,Thetis,2004,73583,0,PERIOD,CARGILL,JAPAN,,WORLD WIDE,WORLD WIDE,03/02/2011,09/02/2011,13750,$/Day,11-13 Months,,Diana Shipping Inc.
27/01/2011,Agios Konstantinos,2004,76629,0,PERIOD,OLDENDORFF,DALIAN,,WORLD WIDE,WORLD WIDE,27/01/2011,27/01/2011,14000,$/Day,4-6 Months,,Ilios Shipping Co.
20/01/2011,Nordtrave,2001,75253,0,PERIOD,NORDEN,MALTA,,WORLD WIDE,WORLD WIDE,27/01/2011,31/01/2011,20000,$/Day,5-6 Months,,"Oldendorff, Klaus"
20/01/2011,Yasa Unity,2006,75621,0,PERIOD,STX PAN OCEAN,SHANGHAI,,WORLD WIDE,WORLD WIDE,26/01/2011,30/01/2011,15500,$/Day,4-6 Months,,Yasa Shpg. Industry
19/01/2011,Samjohn Amity,1998,74761,0,PERIOD,STX PAN OCEAN,INNOSHIMA,,WORLD WIDE,WORLD WIDE,24/01/2011,31/01/2011,16200,$/Day,4-6 Months,,Golden Flame Shpg.
18/01/2011,Medi Sentosa,2008,83690,0,PERIOD,ABT,MAIZURA,,WORLD WIDE,WORLD WIDE,12/01/2011,12/01/2011,16600,$/Day,4-6 Months,,Orient Marine Co.
17/01/2011,Meteor,2010,82589,0,PERIOD,BHP BILLITON,HUANGPU,,WORLD WIDE,WORLD WIDE,16/01/2011,22/01/2011,16750,$/Day,4-6 Months,,Orion Bulkers
17/01/2011,Inter Pride,2000,74005,0,PERIOD,NORDEN,HONG KONG,,WORLD WIDE,WORLD WIDE,20/01/2011,24/01/2011,15250,$/Day,4-6 Months,,Inter Ocean Shpg
14/01/2011,Yasa Neslihan,2005,82849,0,PERIOD,STX PAN OCEAN,PMO,,WORLD WIDE,WORLD WIDE,19/01/2011,23/01/2011,17500,$/Day,4-6 Months,,Yasa Shpg. Industry
14/01/2011,Hang Ta,1998,74761,0,PERIOD,NORDEN,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,20/01/2011,25/01/2011,15250,$/Day,3-5 Months,,Fairweather S.S. Co.
13/01/2011,Italic G,2009,93233,0,PERIOD,NORDEN,HONG KONG,,WORLD WIDE,WORLD WIDE,17/01/2011,19/01/2011,16250,$/Day,4-6 Months,,Gestioni Armatoriali
13/01/2011,Yong Tong,2001,74382,0,PERIOD,BUNGE,KOBE,,WORLD WIDE,WORLD WIDE,17/01/2011,20/01/2011,15500,$/Day,4-6 Months,,COSCO (Hong Kong)
12/01/2011,Melite,2004,76423,0,PERIOD,CARGILL,CHINA,,WORLD WIDE,WORLD WIDE,27/01/2011,10/02/2011,16800,$/Day,23-25 Months,,Diana Shipping Inc.
12/01/2011,Heinrich Oldendorff,2001,73931,0,PERIOD,NORDEN,CJK,,WORLD WIDE,WORLD WIDE,13/01/2011,15/01/2011,15500,$/Day,4-6 Months,,Dryships Inc.
11/01/2011,Yasa Team,2006,75621,0,PERIOD,BRITISH MARINE,SINGAPORE,,WORLD WIDE,WORLD WIDE,15/01/2011,20/01/2011,16500,$/Day,3-5 Months,,Yasa Shpg. Industry
10/01/2011,Megalohari,2004,76633,0,PERIOD,Windrose,SOUTH JAPAN,,WORLD WIDE,WORLD WIDE,05/01/2011,10/01/2011,15000,$/Day,4-6 Months,,Ilios Shipping Co.
10/01/2011,Gleamstar,2011,76000,0,PERIOD,CARGILL,jiang nan,,WORLD WIDE,WORLD WIDE,01/02/2011,15/02/2011,16500,$/Day,6-9 Months,,
