Panamax Bulk Spot Fixtures,,,,,,,,,,,,,,,,
Fixtures are provided as reported and are not comprehensive.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Created 17 July 2014 13:56,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Date,Name,Built,Dwt,Quantity,Type,Charterer,Delivery,Load,Discharge,Redel,Laycan From,Laycan To,Rate,Unit,Ballast Bonus,Owner
21/10/2011,Amalfi,2009,75206,0,TCT,CNR,TAICHUNG,INDONESIA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,27/10/2011,02/11/2011,14000,$/Day,,Irika Shipping
21/10/2011,Marietta,2004,73880,0,TCT,K LINE,Pagbilao,INDONESIA,JAPAN,JAPAN,22/10/2011,27/10/2011,19750,$/Day,,Chandris (Hellas)
21/10/2011,Ioannis Zafirakis,2004,73305,0,TCT,OLDENDORFF,BELFAST,USGF,SINGAPORE-JAPAN,SINGAPORE-JAPAN,21/10/2011,21/10/2011,26500,$/Day,,Livanos Group
21/10/2011,Nicos L,2002,73193,0,GRAIN,HANJIN,SW PASSAGE,SW PASSAGE,SOUTH KOREA,SOUTH KOREA,02/11/2011,07/11/2011,26700,$/Day,675000,Vrontados Shipping
21/10/2011,Popi S,1982,64916,0,TCT,AQUAVITA,TARTOUS,BLACK SEA,EGYPT MED,EGYPT MED,21/10/2011,27/10/2011,13000,$/Day,,Bright Navigation
20/10/2011,David Schulte,2010,92500,0,TCT,PRIMINDS,BAYUQUAN,INDONESIA,SOUTH CHINA,SOUTH CHINA,20/10/2011,20/10/2011,12000,$/Day,,Thomas Schulte
20/10/2011,Chang Hang An Hai,2010,93252,0,TCT,CNR,RIZHAO,AUSTRALIA,TAIWAN,TAIWAN,25/10/2011,29/10/2011,10500,$/Day,,CSC Phoenix
20/10/2011,King Harold,2011,79642,0,TCT,CNR,JINTANG,NOPAC,SINGAPORE-JAPAN,SINGAPORE-JAPAN,19/10/2011,26/10/2011,15250,$/Day,,Konig & Cie.
20/10/2011,CF Crystal,2011,75725,0,TCT,ARK,TIANJIN,NOPAC,SINGAPORE-JAPAN,SINGAPORE-JAPAN,22/10/2011,27/10/2011,15500,$/Day,,Shanghai CP Intl.
20/10/2011,G.B. Corrado,2008,77061,0,TCT,WBC,IMMINGHAM,MURMANSK,CHINA,CHINA,23/10/2011,25/10/2011,28000,$/Day,,Gestion Maritime
20/10/2011,Berlin,2009,76600,0,GRAIN,CNR,ZHOUSHAN,NOPAC,INDIA-JAPAN,INDIA-JAPAN,21/10/2011,26/10/2011,14000,$/Day,,Orion Bulkers
20/10/2011,Pessada,1999,75484,0,TCT,AUGUSTEA,Cape Passero,DRUMMOND,VADO LIGURE,VADO LIGURE,01/11/2011,10/11/2011,20000,$/Day,,Eastern Med. Mar.
20/10/2011,Trave,2001,75253,0,TCT,COBELFRET,UKC,MURMANSK,UKC,UKC,27/10/2011,31/10/2011,21250,$/Day,,"Nord, Reederei, Ltd."
20/10/2011,Catalina,2005,74432,0,TCT,CARGILL,MONTOIR,PONTA DE MADEIRA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,25/10/2011,30/10/2011,26700,$/Day,,Dryships Inc.
20/10/2011,Qinfa 10,1992,69989,0,TCT,CNR,HUANGPU,INDONESIA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,24/10/2011,29/10/2011,13000,$/Day,,Hong Kong Qinfa Shpg
20/10/2011,TBN,,0,75000,COAL,SAIL,,NORFOLK,VISAKHAPATNA,,10/11/2011,20/11/2011,44,$/Tonne,,
19/10/2011,Topeka,2000,74716,0,TCT,TORM,Trombetas,Trombetas,AUGHINISH,AUGHINISH,20/10/2011,25/10/2011,18000,$/Day,525000,OceanFreight Inc.
19/10/2011,Panamax Dawn,1983,69001,0,TCT,CNR,SAMCHEON PO,INDONESIA,INDIA,INDIA,19/10/2011,19/10/2011,6000,$/Day,,Cyprus Maritime Co.
19/10/2011,Double Paradise,2011,95712,70000,COAL,TATA,,BALTIMORE,IJMUIDEN,,27/10/2011,04/11/2011,18.25,$/Tonne,,Konlink Shipping Pte
18/10/2011,Hong Yu,2009,76611,0,TCT,CNR,HUANGPU,INDONESIA,INDIA,INDIA,18/10/2011,20/10/2011,17800,$/Day,,COSCO (Hong Kong)
18/10/2011,Torm Bornholm,2004,75950,0,ORE,VISTA,YUZHNYY,BLACK SEA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,20/11/2011,25/11/2011,45000,$/Day,,Mitsubishi Ore Tpt.
18/10/2011,Pearl of Jebel Ali,2002,75214,0,TCT,CNR,TANJUNG BIN,INDONESIA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,20/10/2011,23/10/2011,25000,$/Day,,Emirates Trading
18/10/2011,Angelina,2001,74410,0,TCT,LOUIS DREYFUS,DALIAN,NOPAC,SINGAPORE-JAPAN,SINGAPORE-JAPAN,18/10/2011,25/10/2011,15500,$/Day,,Sea Justice S.A.
18/10/2011,Joyous Land,1994,69283,0,TCT,CNR,KEMEN,INDONESIA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,20/10/2011,25/10/2011,14500,$/Day,,COSCO (Hong Kong)
18/10/2011,TBN,,0,75000,COAL,SAIL,,GLADSTONE,INDIA,,05/11/2011,15/11/2011,22.7,$/Tonne,,
17/10/2011,Diane,2011,78882,0,TCT,WINNING,EC INDIA,INDONESIA,NORTH CHINA,NORTH CHINA,20/10/2011,25/10/2011,15000,$/Day,,Charterwell
17/10/2011,Panstellar,2003,76602,0,TCT,CNR,Song Xia,INDONESIA,CHINA,CHINA,16/10/2011,20/10/2011,16000,$/Day,,Magna Marine Inc.
17/10/2011,Ikan Bilis,2004,75729,0,TCT,TORM,WAKAYAMA,NOPAC,SINGAPORE-JAPAN,SINGAPORE-JAPAN,20/10/2011,22/10/2011,16000,$/Day,,Pacific Carriers
17/10/2011,Alpha Melody,2002,74374,0,TCT,BHP BILLITON,ZHOUSHAN,HAY POINT,CHINA,CHINA,17/10/2011,17/10/2011,16250,$/Day,,Alpha Tankers & Frt.
17/10/2011,RBD Think Positive,2010,81487,0,Sulphur,TRANSPOWER,JINTANG,NOPAC,CHINA,CHINA,17/10/2011,17/10/2011,16750,$/Day,,Mitsubishi Corp.
17/10/2011,Athena A,1994,71862,0,TCT,CNR,kakogawa,NOPAC,SINGAPORE-JAPAN,SINGAPORE-JAPAN,19/10/2011,23/10/2011,16000,$/Day,,Staff Centre Mngt.
14/10/2011,Tai Chang,2010,92500,0,TCT,WINNING,NORTH CHINA,INDONESIA,NORTH CHINA,NORTH CHINA,23/10/2011,28/10/2011,11000,$/Day,,Ocean Longevity
14/10/2011,Bottiglieri Flavio Borriello,2011,93222,,TCT,CNR,,,,,,,,,,Giuseppe Bottiglieri
14/10/2011,Mourmoura,2011,93242,0,TCT,CARGILL,SANTOS,SANTOS,CONTINENT,CONTINENT,24/10/2011,29/10/2011,18000,$/Day,700000,Delfi S.A.
14/10/2011,Navios Altair,2006,83001,0,TCT,CARGILL,PONTA DE MADEIRA,PONTA DE MADEIRA,SPANISH MEDIT,SPANISH MEDIT,19/10/2011,24/10/2011,16000,$/Day,675000,World Marine Co.
14/10/2011,Lowlands Maine,2005,76784,0,TCT,LOUIS DREYFUS,POINT COMFORT,USGF,PLOMINJ,PLOMINJ,28/10/2011,02/11/2011,18750,$/Day,585000,Misuga Kaiun Co. Ltd
14/10/2011,Maritime Anita,2004,76600,0,TCT,STX PAN OCEAN,TAICHUNG,INDONESIA,INDIA,INDIA,14/10/2011,14/10/2011,17500,$/Day,,Shinomiya Tanker Co.
14/10/2011,Crest Trader,2006,76596,0,TCT,J.ARON,Lianyungang,Lianyungang,SOUTH CHINA,SOUTH CHINA,15/10/2011,20/10/2011,16000,$/Day,,Nissen Kaiun K.K.
14/10/2011,Golden Strength,2009,75500,0,TCT,CNR,AMSTERDAM,BALTIC,Skaw-Gibraltar,Skaw-Gibraltar,15/10/2011,20/10/2011,20000,$/Day,,Golden Ocean
14/10/2011,Pruva,1995,74137,0,TCT,CNR,PORT SAID,BLACK SEA,EGYPT MED,EGYPT MED,18/10/2011,23/10/2011,17500,$/Day,,Yildiz Deniz Tas. AS
14/10/2011,Cielo Lucia,1999,73852,0,TCT,FLAME,JINTANG,INDONESIA,INDIA,INDIA,18/10/2011,20/10/2011,13000,$/Day,,Central Marine Co.
14/10/2011,Hellenic Sky,1994,68591,0,TCT,CARGILL,INCHON,NOPAC,SOUTH KOREA,SOUTH KOREA,14/10/2011,14/10/2011,15000,$/Day,,Hellenic Carriers
13/10/2011,Maria Cristina Rizzo,2010,87334,0,TCT,BROWNSTONE,GOA,WC INDIA,CHINA,CHINA,14/10/2011,16/10/2011,27000,$/Day,,"Bottiglieri, Rizzo"
13/10/2011,Fortune Island,2008,82331,0,TCT,ALFRED C.TOEPFER,MATSUURA,NOPAC,SINGAPORE-JAPAN,SINGAPORE-JAPAN,18/10/2011,23/10/2011,15850,$/Day,,Shikishima Kisen
13/10/2011,Flama,2011,80448,0,TCT,CNR,RIZHAO,EC AUST,INDIA,INDIA,13/10/2011,13/10/2011,14000,$/Day,,Cerrahgil Denizcilik
13/10/2011,Lowlands Maine,2005,76784,0,TCT,LOUIS DREYFUS,USGF,USGF,Skaw-Cape Passero,Skaw-Cape Passero,30/10/2011,05/11/2011,18750,$/Day,585000,Misuga Kaiun Co. Ltd
13/10/2011,Oinoussian Lady,2004,76704,0,TCT,LOUIS DREYFUS,Lianyungang,NOPAC,SINGAPORE-JAPAN,SINGAPORE-JAPAN,15/10/2011,17/10/2011,14400,$/Day,,Efploia Shpg. Co.
13/10/2011,Crest Voyager,2005,76255,0,TCT,CNR,Cape Passero,Cape Passero,Skaw-Gibraltar,Skaw-Gibraltar,20/10/2011,25/10/2011,18500,$/Day,,Eiko Kisen
13/10/2011,CMB Sakura,2006,75765,0,TCT,DAIICHI,KAOHSIUNG,INDONESIA,JAPAN,JAPAN,22/10/2011,27/10/2011,16000,$/Day,,Taiheiyo Kisen K.K.
13/10/2011,Fortune Daisy,2011,74979,0,TCT,ALFRED C.TOEPFER,CORPUS CHRISTI,USGF,SINGAPORE-JAPAN,SINGAPORE-JAPAN,30/10/2011,04/11/2011,27250,$/Day,700000,Cido Shipping
13/10/2011,Yong Tai,2001,74061,0,TCT,LOUIS DREYFUS,ENNORE,ECSA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,18/10/2011,23/10/2011,15500,$/Day,,COSCO (Hong Kong)
13/10/2011,Clymene,2006,73600,0,TCT,VITOL,Chaozhou,INDONESIA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,16/10/2011,21/10/2011,17000,$/Day,,Hadley Shpg. Co.
13/10/2011,Navios Libra II,1995,70315,0,TCT,AQUAVITA,JORF LASFAR,USGF,SINGAPORE-JAPAN,SINGAPORE-JAPAN,21/10/2011,26/10/2011,27000,$/Day,,Navios MLP
13/10/2011,Teng Fei Hai,1995,69877,0,TCT,SW SHIPPING,Shanwei,INDONESIA,NORTH CHINA,NORTH CHINA,15/10/2011,20/10/2011,15250,$/Day,,COSCO Bulk Carrier
13/10/2011,Panamax Sun,1982,64170,0,TCT,WINNING,ZHOUSHAN,INDONESIA,CHINA,CHINA,13/10/2011,13/10/2011,6650,$/Day,,Cyprus Maritime Co.
13/10/2011,TBN,,0,75000,COAL,BOCIMAR,,PULAU LAUT,HOPING,,30/10/2011,08/11/2011,8.7,$/Tonne,,
13/10/2011,Cerba,2010,80370,0,TCT,SHADAB,PORT KELANG,AUSTRALIA,PMO,PMO,14/10/2011,16/10/2011,19500,$/Day,,Cerrahgil Denizcilik
12/10/2011,Cretan Wave,2001,74107,0,TCT,CARGILL,XINSHA,XINSHA,PMO-JAPAN,PMO-JAPAN,12/10/2011,12/10/2011,15000,$/Tonne,,Teo Shipping Corp.
12/10/2011,Yasa H. Mehmet,2011,83482,0,TCT,NOBLE,USGF,USGF,SINGAPORE-JAPAN,SINGAPORE-JAPAN,25/10/2011,30/10/2011,27250,$/Day,725000,Yasa Shpg. Industry
12/10/2011,United Journey,2009,82800,0,TCT,ORIENTAL BULK,Jaigarh,WC INDIA,CHINA,CHINA,19/10/2011,24/10/2011,18750,$/Day,,Kambara Kisen
12/10/2011,Rysy,2011,79602,0,TCT,PIONEER NAVIGATION,ROTTERDAM,ST LAWERENCE,Cape Passero,Cape Passero,21/10/2011,24/10/2011,18000,$/Day,,Polish Steamship Co.
12/10/2011,Golden Eclipse,2010,79471,0,TCT,TORM,LA SPEZIA,KAMSAR,AUGHINISH,AUGHINISH,16/10/2011,21/10/2011,17500,$/Day,,Golden Ocean
12/10/2011,RBD Capri,2008,76619,0,TCT,ORIENTAL BULK,HAZIRA,WC INDIA,CHINA,CHINA,17/10/2011,22/10/2011,20500,$/Day,,Shoei Kisen K.K.
12/10/2011,Hong Yuan,2009,76574,0,TCT,NORDEN,ZHANGJIANG,INDONESIA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,12/10/2011,12/10/2011,15000,$/Day,,COSCO (Hong Kong)
12/10/2011,Michele D'Amato,2005,76440,0,TCT,CNR,ZHANGJIANG,INDONESIA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,12/10/2011,12/10/2011,16000,$/Day,,Yamamoto Kaiun K.K.
12/10/2011,Grace One,2001,75563,0,TCT,SW SHIPPING,PORT DICKSON,INDONESIA,MALAYSIA,MALAYSIA,13/10/2011,18/10/2011,17000,$/Day,,Five Stars Shpg.
12/10/2011,Catalina,2005,74432,0,TCT,EUROPEAN CHARTERER,MONTOIR,USGF,SINGAPORE-JAPAN,SINGAPORE-JAPAN,22/10/2011,27/10/2011,26000,$/Day,,Dryships Inc.
12/10/2011,Tian Yu Feng,2001,74272,0,TCT,CNR,USGF,USGF,SINGAPORE-JAPAN,SINGAPORE-JAPAN,01/11/2011,03/11/2011,27250,$/Tonne,750000,China Shpg. Intl.
12/10/2011,Tian Yang Feng,2000,74027,0,TCT,COSCO QINGDAO,FANGCHENG,WEST AUSTRALIA,CHINA,CHINA,12/10/2011,14/10/2011,15500,$/Day,,Parakou Shpg.
12/10/2011,Navios Felicity,1997,73867,0,TCT,TRANSBULK,STADE,BALTIMORE,HAMBURG,HAMBURG,17/10/2011,19/10/2011,18000,$/Day,,Navios MLP
12/10/2011,Great Ambition,1999,73725,0,TCT,CNR,XIAMEN,INDONESIA,SOUTH CHINA,SOUTH CHINA,15/10/2011,20/10/2011,15500,$/Day,,Sinotrans Shpg. Ltd.
12/10/2011,Calipso,2005,73691,0,TCT,CNR,NANTONG,NOPAC,SINGAPORE-JAPAN,SINGAPORE-JAPAN,12/10/2011,12/10/2011,15000,$/Day,,Diana Shipping Inc.
12/10/2011,Atlantic,1996,73565,0,PETCOKE,OLDENDORFF,DALIAN,USWC,SINGAPORE-JAPAN,SINGAPORE-JAPAN,12/10/2011,12/10/2011,16500,$/Day,,Transocean Maritime
12/10/2011,Elbe Max,1999,73670,0,Steels,USEABULK,Cape of Good Hope,BRAZIL,Skaw-Gibraltar,Skaw-Gibraltar,17/10/2011,22/10/2011,18500,$/Day,,Enterprises Shpg.
12/10/2011,Mighty Michalis,1995,71695,0,TCT,QINFA,ZHANGJIANG,INDONESIA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,12/10/2011,12/10/2011,14250,$/Day,,Arion Shpg Co
12/10/2011,Konstantinos A.,1995,71550,0,TCT,BUNGE,Cape of Good Hope,ECSA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,13/10/2011,15/10/2011,17000,$/Day,600000,Aegean Bulk Co. Inc.
12/10/2011,Mass Wits,1988,69356,0,TCT,CNR,BEILUN,INDONESIA,SOUTH CHINA,SOUTH CHINA,14/10/2011,19/10/2011,11500,$/Day,,COSCO (Hong Kong)
11/10/2011,Hispanic G,2010,93237,0,TCT,PACIFIC BULK,Cape Passero,USEC,CHINA,CHINA,15/10/2011,20/10/2011,26500,$/Day,,Gestioni Armatoriali
11/10/2011,Florence Lily,2009,82331,0,TCT,BHP BILLITON,KINUURA,HAY POINT,CHINA,CHINA,15/10/2011,20/10/2011,14000,$/Day,,Doun Kisen K.K.
11/10/2011,Agios Sostis,2009,76659,0,TCT,SW SHIPPING,HONG KONG,INDONESIA,SOUTH KOREA,SOUTH KOREA,11/10/2011,11/10/2011,15300,$/Day,,Dynacom Tankers Mngt
11/10/2011,Great Loyalty,1999,73659,0,TCT,CSE,SAN CYPRIAN,ST LAWERENCE,TAIWAN,TAIWAN,12/10/2011,17/10/2011,26000,$/Day,,Sinotrans Shpg. Ltd.
11/10/2011,C. Journey,1995,73095,0,TCT,SIVA,USGF,USGF,SINGAPORE-JAPAN,SINGAPORE-JAPAN,20/10/2011,30/10/2011,27000,$/Day,700000,Chang Myung Shipping
11/10/2011,TBN,,0,75000,COAL,,,PORT ALFRED,,,01/11/2011,10/11/2011,0,$/Tonne,,
11/10/2011,TBN,,0,70000,COAL,RESOURCE MARINE,,NEW ORLEANS,ARA,,01/01/2012,01/01/2012,19.55,$/Tonne,,
10/10/2011,Go Public,1993,71761,0,TCT,SINORICH,CJK,USGF,CHINA,CHINA,02/10/2011,02/10/2011,13000,$/Day,,Evalend Shpg.
10/10/2011,Joyous World,1995,69286,0,TCT,CNR,Lianyungang,INDONESIA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,09/10/2011,14/10/2011,11750,$/Day,,COSCO (Hong Kong)
10/10/2011,Chiara D'Amato,2009,92500,0,TCT,VITOL,BILBAO,HAMPTON ROADS,ROTTERDAM,ROTTERDAM,12/10/2011,14/10/2011,16500,$/Day,,Perseveranza di Nav.
10/10/2011,Lemno,1982,86722,0,TCT,CNR,MOBILE,PG,PMO,PMO,18/10/2011,20/10/2011,21000,$/Day,550000,Augustea Ship Mngt
10/10/2011,Medi Salerno,2008,81702,0,TCT,STX PAN OCEAN,KINUURA,NOPAC,SINGAPORE-JAPAN,SINGAPORE-JAPAN,07/10/2011,10/10/2011,13000,$/Day,,Clio Marine Inc.
10/10/2011,Poseidon,2002,74350,0,TCT,NORDEN,CHIWAN,CHIWAN,SINGAPORE-JAPAN,SINGAPORE-JAPAN,10/10/2011,12/10/2011,16000,$/Day,,Aegean Bulk Co. Inc.
10/10/2011,Clare,2005,74500,0,TCT,CNR,ITAGUAI,ITAGUAI,SINGAPORE-JAPAN,SINGAPORE-JAPAN,12/10/2011,14/10/2011,26000,$/Day,600000,Hadley Shpg. Co.
10/10/2011,Aldebaran One,2000,74677,0,TCT,LOUIS DREYFUS,Cape of Good Hope,ECSA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,05/11/2011,10/11/2011,15500,$/Day,550000,Tomasos Brothers
10/10/2011,Rodon,1993,73656,0,TCT,SIVA,USGF,USGF,SINGAPORE-JAPAN,SINGAPORE-JAPAN,21/10/2011,28/10/2011,26750,$/Day,700000,Excel Maritime Carr.
07/10/2011,KM Hongkong,2010,82800,0,TCT,NOBLE,ROTTERDAM,USEC,INDIA,INDIA,10/10/2011,12/10/2011,28000,$/Day,,Kuang Ming Shpg.
07/10/2011,Zeynep K,2010,81000,0,TCT,PROLINE,KUNSAN,NOPAC,PAKISTAN,PAKISTAN,07/10/2011,07/10/2011,12650,$/Day,,Kaptanoglu Shpg. Grp
07/10/2011,Fortune Clover,2006,77430,0,TCT,NORDEN,NANTONG,NOPAC,SINGAPORE-JAPAN,SINGAPORE-JAPAN,07/10/2011,07/10/2011,14500,$/Day,,Cido Shipping
07/10/2011,Fair Lady,2005,76608,0,TCT,CNR,GOA,GOA,CHINA,CHINA,10/10/2011,15/10/2011,22900,$/Day,,Eastern Med. Mar.
07/10/2011,CF Diamond,2011,75725,0,TCT,CNR,PMO,ECSA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,15/10/2011,20/10/2011,14500,$/Day,,Chang An Ship Mngt
07/10/2011,Bariloche,2007,75395,0,TCT,BUNGE,ITAGUAI,BRAZIL,SPAIN,SPAIN,16/10/2011,21/10/2011,14500,$/Day,460000,Koyo Kaiun Co. Ltd.
07/10/2011,Arethusa,2007,73593,0,TCT,NOBLE,USGF,USGF,SINGAPORE-JAPAN,SINGAPORE-JAPAN,20/10/2011,30/10/2011,27000,$/Day,700000,Diana Shipping Inc.
07/10/2011,Seapowet,1992,74928,0,TCT,NOBLE,GIBRALTAR,VENTSPILS,PORT SAID,PORT SAID,07/10/2011,07/10/2011,16000,$/Day,,B + H Equimar Sing.
07/10/2011,Happy Day,1997,71694,0,TCT,BUNGE,VITORIA,ECSA,INDONESIA,INDONESIA,10/10/2011,20/10/2011,25000,$/Day,550000,Excel Maritime Carr.
07/10/2011,First Endeavour,1994,69111,0,TCT,CNR,KARAIKAL,ECSA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,12/10/2011,17/10/2011,14000,$/Day,,Excel Maritime Carr.
07/10/2011,TBN,,0,80000,COAL,TAIPOWER,,NEWCASTLE,TAIWAN,,12/11/2011,25/11/2011,14.68,$/Tonne,,
07/10/2011,TBN,,0,80000,COAL,TAIPOWER,,ABBOT POINT,TAIWAN,,08/11/2011,21/11/2011,12.68,$/Tonne,,
07/10/2011,TBN,,0,80000,COAL,TAIPOWER,,NEWCASTLE,TAIWAN,,17/11/2011,30/11/2011,14.78,$/Tonne,,
07/10/2011,TBN,,0,70000,COAL,ARCELOR-MITTAL,,MOBILE,SWINOUJSCIE,,19/10/2011,28/10/2011,22,$/Tonne,,
07/10/2011,TBN,,0,70000,COAL,TAIPOWER,,SAMARINDA,TAIWAN,,31/10/2011,09/11/2011,7.18,$/Tonne,,
06/10/2011,Lopi Z,1998,71982,0,TCT,SAM,AMSTERDAM,USGF,SINGAPORE-JAPAN,SINGAPORE-JAPAN,13/10/2011,18/10/2011,25750,$/Day,,Dalomar Shipping
06/10/2011,Alcmene,2010,93193,0,TCT,SOJITZ,NORTH CHINA,DALRYMPLE BAY,NORTH CHINA,NORTH CHINA,10/10/2011,15/10/2011,10000,$/Day,,Diana Shipping Inc.
06/10/2011,Medi Hong Kong,2006,82790,0,TCT,ABT,GHENT,USEC,VENTSPILS,VENTSPILS,10/10/2011,15/10/2011,16800,$/Day,,Nissen Kaiun K.K.
06/10/2011,Oriental Wise,2011,81601,0,TCT,CNR,ZHANJIANG,INDONESIA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,11/10/2011,16/10/2011,13000,$/Day,,Hong Kong Qinfa Shpg
06/10/2011,Mega Hope,2010,79461,0,TCT,MINA SHIPPING DMCC,Cape Passero,Cape Passero,ATLANTIC,ATLANTIC,12/10/2011,18/10/2011,15000,$/Day,,Eastern Media Intl
06/10/2011,Te Ho,2004,77834,0,TCT,CTP,TAIWAN,INDONESIA,INDIA,INDIA,14/10/2011,16/10/2011,13800,$/Day,,Ta Ho Maritime
06/10/2011,Coral Seas,2006,74477,0,TCT,INTERMARE,PORT SAID,BLACK SEA,PORT SAID,PORT SAID,07/10/2011,12/10/2011,16500,$/Day,,Paragon Shpg.
06/10/2011,Nord Mercury,2008,77171,0,TCT,OLDENDORFF,Gydnia,Gydnia,SINGAPORE-JAPAN,SINGAPORE-JAPAN,11/10/2011,13/10/2011,25750,$/Day,,Mitsubishi Ore Tpt.
06/10/2011,Mishima,2002,76598,0,TCT,CNR,PORTO VESME,PORTO VESME,ATLANTIC,ATLANTIC,10/10/2011,12/10/2011,17500,$/Day,,Kawasaki Kisen
06/10/2011,Navios Hope,2005,75397,0,TCT,CARGILL,IJMUIDEN,IJMUIDEN,Skaw-Gibraltar,Skaw-Gibraltar,10/10/2011,12/10/2011,16750,$/Day,,Navios MLP
06/10/2011,Dream Seas,2009,75151,0,TCT,SIVA,USGF,USGF,CHINA,CHINA,18/10/2011,29/10/2011,27000,$/Day,700000,Paragon Shpg.
06/10/2011,Alpha Effort,1999,72844,0,TCT,CNR,FANGCHENG,ECSA,CHINA,CHINA,08/10/2011,10/10/2011,13250,$/Day,,Alpha Tankers & Frt.
06/10/2011,Azure,1982,64230,0,TCT,FLAME,SAMARINDA,SAMARINDA,SOUTH CHINA,SOUTH CHINA,10/10/2011,12/10/2011,7500,$/Day,160000,Good Faith Shpg. Co.
05/10/2011,Prigipos,2007,92832,0,TCT,J.ARON,GIBRALTAR,NEW ORLEANS,CONTINENT,CONTINENT,04/10/2011,04/10/2011,16000,$/Day,,Marmaras Nav. Ltd.
05/10/2011,RBD Italia,2010,87334,0,TCT,QUADRA,SINGAPORE,ECSA,INDONESIA,INDONESIA,22/09/2011,22/09/2011,13750,$/Day,,"Bottiglieri, Rizzo"
05/10/2011,Safe Voyager,2007,82514,0,TCT,GOLDEN OCEAN,TYNE,AAHEIM,CONTINENT,CONTINENT,06/10/2011,08/10/2011,17000,$/Day,,Kambara Kisen
05/10/2011,Darya Jyoti,2010,80545,0,TCT,CJ INTERNATIONAL,PARADIP,ECSA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,12/10/2011,13/10/2011,14000,$/Day,,Chellaram Shpg.
05/10/2011,Burgia,2010,80000,0,TCT,CJ INTERNATIONAL,PMO,ECSA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,04/10/2011,06/10/2011,13500,$/Day,,Danz und Tietjens
05/10/2011,Amapola,2002,76598,0,TCT,AUGUSTEA,AUGHINISH,NORFOLK,CONTINENT,CONTINENT,13/10/2011,18/10/2011,17000,$/Day,,Kawasaki Kisen
05/10/2011,Trave,2001,75253,0,TCT,OLDENDORFF,AMSTERDAM,MURMANSK,Skaw-Gibraltar,Skaw-Gibraltar,07/10/2011,10/10/2011,17000,$/Day,,"Nord, Reederei, Ltd."
05/10/2011,Amira,2001,74401,0,TCT,CARGILL,KASHIMA,NOPAC,SINGAPORE-JAPAN,SINGAPORE-JAPAN,09/10/2011,11/10/2011,14000,$/Day,,Pyramid Navigation
05/10/2011,Excalibur,1999,73796,0,TCT,CNR,KAOHSIUNG,INDONESIA,CHINA,CHINA,04/10/2011,13/10/2011,12200,$/Day,,British Marine
05/10/2011,Polyneos,1997,71400,0,TCT,CNR,Cape Passero,Cape Passero,Skaw-Cape Passero,Skaw-Cape Passero,26/09/2011,26/09/2011,15000,$/Day,,Odysea Carriers SA
05/10/2011,Spar Neptun,1994,70101,0,TCT,CARGILL,BREMEN,KAMSAR,AUGHINISH,AUGHINISH,06/10/2011,08/10/2011,16000,$/Day,,Spar Shipping A/S
05/10/2011,Dimitrios S,1990,66088,0,TCT,UNITED,Bari,KAMSAR,SAN CYPRIAN,SAN CYPRIAN,08/10/2011,15/10/2011,15000,$/Day,,Bright Navigation
05/10/2011,Chiara D'Amato,2009,92500,70000,ORE,LUCCHINI,,PONTA DE MADEIRA,PIOMBINO,,15/10/2011,24/10/2011,18.95,$/Tonne,,Perseveranza di Nav.
05/10/2011,TBN,,0,85000,COAL,TATA,,HAMPTON ROADS,IJMUIDEN,,20/10/2011,25/10/2011,14.5,$/Tonne,,
05/10/2011,TBN,,0,60000,COAL,RESOURCE MARINE,,BOLIVAR,JORF LASFAR,,01/11/2011,10/11/2011,17.5,$/Tonne,,
04/10/2011,Iron Kalypso,2006,82224,0,TCT,PROLINE,BRINDISI,BLACK SEA,PAKISTAN,PAKISTAN,10/10/2011,12/10/2011,30000,$/Day,,Excel Maritime Carr.
04/10/2011,KM Sydney,2010,80638,0,TCT,CNR,SINGAPORE,ECSA,SINGAPORE-JAPAN,SINGAPORE-JAPAN,30/09/2011,30/09/2011,14350,$/Day,,Kuang Ming Shpg.
04/10/2011,Mega Hope,2010,79461,0,TCT,CNR,PASSERO,PASSERO,ATLANTIC,ATLANTIC,05/10/2011,10/10/2011,15250,$/Day,,Eastern Media Intl
04/10/2011,Wen Zhu Hai,2008,76611,0,TCT,BUNGE,USGF,USGF,LISBON,LISBON,16/10/2011,18/10/2011,14500,$/Day,500000,COSCO Bulk Carrier
