Panamax Bulker Register,,,,,,,,,,,
"Bulkers 65,000 - 99,999 dwt",,,,,,,,,,,
,,,,,,,,,,,
Created 17 July 2014 15:18,,,,,,,,,,,
,,,,,,,,,,,
Type,Hull Type,Name,Size,Unit,Dwt,GT,Flag,Built,Mn,Yard,Current Owner
Bulk,,Atlantic Legend,"83,685.00",DWT,83685,44146,Panama,2009,3,Sanoyas,Sojitz Corp.
Bulk,,Yue Dian 101,"93,302.00",DWT,93302,51158,Peoples' Republic of China,2009,5,Jiangsu New YZJ,Yudean Group
Bulk,,Peppino Bottiglieri,"93,251.00",DWT,93251,51255,Italy,2009,6,Jiangsu New YZJ,Giuseppe Bottiglieri
Bulk,,Welview,"97,197.00",DWT,97197,52500,Panama,1989,11,Unknown China,Oriental Ocean Shpg.
Bulk,,Corona Nature,"86,356.00",DWT,86356,46783,Panama,2009,6,Oshima S.B. Co.,K-Line
Bulk,,Tiare,"83,688.00",DWT,83688,44213,Liberia,2009,6,Sanoyas,Seaarland Shpg.Mgmnt
Bulk,,Prabhu Shakti,"83,690.00",DWT,83690,44213,Singapore,2009,5,Sanoyas,Tolani Group of Shpg
Bulk,,AOM Milena,"76,606.00",DWT,76606,39737,Panama,2009,6,Shin Kasado Dock,Keymax Group
Bulk,,Lady Z,"75,204.00",DWT,75204,40170,Panama,2009,4,Hudong Zhonghua,Irika Shipping
Bulk,D/Hull,RTM Twarra,"89,861.00",DWT,89861,53988,United Kingdom,2009,4,Namura Shipbuilding,Rio Tinto Group
Bulk,,Rapallo,"75,123.00",DWT,75123,40170,Malta,2009,6,Hudong Zhonghua,Dryships Inc.
Bulk,,Jin Rui,"76,583.00",DWT,76583,39737,Panama,2009,5,Imabari S.B.,Jinhui Shpg. & Trans
Bulk,,Lucky Sunday,"80,372.00",DWT,80372,43717,Panama,2009,5,Jiangsu Eastern,Silver Lake Shpg.
Bulk,,Jin Zhu Hai,"76,450.00",DWT,76450,40896,Peoples' Republic of China,2009,5,Jiangnan SY Group,COSCO Group
Open Hatch,,Corella Arrow,"72,863.00",DWT,72863,44684,Bahamas,2009,5,Oshima S.B. Co.,Gearbulk Ltd.
Bulk,,Triton Gannet,"78,821.00",DWT,78821,41662,Panama,2009,2,Sanoyas,Sumitomo Corp
Bulk,,Ince Anadolu,"76,619.00",DWT,76619,39737,Turkey,2009,5,Shin Kasado Dock,Ince Denizcilik
Bulk,,Sea Breeze,"91,913.00",DWT,91913,51130,Isle of Man,2009,5,Sungdong S.B.,CA.FI.MA
Bulk,,Mangarella,"82,654.00",DWT,82654,43152,Panama,2009,5,Tsuneishi Zosen,Misuga Kaiun Co. Ltd
Bulk,,Qinfa 10,"69,989.00",DWT,69989,39175,Panama,1992,4,Hashihama Zosen,Hong Kong Qinfa Shpg
Bulk,,Fortune Iris,"82,372.00",DWT,82372,42665,Hong Kong,2009,4,Oshima S.B. Co.,Cido Shipping
Bulk,,Tina IV,"75,187.00",DWT,75187,40170,Panama,2009,4,Hudong Zhonghua,Irika Shipping
Bulk,,Nikiland,"93,251.00",DWT,93251,51255,Marshall Islands,2009,3,Jiangsu New YZJ,Navitas Cia. Mar.
Bulk,,Golden Strength,"75,744.00",DWT,75744,41655,Hong Kong,2009,4,Jiangsu Rongsheng,Fredriksen Group
Bulk,,NCS Beijing,"81,508.00",DWT,81508,42702,Panama,2009,4,Universal S.B.,Doun Kisen K.K.
Bulk,,Crystal Wind,"76,523.00",DWT,76523,39737,Vanuatu,2009,4,Shin Kasado Dock,Sato Steamship
Bulk,D/Hull,Mara,"64,850.00",DWT,64850,39836,Indonesia,1989,6,3. Maj Brod.,Rocktree Logistics
Bulk,,Chiara D'Amato,"93,271.00",DWT,93271,51255,Italy,2009,3,Jiangsu New YZJ,Perseveranza di Nav.
Bulk,,Epson Trader I,"82,331.00",DWT,82331,42647,Philippines,2009,3,Oshima S.B. Co.,Hisamoto Kisen K.K.
Bulk,,United Journey,"82,580.00",DWT,82580,43152,Singapore,2009,2,Tsuneishi Zosen,Tsuneishi Holdings
Bulk,,Wen Zhu Hai,"76,611.00",DWT,76611,40896,Peoples' Republic of China,2008,9,Jiangnan SY Group,COSCO Group
Bulk,,Wu Zhu Hai,"76,381.00",DWT,76381,40896,Peoples' Republic of China,2008,12,Jiangnan SY Group,COSCO Group
Bulk,,Hong Ocean,"95,808.00",DWT,95808,54057,Marshall Islands,1990,3,COSCO Zhoushan,Hongyuan Marine
Bulk,,Martine,"86,800.00",DWT,86800,46982,Cyprus,2009,2,I.H.I.,Safe Bulkers Inc.
Bulk,,Striggla,"75,196.00",DWT,75196,40170,Malta,2009,2,Hudong Zhonghua,Cardiff Marine Inc.
Bulk,,Berlin,"76,600.00",DWT,76600,39737,Liberia,2009,1,Shin Kasado Dock,Orion Bulkers
Bulk,,Elena,"82,331.00",DWT,82331,42647,Bahamas,2009,1,Oshima S.B. Co.,Gestion Maritime
Bulk,,Glory Navigator,"82,331.00",DWT,82331,42647,Panama,2008,10,Oshima S.B. Co.,Glory Ships
Bulk,,He Bang,"97,019.00",DWT,97019,53759,Peoples' Republic of China,1992,6,Sumitomo H.I.,Putuo Yongshun
Bulk,,Ultra Tiger,"83,611.00",DWT,83611,44251,Panama,2009,1,Sanoyas,Keymax Group
Bulk,,Tohoku Maru,"88,159.00",DWT,88159,48062,Panama,2009,2,Imabari S.B.,K-Line
Bulk,,Milagro,"75,205.00",DWT,75205,40170,Malta,2009,1,Hudong Zhonghua,Cardiff Marine Inc.
Bulk,,Lake Dahlia,"78,802.00",DWT,78802,41662,Panama,2009,1,Sanoyas,Sumitomo Corp
Bulk,,Okinawa,"81,397.00",DWT,81397,42747,Liberia,2009,1,Universal S.B.,Dynacom Tankers Mngt
Bulk,,Palma Bulker,"75,843.00",DWT,75843,40033,Panama,2009,1,Tsuneishi Zosen,Nippon Yusen Kaisha
Bulk,,Ocean Breeze,"91,800.00",DWT,91800,51130,Isle of Man,2009,1,Sungdong S.B.,CA.FI.MA
Bulk,,Ellina,"82,612.00",DWT,82612,43158,Malta,2008,10,Tsuneishi Zhoushan,Thenamaris
Bulk,,Atlas Island,"76,554.00",DWT,76554,39737,Panama,2008,12,Imabari S.B.,Iino Kaiun Kaisha
Bulk,,Ogna,"75,750.00",DWT,75750,42785,Norwegian Int'l Register,2008,9,Jiangsu Rongsheng,Mowinckels Rederi
Bulk,,Golden Ice,"75,750.00",DWT,75750,42785,Hong Kong,2008,12,Jiangsu Rongsheng,Fredriksen Group
Bulk,,Dimitris Apesakis,"82,800.00",DWT,82800,42887,Cyprus,2008,12,Tsuneishi Zhoushan,Mykonos Shpg. Co.
Bulk,,Yutai Ambitions,"77,283.00",DWT,77283,39999,Hong Kong,2008,11,Oshima S.B. Co.,Taiship Development
Bulk,,Miho Pracat,"79,964.00",DWT,79964,43717,Croatia,2008,12,Jiangsu Eastern,Atlantska Plovidba
Bulk,,Stellae Mare,"83,617.00",DWT,83617,44251,Panama,2008,12,Sanoyas,Keymax Group
Bulk,,Okeanos Bliss,"76,636.00",DWT,76636,39737,Panama,2008,11,Imabari S.B.,K-Line
Bulk,,Zagreb,"80,300.00",DWT,80300,43717,Croatia,2008,10,Jiangsu Eastern,Atlantska Plovidba
Bulk,,Medi Salerno,"81,702.00",DWT,81702,43408,Hong Kong,2008,11,Mitsui SB,Mitsui Warehouse Co.
Bulk,,Aries,"76,431.00",DWT,76431,41226,Iran,2008,11,Jiangnan S.Y.,Soroush Sarzamin
Bulk,,Rio Balsas,"97,161.00",DWT,97161,54268,Mexico,1992,9,Lixin Shipyard,Cyprus Maritime Co.
Bulk,,KM Mt. Jade,"81,200.00",DWT,81200,42747,Liberia,2008,11,Universal S.B.,Yang Ming
Bulk,,Mary Gorgias,"75,204.00",DWT,75204,40170,Malta,2008,8,Hudong Zhonghua,Iolcos Hellenic
Bulk,,Star of Sawara,"76,553.00",DWT,76553,39737,Panama,2008,10,Imabari S.B.,Chiba Shipping Co.
Bulk,,Suikai,"93,579.00",DWT,93579,50933,Panama,2008,9,Namura Shipbuilding,Toyo Sangyo Co.
Bulk,,Lowlands Queen,"76,565.00",DWT,76565,39737,Panama,2008,10,Imabari S.B.,Kawana Kaiun
Bulk,,Eleni,"86,949.00",DWT,86949,46982,Cyprus,2008,11,I.H.I.,Safe Bulkers Inc.
Bulk,,Rosco Poplar,"82,331.00",DWT,82331,42647,Hong Kong,2008,10,Oshima S.B. Co.,Rewood Ocean Shpg.
Bulk,,Fortune Sunny,"82,338.00",DWT,82338,42665,Hong Kong,2008,10,Oshima S.B. Co.,Cido Shipping
Bulk,,De Xin Hai,"76,431.00",DWT,76431,40892,Peoples' Republic of China,2008,9,Jiangnan S.Y.,COSCO Group
Bulk,,Daryabar,"76,431.00",DWT,76431,41226,Iran,2008,8,Jiangnan S.Y.,Soroush Sarzamin
Bulk,,Paganini,"75,118.00",DWT,75118,40170,Italy,2008,5,Hudong Zhonghua,Torvald Klaveness
Bulk,,Goya,"75,750.00",DWT,75750,42785,Norwegian Int'l Register,2008,8,Jiangsu Rongsheng,Mowinckels Rederi
Bulk,D/Hull,RTM Weipa,"90,338.00",DWT,90338,53988,United Kingdom,2008,8,Namura Shipbuilding,Rio Tinto Group
Bulk,,Theodor Oldendorff,"77,171.00",DWT,77171,40097,Malta,2008,7,Oshima S.B. Co.,Oldendorff Carriers
Bulk,,Marielena,"81,354.00",DWT,81354,42747,Liberia,2008,8,Universal S.B.,Dynacom Tankers Mngt
Bulk,D/Bottom,H.A. Sklenar,"73,609.00",DWT,73609,45785,Bahamas,1981,11,Hyundai H.I.,WW Holding
Bulk,,Tian Sheng 16,"90,932.00",DWT,90932,52664,Peoples' Republic of China,1991,1,Unknown China,Ningbo Tiangsheng S.
Bulk,,Shoyo,"77,008.00",DWT,77008,40690,Panama,2008,8,Namura Shipbuilding,Universal Marine
Bulk,,Hong Jing,"82,354.00",DWT,82354,42638,Panama,2008,8,Oshima S.B. Co.,COSCO Group
Bulk,,Golden Opportunity,"75,750.00",DWT,75750,42785,Hong Kong,2008,8,Jiangsu Rongsheng,Fredriksen Group
Bulk,,Ocean Rose,"76,619.00",DWT,76619,39737,Panama,2008,8,Imabari S.B.,Shoei Kisen K.K.
Bulk,,Qinfa 8,"70,887.00",DWT,70887,39342,Peoples' Republic of China,1991,5,Shanghai Chengxi,Hong Kong Qinfa Shpg
Bulk,,Ecosand G. O.,"75,239.00",DWT,75239,40198,Marshall Islands,2008,7,Hudong Zhonghua,Gleamray Maritime
Bulk,,Cinzia d'Amato,"75,213.00",DWT,75213,40170,Italy,2008,6,Hudong Zhonghua,Perseveranza di Nav.
Bulk,,Bulk Monaco,"76,596.00",DWT,76596,39737,Panama,2008,5,Imabari S.B.,Eiko Kisen
Bulk,,De Ming Hai,"76,431.00",DWT,76431,40892,Peoples' Republic of China,2008,6,Jiangnan S.Y.,COSCO Group
Bulk,,Yiannis B,"82,800.00",DWT,82800,42887,Liberia,2008,7,Tsuneishi Zhoushan,Tsakos Group
Bulk,,Ultra Panther,"83,610.00",DWT,83610,44251,Panama,2008,7,Sanoyas,Pioneer Marine
Bulk,,Nanaumi,"93,549.00",DWT,93549,50933,Liberia,2008,6,Namura Shipbuilding,Mitsui O.S.K. Lines
Bulk,,Pedhoulas Commander,"83,685.00",DWT,83685,44146,Cyprus,2008,5,Sanoyas,Nippon Yusen Kaisha
Bulk,,Ostria S,"76,000.00",DWT,76000,41115,Greece,2008,6,Jiangnan S.Y.,Order Shipping
Bulk,,Coral Ruby,"76,596.00",DWT,76596,39737,Panama,2008,5,Imabari S.B.,Mizuho Sangyo Co.
Bulk,,Nord Fortune,"76,596.00",DWT,76596,39737,Panama,2008,5,Imabari S.B.,Keishin Kaiun K.K.
Bulk,,Yarrawonga,"82,800.00",DWT,82800,42887,Panama,2008,5,Tsuneishi Zosen,Misuga Kaiun Co. Ltd
Bulk,,Anny Petrakis,"75,204.00",DWT,75204,40170,Malta,2008,5,Hudong Zhonghua,Iolcos Hellenic
Bulk,,Manousos P,"82,549.00",DWT,82549,43158,Liberia,2008,5,Tsuneishi Zhoushan,Tsakos Group
Bulk,,Francesco Corrado,"77,061.00",DWT,77061,40154,Bahamas,2008,5,Oshima S.B. Co.,Gestion Maritime
Bulk,D/Hull,RTM Piiramu,"89,861.00",DWT,89861,53988,United Kingdom,2008,4,Namura Shipbuilding,Rio Tinto Group
Bulk,,JP Caretta,"88,083.00",DWT,88083,48022,Panama,2008,4,Imabari S.B.,Asahi Shpg. Co.
Bulk,,Nord Navigator,"82,672.00",DWT,82672,43158,Panama,2008,3,Tsuneishi Zosen,Mitsui O.S.K. Lines
Bulk,,Honourable Henry Jackman,"75,598.00",DWT,75598,46191,Bahamas,1981,10,Mitsui SB,Algoma Central Corp.
Bulk,,Nord Destiny,"83,684.00",DWT,83684,44146,Singapore,2008,4,Sanoyas,Nissen Kaiun K.K.
Bulk,,G.B. Corrado,"77,061.00",DWT,77061,40154,Bahamas,2008,3,Oshima S.B. Co.,Gestion Maritime
Bulk,,United Challenger,"82,641.00",DWT,82641,43152,Singapore,2008,3,Tsuneishi Zosen,United Ocean
Bulk,,RBD Capri,"76,619.00",DWT,76619,39737,Panama,2008,3,Imabari S.B.,Shoei Kisen K.K.
Bulk,,Far Eastern Mercury,"82,509.00",DWT,82509,43158,Hong Kong,2008,3,Tsuneishi Zosen,Sinochem Group
Bulk,,Bulk Brasil,"82,449.00",DWT,82449,42887,Panama,2008,2,Tsuneishi Zosen,Mitsui & Co
Bulk,,Navios Aldebaran,"76,529.00",DWT,76529,39737,Panama,2008,3,Imabari S.B.,Ehime Kaiun
Bulk,,Priscilla Venture,"77,283.00",DWT,77283,39999,Hong Kong,2008,3,Oshima S.B. Co.,Wah Kwong Shpg.
Bulk,,Unicorn Ocean,"78,888.00",DWT,78888,41662,Panama,2008,3,Sanoyas,Toyo Kaiun K.K.
Bulk,,Golden Saguenay,"75,500.00",DWT,75500,41655,Hong Kong,2008,3,Jiangsu Rongsheng,Fredriksen Group
Bulk,,Ecoan G. O.,"75,131.00",DWT,75131,40198,Marshall Islands,2008,3,Hudong Zhonghua,Gleamray Maritime
Bulk,,Petani,"75,226.00",DWT,75226,40170,Malta,2008,2,Hudong Zhonghua,Cardiff Marine Inc.
Bulk,,Fortune Rainbow,"82,372.00",DWT,82372,42665,Hong Kong,2008,2,Oshima S.B. Co.,Cido Shipping
Bulk,,Fengtun Fei,"91,486.00",DWT,91486,50464,Panama,2008,1,Oshima S.B. Co.,Nippon Yusen Kaisha
Bulk,,Golden Spring,"83,730.00",DWT,83730,44146,Panama,2008,1,Sanoyas,Ta-Tong Marine Co.
Bulk,,Taurus Ocean,"78,819.00",DWT,78819,43668,Singapore,2008,2,Sanoyas,Mitsubishi Corp.
Bulk,,Torm Orient,"76,636.00",DWT,76636,39737,Panama,2008,2,Imabari S.B.,Orient Line Co. Ltd.
Bulk,,Mitose,"77,376.00",DWT,77376,40028,Panama,2008,2,Oshima S.B. Co.,K-Line
Bulk,,Maritime Harmony,"76,302.00",DWT,76302,39890,Panama,2008,1,Imabari S.B.,Shoei Kisen K.K.
Bulk,,Ecomar G. O.,"75,093.00",DWT,75093,40198,Marshall Islands,2008,1,Hudong Zhonghua,Gleamray Maritime
Bulk,,Houyo,"93,492.00",DWT,93492,50933,Panama,2007,12,Namura Shipbuilding,Mitsui O.S.K. Lines
Bulk,,Medi Sentosa,"83,690.00",DWT,83690,44147,Panama,2008,1,Sanoyas,Mitsui & Co
Bulk,,Santa Rosalia,"75,886.00",DWT,75886,42887,Panama,2008,1,Tsuneishi Zosen,Mitsubishi Corp.
Bulk,,Ecostar G. O.,"75,149.00",DWT,75149,40198,Marshall Islands,2007,11,Hudong Zhonghua,Gleamray Maritime
Bulk,,Sidari,"75,204.00",DWT,75204,40170,Malta,2007,12,Hudong Zhonghua,Cardiff Marine Inc.
Bulk,,Shi Dai 2,"76,510.00",DWT,76510,40892,Peoples' Republic of China,2007,12,Jiangnan S.Y.,Shanghai Time Shpg.
Bulk,,Far Eastern Jupiter,"82,655.00",DWT,82655,43158,Hong Kong,2007,12,Tsuneishi Zosen,Tianjin Cosbulk
Bulk,,Lady Giovi,"81,791.00",DWT,81791,43408,Panama,2007,12,Mitsui SB,Santoku Senpaku
Bulk,,F. D. Jacques Graubart,"76,588.00",DWT,76588,39750,Panama,2007,10,Imabari S.B.,Fratelli D'Amato
Bulk,,Captain P. Egglezos,"76,499.00",DWT,76499,41115,Malta,2007,12,Jiangnan S.Y.,Chian Spirit M'time
Bulk,,Aris T,"92,524.00",DWT,92524,49973,Greece,2007,11,Sungdong S.B.,Marmaras Nav. Ltd.
Bulk,,Aomi,"77,215.00",DWT,77215,43605,Singapore,2007,11,Sasebo H.I.,Kumiai Senpaku K.K.
Bulk,,Shi Dai 1,"76,611.00",DWT,76611,40892,Peoples' Republic of China,2007,9,Jiangnan S.Y.,Shanghai Time Shpg.
Bulk,,Azur,"82,282.00",DWT,82282,42712,Marshall Islands,2007,11,Oshima S.B. Co.,Transocean Maritime
Bulk,,London 2012,"82,562.00",DWT,82562,42887,Liberia,2007,11,Tsuneishi Zosen,Tsakos Group
Bulk,,Golden Kiji,"76,596.00",DWT,76596,39737,Panama,2007,11,Imabari S.B.,Nissen Kaiun K.K.
Bulk,D/Hull,F. D. Gennaro Aurilia,"74,500.00",DWT,74500,40500,Italy,2007,11,Hudong Zhonghua,SO GE VI SRL
Bulk,,Bellemar,"81,448.00",DWT,81448,42702,Cyprus,2007,11,Universal S.B.,Mykonos Shpg. Co.
Bulk,,Nord Phoenix,"82,471.00",DWT,82471,42887,Panama,2007,11,Tsuneishi Zosen,Nissen Kaiun K.K.
Bulk,,Beijing 2008,"82,561.00",DWT,82561,42887,Liberia,2007,10,Tsuneishi Zosen,Tsakos Group
Bulk,,Imperial,"75,527.00",DWT,75527,40914,Croatia,2007,10,STX Shipbuild.,Atlantska Plovidba
Bulk,,Lady Maria Luisa,"76,500.00",DWT,76500,39750,Panama,2007,10,Imabari S.B.,Nissen Kaiun K.K.
Bulk,D/Hull,Beteigeuze,"77,089.00",DWT,77089,40500,Liberia,2007,9,Oshima S.B. Co.,Orion Bulkers
Bulk,,Prigipos,"92,475.00",DWT,92475,49973,Greece,2007,9,Sungdong S.B.,Marmaras Nav. Ltd.
Bulk,,Medi Antwerp,"76,596.00",DWT,76596,39750,Panama,2007,9,Imabari S.B.,Nippon Yusen Kaisha
Bulk,,Safe Voyager,"82,514.00",DWT,82514,42887,Panama,2007,8,Tsuneishi Zosen,Tsuneishi Holdings
Bulk,,Libertas,"74,930.00",DWT,74930,40914,Croatia,2007,9,STX Shipbuild.,Atlantska Plovidba
Bulk,D/Hull,RTM Wakmatha,"89,605.00",DWT,89605,53988,United Kingdom,2007,8,Namura Shipbuilding,Rio Tinto Group
Bulk,,Genco Thunder,"76,588.00",DWT,76588,39233,Marshall Islands,2007,8,Jiangnan S.Y.,Genco Shpg & Trading
Bulk,,Loxandra,"92,576.00",DWT,92576,49973,Liberia,2007,8,Sungdong S.B.,Marmaras Nav. Ltd.
Bulk,,Golden Sakura,"76,596.00",DWT,76596,39750,Panama,2007,8,Imabari S.B.,Nissen Kaiun K.K.
Bulk,,Barock,"82,668.00",DWT,82668,42887,Panama,2007,7,Tsuneishi Zosen,Tsuneishi Holdings
Bulk,,Bakkedal,"72,562.00",DWT,72562,38900,Marshall Islands,2007,7,Oshima S.B. Co.,Torvald Klaveness
Bulk,,Alpha Loyalty,"75,884.00",DWT,75884,40033,Malta,2007,8,Tsuneishi Zosen,Alpha Tankers & Frt.
Bulk,,Garima Prem,"74,500.00",DWT,74500,40500,Panama,2007,7,Hudong Zhonghua,Mercator
Bulk,,Navios Esperanza,"75,356.00",DWT,75356,39643,Panama,2007,8,Universal S.B.,Doun Kisen K.K.
Bulk,,Athina,"76,635.00",DWT,76635,40014,Greece,2007,7,Sasebo H.I.,Chronos Shpg. Co.
Bulk,,Navios Prosperity,"82,535.00",DWT,82535,42887,Panama,2007,6,Tsuneishi Zosen,Mitsui & Co
Bulk,,Kurenai,"86,041.00",DWT,86041,46427,Cayman Islands,2007,7,Oshima S.B. Co.,Mitsui O.S.K. Lines
Bulk,,Eptalofos,"92,567.00",DWT,92567,49973,Greece,2007,7,Sungdong S.B.,Marmaras Nav. Ltd.
Bulk,,Asian Pioneer,"88,151.00",DWT,88151,48022,Panama,2007,6,Imabari S.B.,Kumiai Senpaku K.K.
Bulk,,Dolce,"76,525.00",DWT,76525,39735,Panama,2007,7,Imabari S.B.,Fukunaga Kaiun
Bulk,,Coral Topaz,"76,598.00",DWT,76598,40042,Panama,2007,6,Sasebo H.I.,Cido Shipping
Bulk,,Panamax Sterling,"78,932.00",DWT,78932,41662,Cyprus,2007,6,Sanoyas,Cyprus Maritime Co.
Bulk,,Nord Pegasus,"75,356.00",DWT,75356,39700,Panama,2007,6,Universal S.B.,Osaka Asahi Kaiun
Bulk,,Sophia,"86,949.00",DWT,86949,46982,Cyprus,2007,6,I.H.I.,Safe Bulkers Inc.
Bulk,,Corona Majesty,"88,159.00",DWT,88159,47900,Panama,2007,5,Imabari S.B.,Pacific Carriers
Bulk,,Epson Trader,"82,656.00",DWT,82656,43158,Philippines,2007,6,Tsuneishi Zosen,Seafarers Shpg Inc.
Bulk,,Gauri Prem,"74,405.00",DWT,74405,40488,Singapore,2007,6,Hudong Zhonghua,Mercator
Bulk,,Domina,"73,593.00",DWT,73593,40224,Hong Kong,2007,5,Jiangnan S.Y.,Sincere Navigation
Bulk,,Delphinus,"76,948.00",DWT,76948,40700,Singapore,2007,5,Namura Shipbuilding,Kumiai Senpaku K.K.
Bulk,,Faneromeni,"92,485.00",DWT,92485,49973,Greece,2007,5,Sungdong S.B.,Marmaras Nav. Ltd.
Bulk,,Q Shea,"76,937.00",DWT,76937,40717,Marshall Islands,2007,4,Namura Shipbuilding,Quintana Shipping
Bulk,,ABY Diva,"76,596.00",DWT,76596,39737,Panama,2007,3,Imabari S.B.,Augustea Imprese
Bulk,,Double Progress,"88,266.00",DWT,88266,48021,Panama,2007,3,Imabari S.B.,Shoei Kisen K.K.
Bulk,,Nikomarin,"82,623.00",DWT,82623,42887,Cyprus,2007,4,Tsuneishi Zosen,Mykonos Shpg. Co.
Bulk,,Genco Raptor,"76,499.00",DWT,76499,41115,Marshall Islands,2007,4,Jiangnan S.Y.,Genco Shpg & Trading
Bulk,,Coral Garnet,"75,674.00",DWT,75674,38900,Panama,2007,4,Sanoyas,Chiba Shipping Co.
Bulk,D/Bottom,Baldock,"75,569.00",DWT,75569,46068,Marshall Islands,1981,7,Mitsui SB,Torvald Klaveness
Bulk,,Bariloche,"75,395.00",DWT,75395,39700,Panama,2007,4,Universal S.B.,Koyo Kaiun Co. Ltd.
Bulk,,Iron Manolis,"82,800.00",DWT,82800,42887,Marshall Islands,2007,4,Tsuneishi Zosen,Excel Maritime Carr.
Bulk,D/Hull,Christina B,"77,053.00",DWT,77053,40424,Liberia,2007,4,Oshima S.B. Co.,"Blumenthal, Johann"
Bulk,,Iron Brooke,"82,300.00",DWT,82300,42887,Marshall Islands,2007,4,Tsuneishi Zosen,Excel Maritime Carr.
Bulk,,Shin Sanyo Maru,"91,439.00",DWT,91439,50464,Panama,2007,2,Oshima S.B. Co.,Nippon Yusen Kaisha
Bulk,,Pedhoulas Leader,"82,050.00",DWT,82050,43151,Cyprus,2007,3,Tsuneishi Zosen,Safe Bulkers Inc.
Bulk,,Coral Emerald,"75,500.00",DWT,75500,38893,Panama,2007,3,Sanoyas,Mitsui Warehouse Co.
Bulk,,Sea Diamond,"77,096.00",DWT,77096,40690,Marshall Islands,2007,3,Namura Shipbuilding,Hanaro Shipping
Bulk,,Dyna Camellia,"91,350.00",DWT,91350,52957,Hong Kong,2007,3,Imabari S.B.,New Spirit Line
Bulk,,Kyzikos,"92,598.00",DWT,92598,49973,Greece,2007,4,Sungdong S.B.,Marmaras Nav. Ltd.
Bulk,,Golden Heiwa,"76,662.00",DWT,76662,39737,Panama,2007,3,Imabari S.B.,Nissen Kaiun K.K.
Bulk,,Vitahorizon,"74,408.00",DWT,74408,40500,Malta,2007,3,Hudong Zhonghua,Vita Management S.A.
Bulk,,Arethusa,"73,593.00",DWT,73593,40224,Greece,2007,1,Jiangnan S.Y.,Diana Shipping Inc.
Bulk,,Iron Lindrew,"82,191.00",DWT,82191,42887,Marshall Islands,2007,2,Tsuneishi Zosen,Excel Maritime Carr.
Bulk,,JP Coral,"81,887.00",DWT,81887,44563,Panama,2007,2,Oshima S.B. Co.,Iino Kaiun Kaisha
Bulk,,Hanabusa,"77,247.00",DWT,77247,43605,Panama,2007,1,Sasebo H.I.,Daiwa Kisen Co.Ltd
Bulk,,Corona Lions,"86,141.00",DWT,86141,46427,Panama,2007,1,Oshima S.B. Co.,Fukujin Shipping
Bulk,,Coral Diamond,"76,596.00",DWT,76596,39738,Panama,2007,1,Imabari S.B.,Kitaura Kaiun K.K.
Bulk,,Sri Prem Veena,"82,459.00",DWT,82459,42887,Panama,2007,2,Tsuneishi Zosen,Mercator
Bulk,,Billion Trader II,"82,050.00",DWT,82050,42887,Philippines,2007,2,Tsuneishi Zosen,Nisshin Shpg.Co.Ltd.
Bulk,,Belmonte,"75,395.00",DWT,75395,39643,Panama,2007,1,Universal S.B.,Nitta Kisen
Bulk,,Billion Trader I,"82,050.00",DWT,82050,43151,Philippines,2007,1,Tsuneishi Zosen,Nisshin Shpg.Co.Ltd.
Bulk,,Ocean Minerva,"75,698.00",DWT,75698,38887,Panama,2007,1,Sanoyas,Santoku Senpaku
Bulk,,Evangelia Petrakis,"74,500.00",DWT,74500,40494,Malta,2007,1,Hudong Zhonghua,Iolcos Hellenic
Bulk,,Maritime Hareshio,"75,740.00",DWT,75740,38888,Panama,2006,12,Sanoyas,Dae Ah Shipping
Bulk,,Ishizuchi,"77,247.00",DWT,77247,43605,Panama,2006,12,Sasebo H.I.,Mitsui O.S.K. Lines
Bulk,,Pascha,"82,191.00",DWT,82191,43158,Marshall Islands,2006,12,Tsuneishi Zosen,Excel Maritime Carr.
Bulk,,Coal Hunter,"82,295.00",DWT,82295,42887,Marshall Islands,2006,12,Tsuneishi Zosen,Excel Maritime Carr.
Bulk,,Pergamos,"92,832.00",DWT,92832,49973,Greece,2007,2,Sungdong S.B.,Marmaras Nav. Ltd.
Bulk,,Rising Sun,"91,521.00",DWT,91521,52999,Japan,2006,12,Imabari S.B.,Asahi Shpg. Co.
Bulk,,Maritime Lijiang,"76,302.00",DWT,76302,39891,Panama,2006,12,Imabari S.B.,Shoei Kisen K.K.
Bulk,,Sri Prem Vidya,"82,273.00",DWT,82273,43288,Panama,2006,11,Tsuneishi Zosen,Mercator
Bulk,,Iolcos Unity,"74,476.00",DWT,74476,40494,Malta,2006,12,Hudong Zhonghua,Iolcos Hellenic
Bulk,,Clymene,"73,600.00",DWT,73600,40244,United Kingdom,2006,10,Jiangnan S.Y.,Hadley Shpg. Co.
Bulk,,Navios Sagittarius,"75,756.00",DWT,75756,38849,Panama,2006,11,Sanoyas,Navios Group
Bulk,,N Amalthia,"75,318.00",DWT,75318,39643,Panama,2006,11,Universal S.B.,Unknown
Bulk,,Chris,"76,629.00",DWT,76629,39736,Marshall Islands,2006,11,Imabari S.B.,Chandris Group
Bulk,,Coal Gypsy,"82,221.00",DWT,82221,42887,Marshall Islands,2006,11,Tsuneishi Zosen,Excel Maritime Carr.
Bulk,,Pendulum,"82,619.00",DWT,82619,42887,Marshall Islands,2006,11,Tsuneishi Zosen,Star Bulk Carriers
Bulk,D/Hull,Astromar,"87,144.00",DWT,87144,47051,Greece,2006,11,I.H.I.,Third Millenium Shpg
