Panamax Bulker Register,,,,,,,,,,,
"Bulkers 65,000 - 99,999 dwt",,,,,,,,,,,
,,,,,,,,,,,
Created 17 July 2014 15:18,,,,,,,,,,,
,,,,,,,,,,,
Type,Hull Type,Name,Size,Unit,Dwt,GT,Flag,Built,Mn,Yard,Current Owner
Bulk,,Shi Dai 8,"75,458.00",DWT,75458,40913,Peoples' Republic of China,2012,9,Jiangnan SY Group,Shanghai Time Shpg.
Bulk,,Anastasia,"92,216.00",DWT,92216,51168,Panama,2012,7,STX Dalian,Niki Shpg. Co. Inc.
Bulk,,Soyo,"91,867.00",DWT,91867,50872,Panama,2012,7,Oshima S.B. Co.,Nippon Yusen Kaisha
Bulk,,United Galaxy,"82,169.00",DWT,82169,43005,Singapore,2012,7,Tsuneishi Zosen,United Ocean
Bulk,,KM Nagoya,"95,349.00",DWT,95349,50625,Singapore,2012,7,Imabari S.B.,Century Tokyo
Bulk,,Zhong Yu 88,"65,311.00",DWT,65311,37730,Peoples' Republic of China,2012,6,Hexing Shipyard,Zhongyu Ocean Shippi
Bulk,,Seacon 9,"75,200.00",DWT,75200,42263,Panama,2012,6,Ningbo Lantian,Sea Star Ships
Bulk,,Conti Jade,"93,253.00",DWT,93253,51265,Malta,2012,7,Jiangsu New YZJ,Conti Reederei
Bulk,,Cape Kasos,"81,403.00",DWT,81403,44336,Cyprus,2012,7,Sungdong S.B.,Cape Shipping
Bulk,,GNG Concord 1,"75,397.00",DWT,75397,41073,Hong Kong,2012,7,Shanghai S.Y.,GNG Ocean Shipping
Bulk,,Huayang Pioneer,"75,812.00",DWT,75812,41830,Hong Kong,2012,7,Jiangsu Rongsheng,Huayang Maritime
Bulk,,AMS Pegasus II,"81,512.00",DWT,81512,44592,Panama,2012,7,Hyundai Vinashin,Hyundai Mipo
Bulk,,Vivace,"74,933.00",DWT,74933,40354,Panama,2012,7,Sasebo H.I.,K-Line
Bulk,,Vishva Anand,"80,738.00",DWT,80738,43764,India,2012,7,STX Dalian,Shpg Corp of India
Bulk,,Ningbo Whale,"76,039.00",DWT,76039,41254,Hong Kong,2012,7,Hudong Zhonghua,Ningbo Longsheng Sh.
Bulk,,Forte De Sao Felipe,"83,486.00",DWT,83486,44367,Panama,2012,7,Sanoyas S.B. Corp,Elcano
Bulk,,Alpha Progress,"81,251.00",DWT,81251,43721,Greece,2012,7,Hyundai Samho,Alpha Tankers & Frt.
Bulk,,Wei He,"79,440.00",DWT,79440,43550,Hong Kong,2012,6,Jinhai Heavy Ind.,Wei Fong Shipping
Bulk,,Naias,"81,940.00",DWT,81940,44133,Cyprus,2012,7,Daewoo-Mangalia,Dalnave Nav.
Bulk,,Golden Ginger,"82,000.00",DWT,82000,44485,Marshall Islands,2012,6,SPP Shipbuilding,Fredriksen Group
Bulk,,Belo Horizonte,"81,652.00",DWT,81652,44951,Liberia,2012,7,Taizhou Catic SB,Rudolf A. Oetker
Bulk,,Ranger,"82,172.00",DWT,82172,43022,Isle of Man,2012,7,Tsuneishi Zhoushan,Orion Bulkers
Bulk,,Zhi He,"79,496.00",DWT,79496,43349,Peoples' Republic of China,2012,6,Jinhai Heavy Ind.,HNA Group
Bulk,,Guo Tou 303,"93,696.00",DWT,93696,52709,Hong Kong,2012,6,Shanhaiguan S.Y.,China SDIC Shpg
Bulk,,Alpha Vision,"81,254.00",DWT,81254,43721,Greece,2012,7,Hyundai Samho,Alpha Tankers & Frt.
Bulk,,Feng Huang Feng,"76,000.00",DWT,76000,40913,Peoples' Republic of China,2012,6,Jiangnan SY Group,China Shipping Group
Bulk,,Liberty Destiny,"81,642.00",DWT,81642,44252,Marshall Islands,2012,7,Daewoo,Liberty Maritime
Bulk,,Guo Tou 302,"93,755.00",DWT,93755,52709,Peoples' Republic of China,2012,6,Shanhaiguan S.Y.,China SDIC Shpg
Bulk,,Sea Express,"79,252.00",DWT,79252,43692,Marshall Islands,2012,7,COSCO Dalian,Fredriksen Group
Bulk,,Guo Yu 701,"75,052.00",DWT,75052,45381,Peoples' Republic of China,2011,12,Yangzhou Guoyu,Guoyu Logistics
Bulk,,Golden Trader II,"79,600.00",DWT,79600,43501,Philippines,2012,6,Jinhai Heavy Ind.,Nisshin Shpg.Co.Ltd.
Bulk,,Coral Opal,"78,090.00",DWT,78090,41963,Panama,2012,7,Toyohashi SB,Nippon Yusen Kaisha
Bulk,,Grand Annabelle,"79,469.00",DWT,79469,42868,Hong Kong,2012,6,Jinhai Heavy Ind.,HNA Group
Bulk,,Guo Tou 301,"93,758.00",DWT,93758,52709,Hong Kong,2012,6,Shanhaiguan S.Y.,China SDIC Shpg
Bulk,,Guo Yu 702,"74,952.00",DWT,74952,45381,Peoples' Republic of China,2012,4,Yangzhou Guoyu,Guoyu Logistics
Bulk,,Xin Dong Guan 5,"70,707.00",DWT,70707,38861,Peoples' Republic of China,2012,5,Zhejiang Zhenghe SB,Dongguan Haichang
Bulk,,Knossos Wave,"87,332.00",DWT,87332,47984,Cyprus,2012,6,Hudong Zhonghua,Teo Shipping Corp.
Bulk,,Ecofaith G.O.,"81,882.00",DWT,81882,44647,Marshall Islands,2012,7,COSCO Dalian,Gleamray Maritime
Bulk,,Azalea Sky,"80,594.00",DWT,80594,42605,Panama,2012,6,Universal S.B.,Mitsubishi Corp.
Bulk,,Guan Hai 228,"80,013.00",DWT,80013,43746,Hong Kong,2012,6,Fujian Crown Ocean,Fujian Guanhai
Bulk,,Golden Trader I,"79,427.00",DWT,79427,43501,Philippines,2012,6,Jinhai Heavy Ind.,Nisshin Shpg.Co.Ltd.
Bulk,,Beks Yilmaz,"81,547.00",DWT,81547,44422,Marshall Islands,2012,6,SPP Shipbuilding,Beks Shipmngt.
Bulk,,Golden Daisy,"81,507.00",DWT,81507,44485,Marshall Islands,2012,6,SPP Shipbuilding,Fredriksen Group
Bulk,,Jin Hang,"93,069.00",DWT,93069,51130,Hong Kong,2012,6,Jinling Shipyard,ICBC Financial
Bulk,,Key Knight,"82,099.00",DWT,82099,43013,Panama,2012,6,Tsuneishi Zosen,Nippon Yusen Kaisha
Bulk,,Shao Shan 6,"75,700.00",DWT,75700,41342,Hong Kong,2012,6,Guangzhou Huangpu,COSCO Group
Bulk,,Doric Liberty,"82,084.00",DWT,82084,44128,Liberia,2012,6,Jinling Shipyard,Chios Navigation
Bulk,,CMB Medoc,"95,746.00",DWT,95746,50633,Panama,2012,6,Imabari S.B.,Ehime Kaiun
Bulk,,Liberty Dream,"81,641.00",DWT,81641,44252,Marshall Islands,2012,5,Daewoo,Liberty Maritime
Bulk,,Theresa Guangdong,"82,000.00",DWT,82000,44666,Hong Kong,2012,5,Jiangsu Eastern,Wilmar Holdings
Bulk,,Efessos Wave,"87,332.00",DWT,87332,47984,Cyprus,2012,6,Hudong Zhonghua,Teo Shipping Corp.
Bulk,,Hector,"75,200.00",DWT,75200,41101,Liberia,2012,6,Jinglu Shipyard,Laskaridis Shpg
Bulk,,Qi Xiang 22,"75,658.00",DWT,75658,40921,Peoples' Republic of China,2012,5,Shanghai S.Y.,Ningbo Fonwa Shpg
Bulk,,Maverick Guardian,"82,740.00",DWT,82740,45335,Greece,2012,6,STX Shipbuild.,Efploia Shpg. Co.
Bulk,,Innovation,"81,309.00",DWT,81309,44332,Liberia,2012,6,Sungdong S.B.,Arcadia Shipmngt.
Bulk,,Densa Flamingo,"82,671.00",DWT,82671,45310,Malta,2012,6,STX Shipbuild.,Densa Shipping
Bulk,,Blumenau,"81,652.00",DWT,81652,43951,Liberia,2012,6,Taizhou Catic SB,Rudolf A. Oetker
Bulk,,Jin Qi,"93,079.00",DWT,93079,51130,Hong Kong,2012,6,Jinling Shipyard,ICBC Financial
Bulk,,Jin Fan,"93,069.00",DWT,93069,51130,Hong Kong,2012,6,Jinling Shipyard,ICBC Financial
Bulk,,Shao Shan 5,"75,700.00",DWT,75700,41342,Hong Kong,2012,6,Guangzhou Huangpu,COSCO Group
Bulk,,STX Clover,"81,177.00",DWT,81177,44098,Marshall Islands,2012,5,New Times S.B.,Pan Ocean
Bulk,,Theresa Jilin,"81,707.00",DWT,81707,43974,Hong Kong,2012,6,Sainty SB (Yangzhou),Wilmar Holdings
Bulk,,Cape Kennedy,"81,391.00",DWT,81391,44336,Cyprus,2012,6,Sungdong S.B.,Cape Shipping
Bulk,,Ioli,"81,730.00",DWT,81730,44133,Liberia,2012,5,Daewoo-Mangalia,Larus S.A.
Bulk,,Hebei Xingtai,"93,697.00",DWT,93697,52709,Hong Kong,2012,5,Shanhaiguan S.Y.,HOSCO
Bulk,,Jin Jia,"93,077.00",DWT,93077,51130,Hong Kong,2012,5,Jinling Shipyard,ICBC Financial
Bulk,,BK Alice,"81,970.00",DWT,81970,44737,Panama,2012,5,Jiangsu Eastern,Sammok Shipping Co.
Bulk,,Darya Lok,"81,874.00",DWT,81874,44325,Hong Kong,2012,6,Daewoo,KC Maritime Ltd.
Bulk,,Genesis,"81,305.00",DWT,81305,44336,Liberia,2012,5,Sungdong S.B.,Marlow Nav. Co. Ltd.
Bulk,,Dragon,"81,272.00",DWT,81272,44106,Bahamas,2012,5,Sungdong S.B.,Gestion Maritime
Bulk,,Prabhu Sumat,"81,137.00",DWT,81137,44232,India,2012,5,Hyundai H.I.,Tolani Group of Shpg
Bulk,,Theresa Shandong,"82,000.00",DWT,82000,44686,Hong Kong,2012,5,Jiangsu Eastern,Wilmar Holdings
Bulk,,Jo Jin Maru,"98,697.00",DWT,98697,51905,Panama,2012,6,Tsuneishi Zhoushan,Tsuneishi Holdings
Bulk,,Port Star,"82,177.00",DWT,82177,43022,Panama,2012,5,Tsuneishi Zhoushan,Kobe Shpg.Co. Ltd.
Bulk,,Donghae Star,"82,861.00",DWT,82861,45026,Panama,2012,5,STX Shipbuild.,Dusung Shipping Co.
Bulk,,Zhi Xiang,"79,463.00",DWT,79463,43349,Peoples' Republic of China,2012,5,Jinhai Heavy Ind.,HNA Group
Bulk,,Pedhoulas Builder,"81,541.00",DWT,81541,44289,Cyprus,2012,5,Zhejiang Ouhua,Safe Bulkers Inc.
Bulk,,Katagalan Wisdom III,"98,000.00",DWT,98000,51905,Panama,2012,5,Tsuneishi Zhoushan,Wisdom Marine Group
Bulk,,Rin Yo,"91,597.00",DWT,91597,50888,Panama,2012,5,Oshima S.B. Co.,Usui Kaiun Co. Ltd.
Bulk,,Cecilia B,"82,154.00",DWT,82154,43013,Panama,2012,5,Tsuneishi Zosen,Kyowa Kisen K.K.
Bulk,,Grand Ocean,"81,622.00",DWT,81622,45271,Hong Kong,2012,5,Guangzhou Longxue,MSI Ship Mngt.
Bulk,,Hua Qiang,"81,608.00",DWT,81608,45039,Peoples' Republic of China,2012,5,Fujian Baima,Fujian Yuanyuan
Bulk,,SITC Huashan,"76,249.00",DWT,76249,41684,Hong Kong,2012,5,Zhejiang Yangfan,SITC
Bulk,,Great Dragon 9,"79,421.00",DWT,79421,43717,Hong Kong,2012,5,Jiangsu Eastern,Weilun Shipping
Bulk,,Iolcos Ambition,"87,376.00",DWT,87376,47984,Malta,2012,5,Hudong Zhonghua,Iolcos Hellenic
Bulk,,Junior,"92,995.00",DWT,92995,51208,Liberia,2012,5,AVIC Weihai SY,Transmed Shipping
Bulk,,Ya Tai 3,"76,037.00",DWT,76037,41303,Peoples' Republic of China,2012,5,Hudong Zhonghua,Chaozhou Yatai Shpg.
Bulk,,Chrysanthi S,"80,268.00",DWT,80268,43950,Liberia,2012,5,SPP Shipbuilding,Bright Navigation
Bulk,,Coral Jasper,"78,087.00",DWT,78087,41963,Panama,2012,5,Toyohashi SB,Nippon Yusen Kaisha
Bulk,,Miraero Ace,"81,420.00",DWT,81420,44096,Panama,2012,5,Sungdong S.B.,Global Marine Finan.
Bulk,,Ocean Sapphire,"93,029.00",DWT,93029,51209,Hong Kong,2012,5,COSCO Dalian,Noble Group Ltd.
Bulk,,Navios Avior,"81,355.00",DWT,81355,44282,Panama,2012,5,Sungdong S.B.,Navios Group
Bulk,,Yangtze Xing Hua,"81,678.00",DWT,81678,45271,Hong Kong,2012,5,Guangzhou Longxue,Fortune Ocean Shpg.
Bulk,,Ordu,"81,631.00",DWT,81631,44635,Malta,2012,5,Hyundai Mipo,Ciner Denizcilik
Bulk,,Sargam,"95,671.00",DWT,95671,50624,Japan,2012,5,Imabari S.B.,K-Line
Bulk,,Zhao Yang Feng,"75,396.00",DWT,75396,40913,Peoples' Republic of China,2012,4,Jiangnan SY Group,China Shipping Group
Bulk,,Energy Triton,"82,122.00",DWT,82122,43093,Panama,2012,5,Tsuneishi Zosen,Miyazaki Sangyo
Bulk,,Kydonia,"92,828.00",DWT,92828,51195,Greece,2012,4,COSCO Zhoushan,Marmaras Nav. Ltd.
Bulk,,Q Keen,"81,586.00",DWT,81586,44625,Marshall Islands,2012,4,Hyundai Mipo,Quintana Shipping
Bulk,,Pegasus,"81,852.00",DWT,81852,44133,Cyprus,2012,5,Daewoo-Mangalia,Dalnave Nav.
Bulk,,Panamax Universe,"79,393.00",DWT,79393,43501,Panama,2012,4,Jinhai Heavy Ind.,Eddie Steamship Co.
Bulk,,Spring Warbler,"78,400.00",DWT,78400,41799,Panama,2012,3,Sanoyas S.B. Corp,Daiichi Chuo
Bulk,,Caravos Glory,"81,672.00",DWT,81672,44599,Marshall Islands,2012,4,SPP Shipbuilding,Iason Hellenic
Bulk,,Cihan,"81,398.00",DWT,81398,44343,Marshall Islands,2012,4,Sungdong S.B.,Manta Denizcilik
Bulk,,Figalia Navigator,"81,480.00",DWT,81480,44668,Greece,2012,4,Hyundai Mipo,Plutofylax Shipping
Bulk,,Alexandria,"82,852.00",DWT,82852,45026,Marshall Islands,2012,4,STX Shipbuild.,Halcoussis Z. & G.
Bulk,,Andante,"81,615.00",DWT,81615,44544,Bahamas,2012,4,SPP Shipbuilding,Anglo-Swiss
Bulk,,TW Beijing,"93,243.00",DWT,93243,51265,Liberia,2012,4,Jiangsu New YZJ,Yangzijiang SB
Bulk,,Brasil SW,"82,230.00",DWT,82230,42980,Panama,2012,4,Tsuneishi Zosen,Shih Wei Navigation
Bulk,,AMS Pegasus I,"81,598.00",DWT,81598,44592,Panama,2012,3,Hyundai Vinashin,Hyundai Mipo
Bulk,,TW Manila,"93,250.00",DWT,93250,51265,Liberia,2012,4,Jiangsu New YZJ,Yangzijiang SB
Bulk,,Grand Marcia,"79,452.00",DWT,79452,43501,Hong Kong,2012,4,Jinhai Heavy Ind.,HNA Group
Bulk,,Coral Amber,"78,072.00",DWT,78072,41963,Panama,2012,4,Toyohashi SB,Nippon Yusen Kaisha
Bulk,,Guo Yuan 20,"75,850.00",DWT,75850,41830,Peoples' Republic of China,2012,4,Jiangsu Rongsheng,Fujian Guohang Group
Bulk,,AP Argosy,"79,223.00",DWT,79223,43717,Marshall Islands,2012,4,Jiangsu Eastern,Atlantska Plovidba
Bulk,,Helvetia One,"92,737.00",DWT,92737,51195,Liberia,2012,4,COSCO Zhoushan,Enterprises Shpg.
Bulk,,Wanisa,"79,401.00",DWT,79401,43717,Hong Kong,2012,3,Jiangsu Eastern,China Shipping Group
Bulk,,Theresa Jiangsu,"81,680.00",DWT,81680,43951,Hong Kong,2012,3,Sainty SB (Yangzhou),Wilmar Holdings
Bulk,,Pinchat,"81,290.00",DWT,81290,44326,Bermuda,2012,3,Hyundai H.I.,SwissMarine Services
Bulk,,STX Energen,"81,170.00",DWT,81170,44098,Marshall Islands,2012,3,New Times S.B.,Pan Ocean
Bulk,,Everwin,"68,852.00",DWT,68852,40698,Panama,1988,3,Lixin Shipyard,Fujian Hengfeng
Bulk,,Twinkle Island,"82,265.00",DWT,82265,43013,Marshall Islands,2012,4,Tsuneishi Zosen,Temm Maritime Co.
Bulk,,Vitakosmos,"82,177.00",DWT,82177,43022,Malta,2012,3,Tsuneishi Zhoushan,Vita Management S.A.
Bulk,,Thisseas,"75,039.00",DWT,75039,41101,Liberia,2012,4,Jinglu Shipyard,Laskaridis Shpg
Bulk,,Pan Topaz,"82,787.00",DWT,82787,45055,Panama,2012,3,STX Dalian,Pan Ocean
Bulk,,Theresa Hebei,"81,707.00",DWT,81707,43951,Hong Kong,2012,3,Sainty SB (Yangzhou),Wilmar Holdings
Bulk,,Navios Centaurus,"81,472.00",DWT,81472,44282,Panama,2012,3,Sungdong S.B.,Navios Group
Bulk,,Darya Gayatri,"81,874.00",DWT,81874,44325,Hong Kong,2012,4,Daewoo,KC Maritime Ltd.
Bulk,,Mehmet Aksoy,"81,585.00",DWT,81585,44343,Malta,2012,3,Sungdong S.B.,Akmar Shpg. & Trdg.
Bulk,,Kynouria,"81,354.00",DWT,81354,44282,Marshall Islands,2012,3,Sungdong S.B.,Efshipping Co S.A.
Bulk,,Atlantic Moon,"82,188.00",DWT,82188,42917,Marshall Islands,2012,3,Tsuneishi Zosen,"Bottiglieri, Rizzo"
Bulk,,Venus Horizon,"95,755.00",DWT,95755,50647,Cyprus,2012,2,Imabari S.B.,Safe Bulkers Inc.
Bulk,,Clia,"92,932.00",DWT,92932,51208,Liberia,2012,4,AVIC Weihai SY,Transmed Shipping
Bulk,,Noble Salute,"95,726.00",DWT,95726,50617,Panama,2012,3,Imabari S.B.,Nippon Yusen Kaisha
Bulk,,Yu Lin Hai,"75,380.00",DWT,75380,40931,Peoples' Republic of China,2012,3,Guangzhou Huangpu,COSCO Group
Bulk,,Hermes,"75,067.00",DWT,75067,41101,Liberia,2012,2,Jinglu Shipyard,Laskaridis Shpg
Bulk,,Yasa Falcon,"81,488.00",DWT,81488,44557,Marshall Islands,2012,3,SPP Shipbuilding,Yasa Shpg. Industry
Bulk,,Arouzu,"82,250.00",DWT,82250,43013,Panama,2012,3,Tsuneishi Zosen,Nissen Kaiun K.K.
Bulk,,Popi S,"80,337.00",DWT,80337,43949,Liberia,2012,3,SPP Shipbuilding,Bright Navigation
Bulk,,Eternity Island,"81,305.00",DWT,81305,44230,Singapore,2012,3,Hyundai H.I.,Iino Kaiun Kaisha
Bulk,,Padmini,"75,506.00",DWT,75506,41342,Hong Kong,2012,3,Guangzhou Huangpu,PT Arpeni Pratama
Bulk,,Ji Xian Feng,"75,409.00",DWT,75409,40913,Peoples' Republic of China,2012,3,Jiangnan SY Group,China Shipping Group
Bulk,,Ikan Berkas,"74,866.00",DWT,74866,40334,Panama,2012,3,Sasebo H.I.,Doun Kisen K.K.
Bulk,,Lito,"81,970.00",DWT,81970,44133,Liberia,2012,3,Daewoo-Mangalia,Larus S.A.
Bulk,,Meenakshi,"75,700.00",DWT,75700,41342,Hong Kong,2012,3,Guangzhou Huangpu,PT Arpeni Pratama
Bulk,,Epiphania,"80,276.00",DWT,80276,43839,Bahamas,2012,2,STX Shipbuild.,"Nomikos, Evangelos"
Bulk,,FPMC B 108,"93,244.00",DWT,93244,50695,Liberia,2012,3,Jiangsu New YZJ,Formosa Plastics Co.
Bulk,,Golden Bull,"74,500.00",DWT,74500,41586,Hong Kong,2012,3,Pipavav Shipyd.,Fredriksen Group
Bulk,,Ocean Emerald,"92,950.00",DWT,92950,51209,Hong Kong,2012,3,COSCO Dalian,Noble Group Ltd.
Bulk,,NBA Monet,"82,099.00",DWT,82099,43013,Malta,2012,3,Tsuneishi Zosen,Nippon Yusen Kaisha
Bulk,,Corona Queen,"86,392.00",DWT,86392,46841,Panama,2012,3,Oshima S.B. Co.,K-Line
Bulk,,Turmalin,"92,762.00",DWT,92762,51195,Liberia,2012,3,COSCO Zhoushan,Conti Reederei
Bulk,,Leading Glory,"93,729.00",DWT,93729,52735,Hong Kong,2012,3,Shanhaiguan S.Y.,China Huaneng
Bulk,,Golden Rose,"81,516.00",DWT,81516,44485,Marshall Islands,2012,2,SPP Shipbuilding,Fredriksen Group
Bulk,,Tonic Sea,"93,005.00",DWT,93005,51253,Liberia,2012,2,Taizhou Catic SB,NSC Schiffahrt
Bulk,,Raraka,"76,064.00",DWT,76064,41254,Malta,2012,3,Hudong Zhonghua,Dryships Inc.
Bulk,,Icarus,"75,200.00",DWT,75200,41101,Liberia,2012,3,Jinglu Shipyard,Laskaridis Shpg
Bulk,,Ya Tai 2,"76,022.00",DWT,76022,41303,Peoples' Republic of China,2012,2,Hudong Zhonghua,Chaozhou Yatai Shpg.
Bulk,,Pan Kyla,"79,454.00",DWT,79454,43502,Panama,2012,2,Jinhai Heavy Ind.,Pan Ocean
Bulk,,Darya Kirthi,"80,545.00",DWT,80545,43842,Hong Kong,2012,2,STX Shipbuild.,Chellaram Shpg.
Bulk,,Asita Sun,"81,966.00",DWT,81966,44130,South Korea,2012,1,Daewoo,Doonam Shipping Co.
Bulk,,Key Journey,"80,591.00",DWT,80591,42711,Panama,2012,2,Universal S.B.,Nippon Yusen Kaisha
Bulk,,Botafogo SW,"76,483.00",DWT,76483,40023,Panama,2012,1,Oshima S.B. Co.,Shih Wei Navigation
Bulk,,Efrossini,"75,003.00",DWT,75003,40334,Cyprus,2012,2,Sasebo H.I.,Safe Bulkers Inc.
Bulk,,Panorama,"81,504.00",DWT,81504,44261,Marshall Islands,2012,2,Hyundai Samho,Meadway Shpg. & Trdg
Bulk,,Guo Yuan 18,"75,971.00",DWT,75971,41811,Peoples' Republic of China,2012,2,Jiangsu Rongsheng,Fujian Guohang Group
Bulk,,Rize,"81,624.00",DWT,81624,44635,Malta,2012,2,Hyundai Mipo,Ciner Denizcilik
Bulk,,Mykonos Wave,"87,340.00",DWT,87340,47984,Cyprus,2012,2,Hudong Zhonghua,Teo Shipping Corp.
Bulk,,Ines Corrado,"81,272.00",DWT,81272,44106,Bahamas,2012,2,Sungdong S.B.,Gestion Maritime
Bulk,,Athina Carras,"82,057.00",DWT,82057,44190,Panama,2012,2,Daewoo,Carras Hellas
Bulk,,Antwerpia,"81,492.00",DWT,81492,44113,Marshall Islands,2012,2,Sungdong S.B.,Transocean Maritime
Bulk,,Lyric Poet,"81,276.00",DWT,81276,44203,Bahamas,2012,2,Hyundai H.I.,Lyras Maritime Ltd.
Bulk,,Bonanza Kotobuki,"75,051.00",DWT,75051,40341,Panama,2012,2,Sasebo H.I.,Kotobuki Kaiun K.K.
Bulk,,Energy Hope,"82,122.00",DWT,82122,43093,Panama,2012,2,Tsuneishi Zosen,Usui Kaiun Co. Ltd.
Bulk,,Kinoura,"82,250.00",DWT,82250,43013,Panama,2012,2,Tsuneishi Zosen,Nissen Kaiun K.K.
Bulk,,Puma Max,"81,339.00",DWT,81339,44326,Bahamas,2012,2,Hyundai H.I.,Enterprises Shpg.
Bulk,,Woolloomooloo,"76,064.00",DWT,76064,41254,Malta,2012,2,Hudong Zhonghua,Dryships Inc.
Bulk,,AM Contrecoeur,"82,177.00",DWT,82177,43500,Panama,2011,11,Tsuneishi Zhoushan,Mitsubishi Corp.
Bulk,,Athanasia C,"80,988.00",DWT,80988,44600,Marshall Islands,2012,2,SPP Shipbuilding,Target Marine S.A.
Bulk,,Androusa,"81,533.00",DWT,81533,44625,Marshall Islands,2012,2,Hyundai Mipo,Clemko Shipmngt.
Bulk,,Katagalan Wisdom,"97,988.00",DWT,97988,51905,Panama,2012,1,Tsuneishi Zhoushan,Wisdom Marine Group
Bulk,,Double Providence,"95,720.00",DWT,95720,50617,Marshall Islands,2012,1,Imabari S.B.,Sugahara Kisen K.K.
Bulk,,Iolcos Destiny,"87,376.00",DWT,87376,47984,Malta,2012,2,Hudong Zhonghua,Iolcos Hellenic
Bulk,,Great Hope,"75,480.00",DWT,75480,40913,Hong Kong,2012,2,Guangzhou Huangpu,Sinotrans & CSC
Bulk,,Ikan Bawal,"83,454.00",DWT,83454,44367,Panama,2012,2,Sanoyas S.B. Corp,JX Holdings
Bulk,,FPMC B 107,"93,234.00",DWT,93234,50695,Liberia,2012,2,Jiangsu New YZJ,Formosa Plastics Co.
Bulk,,Georgitsi,"81,310.00",DWT,81310,44282,Marshall Islands,2012,1,Sungdong S.B.,Efshipping Co S.A.
Bulk,,Yun Long Feng,"75,393.00",DWT,75393,40913,Peoples' Republic of China,2012,1,Jiangnan SY Group,China Shipping Group
Bulk,,Sanko Fortune,"74,940.00",DWT,74940,40325,Liberia,2012,1,Sasebo H.I.,Sanko S.S.
Bulk,,TW Jiangsu,"93,225.00",DWT,93225,51265,Liberia,2012,1,Jiangsu New YZJ,Yangzijiang SB
Bulk,,Hebei Tangshan,"93,721.00",DWT,93721,52735,Hong Kong,2012,1,Shanhaiguan S.Y.,HOSCO
Bulk,,Marlene D'Amato,"93,207.00",DWT,93207,53701,Italy,2012,1,Jiangsu New YZJ,Setsea S.p.A.
Bulk,,Pan Mutiara,"81,177.00",DWT,81177,44098,Marshall Islands,2011,12,New Times S.B.,Pan Ocean
Bulk,,Corona Power,"86,392.00",DWT,86392,46841,Panama,2012,1,Oshima S.B. Co.,Nippon Yusen Kaisha
Bulk,,Agia Valentini,"80,388.00",DWT,80388,43846,Cyprus,2012,1,STX Shipbuild.,Ilios Shipping Co.
Bulk,,FPMC B 106,"93,258.00",DWT,93258,50695,Liberia,2012,1,Jiangsu New YZJ,Formosa Plastics Co.
Bulk,,Tuerkis,"92,759.00",DWT,92759,51195,Liberia,2012,1,COSCO Zhoushan,Conti Reederei
Bulk,,Bahia 1,"82,250.00",DWT,82250,43013,Panama,2012,1,Tsuneishi Zosen,Nissen Kaiun K.K.
Bulk,,Tangerine Island,"82,265.00",DWT,82265,43013,Marshall Islands,2012,1,Tsuneishi Zosen,Mitsui O.S.K. Lines
Bulk,,Xiao Yu,"76,116.00",DWT,76116,41254,Hong Kong,2012,1,Hudong Zhonghua,Shandong Ocean
Bulk,,Black Pearl,"78,890.00",DWT,78890,43445,Marshall Islands,2012,1,Yichun Wujiazui S.B.,Primerose Shipping
Bulk,,Guo Yuan 16,"75,915.00",DWT,75915,41830,Peoples' Republic of China,2012,1,Jiangsu Rongsheng,Fujian Guohang Group
Bulk,,Trade Will,"81,712.00",DWT,81712,45259,Marshall Islands,2012,1,Guangzhou Longxue,Marine Management
Bulk,,Caravos Triumph,"81,664.00",DWT,81664,44599,Malta,2012,1,SPP Shipbuilding,Iason Hellenic
Bulk,,Jaguar Max,"81,309.00",DWT,81309,44326,Bahamas,2012,1,Hyundai H.I.,Enterprises Shpg.
Bulk,,Spring Aeolian,"83,478.00",DWT,83478,44366,Panama,2012,1,Sanoyas S.B. Corp,Shunzan Kaiun K.K.
Bulk,,King Barley,"82,191.00",DWT,82191,43022,Panama,2012,1,Tsuneishi Zhoushan,Tsuneishi Holdings
Bulk,,TW Hamburg,"93,225.00",DWT,93225,50321,Liberia,2012,1,Jiangsu New YZJ,Yangzijiang SB
Chip,,LBC Nature,"71,066.00",DWT,71066,42744,Marshall Islands,2012,1,Oshima S.B. Co.,Kobe Shpg.Co. Ltd.
Bulk,,Panther Max,"81,283.00",DWT,81283,44326,Bahamas,2012,1,Hyundai H.I.,Enterprises Shpg.
Bulk,,CMB Pomerol,"95,731.00",DWT,95731,50617,Panama,2012,1,Imabari S.B.,K-Line
Bulk,,Zhushui 5,"79,501.00",DWT,79501,43472,Panama,2012,1,Jinhai Heavy Ind.,Zhushui Shipping
Bulk,,Margreth Pissarek,"81,439.00",DWT,81439,44096,Panama,2012,1,Sungdong S.B.,Sinokor Merchant Mar
Bulk,,Flora Island,"81,305.00",DWT,81305,44230,Panama,2012,1,Hyundai H.I.,Iino Kaiun Kaisha
Bulk,,Great Rich,"75,524.00",DWT,75524,40913,Hong Kong,2012,1,Chengxi Shipyd.,Sinotrans & CSC
Bulk,,Ocean Diamond,"93,025.00",DWT,93025,51209,Hong Kong,2012,1,COSCO Dalian,Noble Group Ltd.
Bulk,,Yangtze Xing Zhong,"81,622.00",DWT,81622,45271,Hong Kong,2012,1,Guangzhou Longxue,Fortune Ocean Shpg.
