Panamax Bulk Period Fixtures,,,,,,,,,,,,,,,,,
Fixtures are provided as reported and are not comprehensive.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Created 17 July 2014 11:17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Name,Built,Dwt,Quantity,Type,Charterer,Delivery,Load,Discharge,Redel,Laycan From,Laycan To,Rate,Unit,Period,Ballast Bonus,Owner
03/09/2013,Alpha Effort,1999,72844,0,PERIOD,CNR,PMO,,WORLDWIDE,WORLDWIDE,08/09/2013,12/09/2013,9500,$/Day,4-6 Months,,Alpha Tankers & Frt.
30/08/2013,Pedhoulas Commander,2008,83685,0,PERIOD,DREYFUS,HALDIA,,WORLDWIDE,WORLDWIDE,10/09/2013,15/09/2013,10750,$/Day,10-14 Months,,Dia Marine Corp.
30/08/2013,Angelic Grace,2001,74764,0,PERIOD,NORDEN,ENNORE,,WORLDWIDE,WORLDWIDE,01/09/2013,03/09/2013,8500,$/Day,4-6 Months,,Diamlemos Shpg. Corp
28/08/2013,Athanasia C,2012,80988,0,PERIOD,UNITED,XINGANG,,WORLDWIDE,WORLDWIDE,25/08/2013,25/08/2013,9700,$/Day,4-7 Months,,Target Marine S.A.
27/08/2013,Double Joy,2006,76596,0,PERIOD,ABT,XIAMEN,,WORLDWIDE,WORLDWIDE,26/08/2013,27/08/2013,9300,$/Day,5-8 Months,,Pacific Carriers
23/08/2013,Moon Breeze,2011,91807,0,PERIOD,COBELFRET,TAIWAN,,WORLDWIDE,WORLDWIDE,25/08/2013,27/08/2013,8500,$/Day,4-7 Months,,Blenheim Shipping
23/08/2013,Rainbow Ace,2012,81755,0,PERIOD,GRAIN HOUSE,NORTH CHINA,,WORLDWIDE,WORLDWIDE,10/09/2013,15/09/2013,9000,$/Day,11-13 Months,,Fujian Hongfa Group
23/08/2013,Yasa Falcon,2012,81488,0,PERIOD,SK SHIPPING,DANDONG,,WORLDWIDE,WORLDWIDE,01/09/2013,01/09/2013,10250,$/Day,6-8 Months,,Yasa Shpg. Industry
22/08/2013,Yasa Falcon,2012,81488,0,PERIOD,SK SHIPPING,DANDONG,,WORLDWIDE,WORLDWIDE,01/09/2013,08/09/2013,10000,$/Day,6-8 Months,,Yasa Shpg. Industry
22/08/2013,Frontier Leader,2013,81000,0,PERIOD,MARUBENI,FANGCHENG,,WORLDWIDE,WORLDWIDE,25/08/2013,31/08/2013,10500,$/Day,6-9 Months,,Kumiai Senpaku K.K.
21/08/2013,Navios Southern Star,2013,82800,0,PERIOD,VATTENFALL,QUANZHOU,,WORLDWIDE,WORLDWIDE,30/08/2013,04/09/2013,0,$/Day,12-15 Months,,Marubeni Corp.
20/08/2013,Prabhu Shakti,2009,83690,0,PERIOD,CNR,HONG KONG,,WORLDWIDE,WORLDWIDE,18/08/2013,20/08/2013,9750,$/Day,4-6 Months,,Tolani Group of Shpg
19/08/2013,Mykonos Wave,2012,87340,0,PERIOD,CARGILL,LUO YUAN WAN,,WORLDWIDE,WORLDWIDE,20/08/2013,25/08/2013,8500,$/Day,11-15 Months,,Teo Shipping Corp.
16/08/2013,Tenshin Maru,2008,82687,0,PERIOD,NOBLE,CJK,,WORLDWIDE,WORLDWIDE,20/08/2013,25/08/2013,9000,$/Day,6-9 Months,,Kambara Kisen
16/08/2013,Bellatrix,2006,77053,0,PERIOD,CARGILL,LANSHAN,,WORLDWIDE,WORLDWIDE,19/08/2013,21/08/2013,10000,$/Day,5-8 Months,,Orion Bulkers
16/08/2013,Red Jasmine,2006,76596,0,PERIOD,MARUBENI,HONG KONG,,WORLDWIDE,WORLDWIDE,20/08/2013,25/08/2013,10000,$/Day,4-7 Months,,Nissen Kaiun K.K.
16/08/2013,Alpha Loyalty,2007,75884,0,PERIOD,NORDEN,XIAMEN,,WORLDWIDE,WORLDWIDE,22/08/2013,27/08/2013,9350,$/Day,4-6 Months,,Alpha Tankers & Frt.
15/08/2013,Krousson,2011,81316,0,PERIOD,UNITED,RIZHAO,,WORLDWIDE,WORLDWIDE,13/08/2013,15/08/2013,9500,$/Day,110-180 Days,,Efshipping Co S.A.
15/08/2013,Krousson,2011,81316,0,PERIOD,UNITED,RIZHAO,,WORLDWIDE,WORLDWIDE,13/08/2013,15/08/2013,9250,$/Day,4-7 Months,,Efshipping Co S.A.
15/08/2013,Puma Max,2012,81339,0,PERIOD,NOBLE,SOUTH KOREA,,WORLDWIDE,WORLDWIDE,15/08/2013,15/08/2013,7963.92,$/Day,11-13 Months,,Enterprises Shpg.
15/08/2013,Torm Orient,2008,76636,0,PERIOD,COBELFRET,Pyongtaek,,WORLDWIDE,WORLDWIDE,20/08/2013,25/08/2013,8750,$/Day,4-6 Months,,Orient Line Co. Ltd.
15/08/2013,Luyang Rising,2012,76243,0,PERIOD,HYUNDAI GLOVIS,CJK,,WORLDWIDE,WORLDWIDE,20/08/2013,25/08/2013,8750,$/Day,4-7 Months,,Qingdao Luyang S.M.
15/08/2013,Ocean Lion,2005,75656,0,PERIOD,OLDENDORFF,TIANJIN,,WORLDWIDE,WORLDWIDE,20/08/2013,25/08/2013,8500,$/Day,4-8 Months,,Primerose Shipping
12/08/2013,Santa Rosalia,2008,75886,0,PERIOD,OLDENDORFF,KINUURA,,WORLDWIDE,WORLDWIDE,25/08/2013,30/08/2013,8500,$/Day,8-10 Months,,Mitsubishi Ore Tpt.
09/08/2013,Maverick Guardian,2012,82740,0,PERIOD,PCL,FANGCHENG,,WORLDWIDE,WORLDWIDE,07/08/2013,12/08/2013,10000,$/Day,4-6 Months,,Efploia Shpg. Co.
09/08/2013,Bulk Portugal,2012,82224,0,PERIOD,CHINESE GRAIN CHRTR,BEI HAI,,WORLD WIDE,WORLD WIDE,21/08/2013,24/08/2013,10500,$/Day,4-7 Months,,Marubeni Corp.
08/08/2013,Bottiglieri Franco Vela,2010,93274,0,PERIOD,AQUAVITA,Cape Passero,,WORLD WIDE,WORLD WIDE,10/08/2013,12/08/2013,13000,$/Day,4-6 Months,,Giuseppe Bottiglieri
08/08/2013,Paraskevi,2003,74269,0,PERIOD,CNR,DALIAN,,WORLD WIDE,WORLD WIDE,13/08/2013,20/08/2013,8500,$/Day,7-9 Months,,Safe Bulkers Inc.
07/08/2013,Constantinos G.O.,2011,87447,0,PERIOD,BUNGE,DANDONG,,WORLD WIDE,WORLD WIDE,07/08/2013,07/08/2013,8500,$/Day,11-13 Months,,Gleamray Maritime
06/08/2013,Super Grace,2011,81601,0,PERIOD,CNR,CJK,,WORLDWIDE,WORLDWIDE,12/08/2013,17/08/2013,8900,$/Day,4-6 Months,,Hong Kong Qinfa Shpg
02/08/2013,Nirefs,2001,75311,0,PERIOD,GMI,ZHANJIANG,,WORLDWIDE,WORLDWIDE,04/08/2013,09/08/2013,8900,$/Day,12-15 Months,,Diana Shipping Inc.
01/08/2013,Yannis Gorgias,2010,87375,0,PERIOD,BUNGE,YURA,,WORLDWIDE,WORLDWIDE,01/08/2013,04/08/2013,8500,$/Day,11-13 Months,,Iolcos Hellenic
01/08/2013,Densa Pelican,2012,82744,0,PERIOD,GLENCORE,SINGAPORE,,WORLDWIDE,WORLDWIDE,07/08/2013,11/08/2013,9250,$/Day,4-6 Months,,Densa Shipping
01/08/2013,Rosco Plum,2004,76801,0,PERIOD,NOBLE,BEILUN,,WORLDWIDE,WORLDWIDE,09/08/2013,11/08/2013,8250,$/Day,4-7 Months,,Rewood Ocean Shpg.
29/07/2013,Oinoussian Lady,2004,76704,0,PERIOD,POLARIS,JUBAIL,,WORLD WIDE,WORLD WIDE,28/07/2013,02/08/2013,10500,$/Day,4-7 Months,,Efploia Shpg. Co.
29/07/2013,Sea Of Future,2005,76454,0,PERIOD,OLDENDORFF,BEI HAI,,WORLDWIDE,WORLDWIDE,29/07/2013,29/07/2013,7700,$/Day,3-6 Months,,Daebo Shipping
26/07/2013,Rosco Cypress,2004,76801,0,PERIOD,SINOTRANS,NANAO,,WORLDWIDE,WORLDWIDE,04/08/2013,07/08/2013,8500,$/Day,11-13 Months,,Rewood Ocean Shpg.
26/07/2013,Newlead Victoria,2002,75966,0,PERIOD,CNR,MUMBAI,,WORLDWIDE,WORLDWIDE,26/07/2013,30/07/2013,8750,$/Day,90-150 Days,,NewLead Holdings
19/07/2013,CK Bluebell,2011,81147,0,PERIOD,GLENCORE,BUTTERWORTH,,WORLDWIDE,WORLDWIDE,25/07/2013,30/07/2013,8500,$/Day,11-13 Months,,Chang Myung Shipping
19/07/2013,Navios Helios,2005,77075,0,PERIOD,CASTLETON COMMODITIES INTERNATIONAL,CJK,,WORLDWIDE,WORLDWIDE,17/07/2013,19/07/2013,8250,$/Day,4-8 Months,,Navios Holdings
19/07/2013,Meenakshi,2012,75700,0,PERIOD,GMI,QINZHOU,,WORLDWIDE,WORLDWIDE,17/07/2013,19/07/2013,8250,$/Day,8-12 Months,,PT Arpeni Pratama
19/07/2013,Navios Magellan,2000,74333,0,PERIOD,GLENCORE,ENNORE,,WORLDWIDE,WORLDWIDE,19/07/2013,20/07/2013,9000,$/Day,6-8 Months,,Navios Holdings
18/07/2013,Samudera Bangsa,1997,72421,0,PERIOD,D'AMATO,RIZHAO,,WORLDWIDE,WORLDWIDE,20/07/2013,25/07/2013,7000,$/Day,4-6 Months,,Trada Maritime
17/07/2013,Hanjin Paradip,2013,82000,0,PERIOD,VATTENFALL,RIZHAO,,WORLDWIDE,WORLDWIDE,28/07/2013,29/07/2013,9100,$/Day,12 Months,,ID Shipping
17/07/2013,Bonanza Kotobuki,2012,75051,0,PERIOD,COPENSHIP,GIBRALTAR,,Skaw-Cape Passero,Skaw-Cape Passero,22/07/2013,27/07/2013,12000,$/Day,60-100 Days,,Daiichi Chuo
17/07/2013,Ever Shining,1999,74346,0,PERIOD,DANA SHIPPING,MALAYSIA,,WORLDWIDE,WORLDWIDE,01/08/2013,10/08/2013,8000,$/Day,4-8 Months,,First S.S.
16/07/2013,Clio,2005,73691,0,PERIOD,CARGILL,CHINA,,WORLDWIDE,WORLDWIDE,25/07/2013,30/07/2013,8600,$/Day,23-25 Months,,Diana Shipping Inc.
16/07/2013,Angelic Peace,2001,74764,0,PERIOD,BUNGE,HALDIA,,WORLDWIDE,WORLDWIDE,20/07/2013,22/07/2013,8050,$/Day,4-7 Months,,Diamlemos Shpg. Corp
15/07/2013,Gerasimos,1996,70296,0,PERIOD,NOBLE,TAIZHOU,,WORLDWIDE,WORLDWIDE,15/07/2013,16/07/2013,7500,$/Day,5-8 Months,,"Nomikos, Evangelos"
12/07/2013,Filomena Lembo,2006,82790,0,PERIOD,CNR,PMO,,WORLDWIDE,WORLDWIDE,12/07/2013,12/07/2013,9650,$/Day,4-6 Months,,Deiulemar Shipping
12/07/2013,Ecofaith G.O.,2012,81882,0,PERIOD,OLDENDORFF,PHU MY,,WORLDWIDE,WORLDWIDE,14/07/2013,16/07/2013,8000,$/Day,4-7 Months,,Gleamray Maritime
12/07/2013,Yasa Unity,2006,75621,0,PERIOD,MARUBENI,PARADIP,,WORLDWIDE,WORLDWIDE,10/07/2013,12/07/2013,9000,$/Day,4-6 Months,,Yasa Shpg. Industry
11/07/2013,Mokpo Star,2012,82852,0,PERIOD,CLEARLAKE SHIPPING,TIANJIN,,WORLDWIDE,WORLDWIDE,11/07/2013,11/07/2013,7500,$/Day,4-7 Months,,Dusung Shipping Co.
04/07/2013,Bulk Indonesia,2011,95712,0,PERIOD,PHAETHON,MORMUGAO,,WORLD WIDE,WORLD WIDE,06/07/2013,08/07/2013,8750,$/Day,3-5 Months,,Nissen Kaiun K.K.
04/07/2013,Rosco Palm,2011,82153,0,PERIOD,UNITED,HIROHATA,,WORLD WIDE,WORLD WIDE,06/07/2013,11/07/2013,8750,$/Tonne,11-13 Months,,Rewood Ocean Shpg.
03/07/2013,Daebo Newcastle,2011,81398,0,PERIOD,BEIBU GULF,LUMUT,,WORLD WIDE,WORLD WIDE,04/07/2013,09/07/2013,8150,$/Day,2-4 Months,,Daebo Shipping
03/07/2013,Nostos S,2005,76620,0,PERIOD,COPENSHIP,JORF LASFAR,,Skaw-Cape Passero,Skaw-Cape Passero,10/07/2013,15/07/2013,10500,$/Day,60-115 Days,,Order Shipping
02/07/2013,Panagia Stenion,2012,76072,0,PERIOD,PHAETHON,KANDLA,,WORLD WIDE,WORLD WIDE,04/07/2013,07/07/2013,7750,$/Day,4-6 Months,,Katsikis & Sigalas
02/07/2013,Good Luck,2011,75031,0,PERIOD,BUNGE,CJK,,WORLD WIDE,WORLD WIDE,02/07/2013,02/07/2013,7100,$/Day,4-7 Months,,Shandong F.E. Marine
28/06/2013,Calipso,2005,73691,0,PERIOD,CARGILL,FAR EAST,,WORLD WIDE,WORLD WIDE,20/07/2013,30/07/2013,8100,$/Day,21-25 Months,,Diana Shipping Inc.
25/06/2013,Jupiter,2006,77171,0,PERIOD,ULTRABULK,XINGANG,,,,23/06/2013,25/06/2013,8000,$/Day,3-6 Months,,Gestion Maritime
24/06/2013,Clara,2006,77073,0,PERIOD,AQUAVITA,IMMINGHAM,,Skaw-Cape Passero,Skaw-Cape Passero,28/06/2013,03/07/2013,10250,$/Day,3 Months,,"Blumenthal, Johann"
21/06/2013,Lord Byron,2005,76838,0,PERIOD,NORDEN,PARADIP,,WORLDWIDE,WORLDWIDE,28/06/2013,03/07/2013,,$/Day,11-13 Months,,Primerose Shipping
19/06/2013,Pina Cafiero,2002,75688,0,PERIOD,GMI,MARIVELES,,WORLD WIDE,WORLD WIDE,26/06/2013,28/06/2013,7750,$/Day,7 Months,,Augustea Ship Mngt
14/06/2013,Rena,2011,80333,0,PERIOD,QUADRA,DALIAN,,WORLD WIDE,WORLD WIDE,14/06/2013,14/06/2013,,,11-13 Months,,Trojan Maritime Inc
13/06/2013,Lia M,2013,84094,0,PERIOD,COPENSHIP,Trombetas,,Skaw-Cape Passero,Skaw-Cape Passero,25/06/2013,25/06/2013,9000,$/Day,60-100 Days,350000,Transmed Shipping
06/06/2013,Iron Vassilis,2006,82257,0,PERIOD,COPENSHIP,ULSAN,,WORLDWIDE,WORLDWIDE,26/06/2013,26/06/2013,8250,$/Day,6-8 Months,,Excel Maritime Carr.
06/06/2013,Andrea D'Amato,2008,76619,0,PERIOD,VATTENFALL,SHANGHAI,,WORLD WIDE,WORLD WIDE,06/06/2013,06/06/2013,7750,$/Day,11-13 Months,,Shoei Kisen K.K.
04/06/2013,Darya Lok,2012,81874,0,PERIOD,CNR,LANSHAN,,WORLD WIDE,WORLD WIDE,01/06/2013,05/06/2013,5750,$/Day,2-4 Months,,KC Maritime Ltd.
03/06/2013,Bulk Monaco,2008,76596,0,PERIOD,CNR,ENNORE,,WORLD WIDE,WORLD WIDE,06/06/2013,11/06/2013,8100,$/Day,4-6 Months,,Eiko Kisen
29/05/2013,Darya Gayatri,2012,81874,0,PERIOD,OLDENDORFF,HAMBURG,,Skaw-Cape Passero,Skaw-Cape Passero,28/05/2013,30/05/2013,9000,$/Day,60-90 Days,,KC Maritime Ltd.
24/05/2013,Altair,2001,74665,0,PERIOD,NOBLE,RECALADA,,Skaw-Cape Passero,Skaw-Cape Passero,06/06/2013,11/06/2013,9000,$/Day,3-5 Months,430000,Tomasos Brothers
23/05/2013,Diamond Seas,2001,74274,0,PERIOD,LOUIS DREYFUS,RECALADA,,WORLD WIDE,WORLD WIDE,06/06/2013,11/06/2013,9000,$/Day,4-8 Months,800000,Paragon Shpg.
22/05/2013,Diamantina,2010,82139,0,PERIOD,COPENSHIP,GIBRALTAR,,Skaw-Cape Passero,Skaw-Cape Passero,17/05/2013,17/05/2013,9500,$/Day,60-100 Days,,Neda Maritime Agency
22/05/2013,Penda Bulker,2005,76520,0,PERIOD,CNR,YOSU,,WORLD WIDE,WORLD WIDE,01/06/2013,05/06/2013,9500,$/Day,3 Months,,Imecs Co. Ltd.
15/05/2013,Ever Best,2013,82000,0,PERIOD,WORLDWIDE SHIPPING,QINGDAO,,WORLD WIDE,WORLD WIDE,30/05/2013,30/05/2013,9000,$/Day,11-13 Months,,
10/05/2013,Yu Zhu Feng,2011,75519,0,PERIOD,COPENSHIP,PORTO TORRES,,ATLANTIC,ATLANTIC,11/05/2013,12/05/2013,9350,$/Day,60-100 Days,,China Shipping Bulk
10/05/2013,Fortune Daisy,2011,74979,0,PERIOD,CNR,QINHUANGDAO,,WORLD WIDE,WORLD WIDE,12/05/2013,17/05/2013,8250,$/Day,4-7 Months,,Cido Shipping
08/05/2013,Rosco Sandalwood,2004,76801,0,PERIOD,NORDEN,LUMUT,,WORLD WIDE,WORLD WIDE,13/05/2013,15/05/2013,9000,$/Day,11-13 Months,,Rewood Ocean Shpg.
03/05/2013,Cymbeline,2001,73060,0,PERIOD,GMI,SOUTH KOREA,,WORLD WIDE,WORLD WIDE,03/05/2013,03/05/2013,8000,$/Day,4-7 Months,,Hadley Shpg. Co.
26/04/2013,Tai Prosperity,2006,77747,0,PERIOD,FRATELLI D'AMATO,CJK,,WORLD WIDE,WORLD WIDE,05/05/2013,10/05/2013,9250,$/Day,11-13 Months,,Taiwan Navigation
24/04/2013,Bahia 1,2012,82250,0,PERIOD,BUNGE,ROTTERDAM,,WORLD WIDE,WORLD WIDE,24/04/2013,24/04/2013,15000,$/Day,4-6 Months,,Nissen Kaiun K.K.
24/04/2013,Red Rose,2003,76629,0,PERIOD,GMI,KAWASAKI,,WORLD WIDE,WORLD WIDE,26/04/2013,01/05/2013,9250,$/Day,4-6 Months,,Shoei Kisen K.K.
22/04/2013,Great Glory,1997,73274,0,PERIOD,AQUAVITA,Cape Passero,,WORLD WIDE,WORLD WIDE,24/04/2013,25/04/2013,11250,$/Day,5-7 Months,,Sinotrans Shpg. Ltd.
22/04/2013,Great Glory,1997,73274,0,PERIOD,HUDSON,PARADIP,,WORLDWIDE,WORLDWIDE,24/04/2013,25/04/2013,10000,$/Day,5-8 Months,,Sinotrans Shpg. Ltd.
19/04/2013,Medi Antwerp,2007,76596,0,PERIOD,ABT,GIJON,,WORLD WIDE,WORLD WIDE,28/04/2013,30/04/2013,13500,$/Day,5-8 Months,,Taiheiyo Kisen K.K.
18/04/2013,Anna Maria,2012,81404,0,PERIOD,BUNGE,PIRAEUS,,WORLD WIDE,WORLD WIDE,14/04/2013,14/04/2013,13500,$/Day,5-8 Months,,Aegean Bulk Co. Inc.
15/04/2013,Inception,2011,80283,0,PERIOD,GOLDEN OCEAN,DALIAN,,WORLD WIDE,WORLD WIDE,18/04/2013,21/04/2013,9750,$/Day,4-6 Months,,Aegean Bulk Co. Inc.
12/04/2013,Glory Rotterdam,2001,74716,0,PERIOD,ABML,Cape Passero,,WORLD WIDE,WORLD WIDE,12/04/2013,12/04/2013,12000,$/Day,5-8 Months,,Sea Star Ships
12/04/2013,Ribbon,1998,74522,0,PERIOD,HUDSON,PMO,,WORLD WIDE,WORLD WIDE,12/04/2013,12/04/2013,9500,$/Day,5-8 Months,,Augustea Ship Mngt
09/04/2013,Cretan Wave,2001,74107,0,PERIOD,WBC,Cape Passero,,WORLD WIDE,WORLD WIDE,12/04/2013,17/04/2013,12000,$/Day,5-8 Months,,Teo Shipping Corp.
08/04/2013,Nyon,1999,73035,0,PERIOD,EUROPEAN CHARTERER,NANJING,,WORLD WIDE,WORLD WIDE,10/04/2013,15/04/2013,10000,$/Day,5-7 Months,,Suisse-Atlantique
05/04/2013,Kynouria,2012,81354,0,PERIOD,CNR,Lianyungang,,WORLD WIDE,WORLD WIDE,02/04/2013,02/04/2013,10300,$/Day,5-7 Months,,Efshipping Co S.A.
05/04/2013,Melia,2005,76225,0,PERIOD,RIO TINTO,CJK,,WORLD WIDE,WORLD WIDE,16/04/2013,30/04/2013,9700,$/Day,11-13 Years,,Diana Shipping Inc.
05/04/2013,Xiao Yu,2012,76116,0,PERIOD,NORDEN,Machong,,WORLDWIDE,WORLDWIDE,03/04/2013,03/04/2013,9500,$/Day,5-7 Months,,Shandong Shipping
27/03/2013,Hai Ji,2004,73601,0,PERIOD,CNR,PORT KELANG,,WORLD WIDE,WORLD WIDE,30/03/2013,04/04/2013,9750,$/Day,5-8 Months,,COSCO (Hong Kong)
26/03/2013,Xin Shun,2002,75846,0,PERIOD,CNR,TAICHUNG,,WORLD WIDE,WORLD WIDE,25/03/2013,30/03/2013,9750,$/Day,3-5 Months,,IMC Ship Man.
26/03/2013,Blue Mont Blanc,1998,74043,0,PERIOD,OLDENDORFF,KOBE,,WORLD WIDE,WORLD WIDE,30/03/2013,05/04/2013,9500,$/Day,3-5 Months,,Panstar Shipping
25/03/2013,Andros,2010,82158,0,PERIOD,AZURE,PMO,,WORLD WIDE,WORLD WIDE,19/03/2013,19/03/2013,10000,$/Day,12-14 Months,,Andriaki Shpg. Co.
22/03/2013,Great Ambition,1999,73725,0,PERIOD,NORDEN,LUMUT,,WORLD WIDE,WORLD WIDE,28/03/2013,02/04/2013,9350,$/Day,11-13 Months,,Sinotrans Shpg. Ltd.
22/03/2013,Yuan Hui Hai,2006,74456,0,PERIOD,ACB,SKAW,,Skaw-Cape Passero,Skaw-Cape Passero,31/03/2013,05/04/2013,9650,$/Day,5-7 Months,,COSBULK
21/03/2013,Drin,1996,73087,0,PERIOD,CNR,XINSHA,,WORLD WIDE,WORLD WIDE,25/03/2013,30/03/2013,9250,$/Day,6-9 Months,,Gestion Maritime
20/03/2013,London 2012,2007,82562,0,PERIOD,CNR,Cape Passero,,WORLD WIDE,WORLD WIDE,25/03/2013,26/03/2013,13000,$/Day,6-9 Months,,Tsakos Shpg. & Trad.
19/03/2013,Grace Future,2006,75375,0,PERIOD,WBC,CHINA,,WORLD WIDE,WORLD WIDE,10/04/2013,20/04/2013,9500,$/Day,11-13 Months,,Mitsui O.S.K. Lines
18/03/2013,Nicos L,2002,73193,0,PERIOD,GRAIN HOUSE,psg Singapore,,WORLD WIDE,WORLD WIDE,15/03/2013,15/03/2013,10250,$/Day,6-8 Months,,Vrontados Shipping
18/03/2013,Panorama,2012,81504,0,PERIOD,CNR,DALIAN,,WORLD WIDE,WORLD WIDE,17/03/2013,18/03/2013,9500,$/Day,6-8 Months,,Meadway Shpg. & Trdg
18/03/2013,Golden Lyderhorn,1999,74242,0,PERIOD,PGSC,GUANGZHOU,,WORLD WIDE,WORLD WIDE,31/03/2013,03/04/2013,10000,$/Day,4-6 Months,,Golden Ocean
15/03/2013,Transpacific,2012,82000,0,PERIOD,HUDSON,PHU MAY,,WORLD WIDE,WORLD WIDE,11/03/2013,16/03/2013,10500,$/Day,6-9 Months,,Alpha Tankers & Frt.
14/03/2013,De Ping Hai,2002,74816,0,PERIOD,COPENSHIP,SAN CIPRIAN,,Skaw-Cape Passero,Skaw-Cape Passero,21/03/2013,26/03/2013,9500,$/Day,4-6 Months,,COSCO Qingdao
14/03/2013,Navios Helios,2005,77075,0,PERIOD,GOLDEN OCEAN,BARCELONA,,WORLD WIDE,WORLD WIDE,26/03/2013,31/03/2013,17000,$/Day,3-5 Months,,Navios Holdings
14/03/2013,Wadi Sudr,1994,64214,0,PERIOD,STX PAN OCEAN,XIAMEN,,WORLD WIDE,WORLD WIDE,15/03/2013,19/03/2013,9500,$/Day,3-6 Months,,National Navigation
13/03/2013,Rosco Ginkgo,2005,76620,0,PERIOD,WBC,MARIN,,WORLD WIDE,WORLD WIDE,19/03/2013,21/03/2013,13500,$/Day,5-7 Months,,Rewood Ocean Shpg.
13/03/2013,Shao Shan 6,2012,75700,0,PERIOD,NOBLE,NAGOYA,,WORLDWIDE,WORLDWIDE,23/03/2013,25/03/2013,9500,$/Day,5-7 Months,,COSCO Hunan
11/03/2013,Fortune Island,2008,82331,0,PERIOD,OLDENDORFF,KIMITSU,,WORLD WIDE,WORLD WIDE,14/03/2013,16/03/2013,9750,$/Day,4-7 Months,,
11/03/2013,Hong Yuan,2009,76574,0,PERIOD,CNR,Cape Passero,,WORLDWIDE,WORLDWIDE,09/03/2013,14/03/2013,10250,$/Day,4-6 Months,,
11/03/2013,Sea of Gracia,2003,76015,0,PERIOD,AUGUSTEA,QINGDAO,,WORLD WIDE,WORLD WIDE,16/03/2013,20/03/2013,9250,$/Day,4-6 Months,,
08/03/2013,Rodon Amarandon,2001,74090,0,PERIOD,NORDEN,NANTONG,,WORLD WIDE,WORLD WIDE,14/03/2013,19/03/2013,9300,$/Day,5-8 Months,,Goulandris Bros.
07/03/2013,Good Wish,2011,75031,0,PERIOD,NORDEN,TIANJIN,,WORLD WIDE,WORLD WIDE,07/03/2013,07/03/2013,9250,$/Day,6-9 Months,,Shandong F.E. Marine
07/03/2013,Calipso,2005,73691,0,PERIOD,NORDEN,CJK,,WORLD WIDE,WORLD WIDE,07/03/2013,07/03/2013,9250,$/Day,2-5 Months,,Diana Shipping Inc.
07/03/2013,Sri Prem Veena,2007,82459,0,PERIOD,MEDMAR,CHINA,,WORLD WIDE,WORLD WIDE,20/03/2013,30/03/2013,9750,$/Day,11-13 Months,,Mercator Limited
07/03/2013,Euro Carrier,2004,76602,0,PERIOD,NORDEN,HUANGPU,,WORLD WIDE,WORLD WIDE,13/03/2013,20/03/2013,9000,$/Day,6-10 Months,,Euroceanica (UK)
06/03/2013,Rose Atlantic,2005,75734,0,PERIOD,NORDEN,SHEKOU,,WORLD WIDE,WORLD WIDE,09/03/2013,14/03/2013,9500,$/Day,9-12 Months,,World Marine Co.
06/03/2013,Bulk Portugal,2012,82224,0,PERIOD,CNR,KASHIMA,,WORLD WIDE,WORLD WIDE,20/03/2013,24/03/2013,11250,$/Day,5-7 Months,,Marubeni Corp.
06/03/2013,Rose Atlantic,2005,75734,0,PERIOD,EUROPEAN CHARTERER,SHEKOU,,WORLD WIDE,WORLD WIDE,09/03/2013,13/03/2013,9500,$/Day,9-12 Months,,World Marine Co.
06/03/2013,Conti Spinell,2011,75035,0,PERIOD,EDF,UBE,,WORLD WIDE,WORLD WIDE,08/03/2013,10/03/2013,9150,$/Day,4-6 Months,,Conti Reederei
05/03/2013,Ligari,2004,75583,0,PERIOD,WBC,CJK,,WORLD WIDE,WORLD WIDE,05/03/2013,05/03/2013,9500,$/Day,6-8 Months,,Dryships Inc.
04/03/2013,Centrans Artemis,2011,93103,0,PERIOD,CNR,PMO,,WORLD WIDE,WORLD WIDE,04/03/2013,09/03/2013,7500,$/Day,4-7 Months,,Centrans Ocean
04/03/2013,OEL Confidence,2012,81699,0,PERIOD,CNR,LANSHAN,,WORLD WIDE,WORLD WIDE,08/03/2013,13/03/2013,9500,$/Day,4-6 Months,,HOSCO
04/03/2013,Nord Luna,2009,77171,0,PERIOD,OLDENDORFF,JAPAN,,WORLD WIDE,WORLD WIDE,05/03/2013,10/03/2013,9500,$/Day,4-7 Months,,Mitsubishi Ore Tpt.
04/03/2013,Coral Jasper,2012,78087,0,PERIOD,LANSING,TANJUNG BIN,,WORLD WIDE,WORLD WIDE,11/03/2013,13/03/2013,11000,$/Day,5-8 Months,,Nippon Yusen Kaisha
01/03/2013,Kesaria,2009,81932,0,PERIOD,GLENCORE,KASHIMA,,WORLD WIDE,WORLD WIDE,06/03/2013,11/03/2013,10000,$/Day,11-13 Months,,Andriaki Shpg. Co.
28/02/2013,Lito,2012,81970,0,PERIOD,NORDEN,QINGDAO,,WORLD WIDE,WORLD WIDE,28/02/2013,28/02/2013,10500,$/Day,4-7 Months,,Larus S.A.
28/02/2013,RBD Capri,2008,76619,0,PERIOD,OLDENDORFF,CJK,,WORLD WIDE,WORLD WIDE,04/03/2013,08/03/2013,9000,$/Day,4-8 Months,,Shoei Kisen K.K.
28/02/2013,Guo Yuan 10,2011,75980,0,PERIOD,CNR,GUANGZHOU,,WORLD WIDE,WORLD WIDE,03/03/2013,05/03/2013,9900,$/Day,4-7 Months,,Shanghai Guohang
