Panamax Bulk Period Fixtures,,,,,,,,,,,,,,,,,
Fixtures are provided as reported and are not comprehensive.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Created 17 July 2014 11:17,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Name,Built,Dwt,Quantity,Type,Charterer,Delivery,Load,Discharge,Redel,Laycan From,Laycan To,Rate,Unit,Period,Ballast Bonus,Owner
05/12/2013,Tian Bai Feng,2000,74269,0,PERIOD,CNR,LANSHAN,,WORLD WIDE,WORLD WIDE,13/11/2013,13/11/2013,12400,$/Day,15-17 Months,,China Shpg. (H.K.)
04/12/2013,Cemtex Creation,2013,82000,,PERIOD,MINMETAL,TAIWAN,,WORLD WIDE,WORLD WIDE,18/12/2013,25/12/2013,13000,$/Day,12 Months,,U-Ming Marine Tran.
04/12/2013,Tai Promotion,2004,77000,0,PERIOD,NORDEN,PMO,,WORLD WIDE,WORLD WIDE,04/12/2013,04/12/2013,13400,$/Day,6-7 Months,,Taiwan Navigation
03/12/2013,Prabhu Puni,2002,76015,0,PERIOD,NOBLE,YANTAI,,WORLDWIDE,WORLDWIDE,03/12/2013,03/12/2013,12500,$/Day,4-7 Months,,Tolani Group of Shpg
03/12/2013,Bahia Blanca SW,2011,76483,0,PERIOD,NOBLE,UAE,,WORLDWIDE,WORLDWIDE,08/12/2013,13/12/2013,12250,$/Day,6-9 Months,,Shih Wei Navigation
03/12/2013,Cymbeline,2001,73060,0,PERIOD,CNR,QINZHOU,,WORLDWIDE,WORLDWIDE,03/12/2013,03/12/2013,12000,$/Day,4-6 Months,,Hadley Shpg. Co.
02/12/2013,London 2012,2007,82562,0,PERIOD,COBELFRET,EC INDIA,,WORLD WIDE,WORLD WIDE,05/12/2013,10/12/2013,11750,$/Day,11-13 Months,,Tsakos Shpg. & Trad.
02/12/2013,Kinoura,2012,82250,0,PERIOD,CNR,LONGKOU,,WORLD WIDE,WORLD WIDE,03/12/2013,08/12/2013,12600,$/Day,3-5 Months,,Nissen Kaiun K.K.
29/11/2013,Trade Will,2012,81712,0,PERIOD,OLDENDORFF,HALDIA,,WORLD WIDE,WORLD WIDE,10/12/2013,15/12/2013,12100,$/Day,11-13 Months,,Marine Management
29/11/2013,Atlantic Breeze,2004,76267,0,PERIOD,OLDENDORFF,QINGDAO,,WORLD WIDE,WORLD WIDE,28/11/2013,30/11/2013,11750,$/Day,4-6 Months,,Blenheim Shipping
29/11/2013,Riruccia,1997,74002,0,PERIOD,BUNGE,INCHON,,WORLD WIDE,WORLD WIDE,02/12/2013,07/12/2013,11250,$/Day,11-13 Months,,Augustea Ship Mngt
29/11/2013,Anangel Omonia,1996,73519,0,PERIOD,COSCO,PARADIP,,WORLD WIDE,WORLD WIDE,06/12/2013,14/12/2013,12000,$/Day,4-7 Months,,Anangel-American
28/11/2013,Triton,2001,75336,0,PERIOD,BUNGE,XIAMEN,,WORLD WIDE,WORLD WIDE,03/12/2013,12/12/2013,11000,$/Day,9-11 Months,,Diana Shipping Inc.
27/11/2013,Mynika,2013,84108,0,PERIOD,GLENCORE,YANTAI,,WORLD WIDE,WORLD WIDE,26/11/2013,26/11/2013,13000,$/Day,4-6 Months,,Transmed Shipping
27/11/2013,Atlantic Moon,2012,82188,0,PERIOD,CNR,IMMINGHAM,,SINGAPORE-JAPAN,SINGAPORE-JAPAN,02/12/2013,03/12/2013,23500,$/Day,79-139 Days,,"Bottiglieri, Rizzo"
26/11/2013,Black Pearl,2012,78890,0,PERIOD,BUNGE,PARADIP,,WORLD WIDE,WORLD WIDE,05/12/2013,10/12/2013,11750,$/Day,14-18 Months,,Primerose Shipping
25/11/2013,Danae,2001,75106,0,PERIOD,GMI,RIZHAO,,WORLD WIDE,WORLD WIDE,25/11/2013,30/11/2013,11500,$/Day,4-6 Months,,Diana Shipping Inc.
25/11/2013,Great Bless,1997,73251,0,PERIOD,CNR,FANGCHENG,,WORLD WIDE,WORLD WIDE,07/12/2013,12/12/2013,10500,$/Day,11-13 Months,,Sinotrans Shpg. Ltd.
21/11/2013,Lyric Poet,2012,81276,0,PERIOD,BUNGE,VIETNAM,,WORLD WIDE,WORLD WIDE,28/11/2013,30/11/2013,11750,$/Day,4-7 Months,,Lyras Maritime Ltd.
21/11/2013,Alpha Harmony,2001,74492,0,PERIOD,CNR,CJK,,WORLD WIDE,WORLD WIDE,23/11/2013,24/11/2013,11000,$/Day,4-6 Months,,Alpha Tankers & Frt.
20/11/2013,Red Rose,2003,76629,0,PERIOD,UNITED,CJK,,WORLDWIDE,WORLDWIDE,01/12/2013,06/12/2013,11300,$/Day,11-13 Months,,Shoei Kisen K.K.
19/11/2013,Efessos Wave,2012,87332,0,PERIOD,BUNGE,FANGCHENG,,WORLD WIDE,WORLD WIDE,09/11/2013,19/11/2013,10500,$/Day,8-12 Months,,Teo Shipping Corp.
19/11/2013,Torm Trader,2010,82181,0,PERIOD,HUDSON,CJK,,WORLD WIDE,WORLD WIDE,24/11/2013,29/11/2013,11300,$/Day,11-13 Months,,"Torm, Dampskibss"
14/11/2013,Ultra Panache,2011,78450,0,PERIOD,MOSVOLD,SW PASSAGE,,WORLDWIDE,WORLDWIDE,28/11/2013,03/12/2013,13000,$/Day,4-6 Months,900000,Ultrabulk Shipping
12/11/2013,Kastelli Wave,2011,87340,0,PERIOD,COBELFRET,MALTA,,WORLD WIDE,WORLD WIDE,15/11/2013,20/11/2013,17500,$/Day,4-6 Months,,Teo Shipping Corp.
12/11/2013,Marto,2001,74470,0,PERIOD,EFE,SINES,,WORLD WIDE,WORLD WIDE,12/11/2013,12/11/2013,15000,$/Day,,,Starbulk S.A.
11/11/2013,Konstantinos II,2013,82000,0,PERIOD,SWISS MARINE,PORT KELANG,,WORLD WIDE,WORLD WIDE,15/11/2013,25/11/2013,,$/Day,6-8 Months,,Hellenic Carriers
07/11/2013,Ecostar G. O.,2007,75149,0,PERIOD,Windrose,QINGDAO,,WORLD WIDE,WORLD WIDE,15/11/2013,20/11/2013,11800,$/Day,5-8 Months,,Gleamray Maritime
05/11/2013,Torm Island,2010,82194,0,PERIOD,NORDEN,CJK,,WORLD WIDE,WORLD WIDE,06/11/2013,11/11/2013,11750,$/Day,4-6 Months,,Sumitomo Corp
31/10/2013,Leda C,2011,81526,0,PERIOD,UNITED,INCHON,,WORLD WIDE,WORLD WIDE,29/10/2013,31/10/2013,13750,$/Day,4-7 Months,,Target Marine S.A.
31/10/2013,Michele D'Amato,2005,76440,0,PERIOD,QUADRA,SW PASSAGE,,WORLD WIDE,WORLD WIDE,10/11/2013,15/11/2013,16000,$/Day,,650000,Yamamoto Kaiun K.K.
28/10/2013,Tai Promotion,2004,77000,0,PERIOD,E SHIPS,CHIWAN,,WORLD WIDE,WORLD WIDE,30/10/2013,31/10/2013,13500,$/Day,1 Years,,Taiwan Navigation
25/10/2013,Tyana,2010,82158,0,PERIOD,GLENCORE,SHIBUSHI,,WORLD WIDE,WORLD WIDE,29/10/2013,30/10/2013,12000,$/Day,12-15 Months,,Andriaki Shpg. Co.
24/10/2013,Pella,2010,82163,0,PERIOD,BUNGE,SINGAPORE,,WORLD WIDE,WORLD WIDE,25/10/2013,26/10/2013,12500,$/Day,11-13 Months,,Andriaki Shpg. Co.
24/10/2013,Torm Bornholm,2004,75950,0,PERIOD,CNR,TIANJIN,,WORLD WIDE,WORLD WIDE,23/10/2013,24/10/2013,12500,$/Day,11-13 Months,,Mitsubishi Ore Tpt.
23/10/2013,Alexandra,2001,74756,0,PERIOD,GMI,YANTAI,,WORLD WIDE,WORLD WIDE,23/10/2013,23/10/2013,13000,$/Day,4-7 Months,,Carras Hellas
21/10/2013,Ningbo Seal,2011,76032,0,PERIOD,WBC,Cape Passero,,WORLD WIDE,WORLD WIDE,25/10/2013,31/10/2013,15250,$/Day,11-13 Months,,Ningbo Longsheng Sh.
18/10/2013,Prime Daisy,2012,81507,0,PERIOD,BUNGE,LULEA,,world,world,14/11/2013,16/11/2013,16500,$/Day,10-12 Months,,Active Shipping
17/10/2013,Ever Blossom,1997,72517,0,PERIOD,EUROPEAN CHRTR,BILBAO,,worldwde,worldwde,25/10/2013,28/10/2013,19000,$/Day,4-5 Months,,ID Shipping
16/10/2013,Port Star,2012,82177,0,PERIOD,ULTRABULK,HUNTERSTON,,WORLDWIDE,WORLDWIDE,24/10/2013,29/10/2013,20500,$/Day,4-6 Months,,Kobe Shpg.Co. Ltd.
16/10/2013,Pantera Rosa,2009,78844,0,PERIOD,AQUAVITA,BRINDISI,,WORLDWIDE,WORLDWIDE,18/10/2013,20/10/2013,16500,$/Day,9-11 Months,,Koyo Line Ltd.
15/10/2013,Great Rich,2012,75524,0,PERIOD,NOBLE,HONG KONG,,WORLDWIDE,WORLDWIDE,15/10/2013,15/10/2013,12900,$/Day,11-13 Months,,Sinotrans Shpg. Ltd.
11/10/2013,Bahia Blanca SW,2011,76483,0,PERIOD,E SHIPS,N CHINA,,WORLDWIDE,WORLDWIDE,25/10/2013,31/10/2013,13750,$/Day,10-12 Months,,Shih Wei Navigation
11/10/2013,Great Mind,2011,75474,0,PERIOD,WBC,UKC,,WORLDWIDE,WORLDWIDE,25/10/2013,26/10/2013,14500,$/Day,11-13 Days,,Sinotrans Shpg. Ltd.
10/10/2013,Cap Ferrat,2000,75595,0,PERIOD,KLAVENESS,GIBRALTAR,,Gibraltar-Skaw,Gibraltar-Skaw,15/10/2013,18/10/2013,16350,$/Day,100-150 Days,,Cyprus Maritime Co.
10/10/2013,Great Bright,1998,73242,0,PERIOD,NORDEN,Dadong,,WORLDWIDE,WORLDWIDE,10/10/2013,10/10/2013,14900,$/Day,4-5 Months,,Sinotrans Shpg. Ltd.
08/10/2013,Sorrento,2004,76633,0,PERIOD,SWISS MARINE,SHEKOU,,WORLDWIDE,WORLDWIDE,08/10/2013,08/10/2013,13500,$/Day,11-13 Months,,Dryships Inc.
08/10/2013,Oinoussian Lion,1996,71662,0,PERIOD,MOSVOLD,TOKACHI,,WORLDWIDE,WORLDWIDE,20/10/2013,25/10/2013,13000,$/Day,10-13 Months,,Efploia Shpg. Co.
07/10/2013,Giovanni Battista Bottiglieri,1999,75265,0,PERIOD,VITOL,FUJAIRAH,,WORLD WIDE,WORLD WIDE,05/10/2013,10/10/2013,15000,$/Day,4-6 Months,,"Bottiglieri, Rizzo"
07/10/2013,Ribbon,1998,74522,0,PERIOD,VITOL,HALDIA,,WORLD WIDE,WORLD WIDE,27/09/2013,27/09/2013,12500,$/Day,11-13 Months,,Augustea Ship Mngt
07/10/2013,Hephaestus,2001,74350,0,PERIOD,COBELFRET,HUANGPU,,WORLD WIDE,WORLD WIDE,04/10/2013,06/10/2013,14000,$/Day,4-6 Months,,Aegean Bulk Co. Inc.
07/10/2013,Wooyang Queen,1997,71298,0,PERIOD,HAYNE SHIPPING CO LTD SEOUL,CHINA,,WORLDWIDE,WORLDWIDE,20/10/2013,30/10/2013,12000,$/Day,1 Years,,Pacific King Shpg.
07/10/2013,APJ Mahakali,1996,70296,0,PERIOD,PHAETHON,Krishnapatnam,,WORLDWIDE,WORLDWIDE,12/10/2013,17/10/2013,11300,$/Day,3-5 Months,,Apeejay Shipping
04/10/2013,Thor,2005,76838,0,PERIOD,WBC,HIROHATA,,WORLDWIDE,WORLDWIDE,02/10/2013,02/10/2013,16000,$/Day,6 Months,,Primerose Shipping
04/10/2013,Tian Song Feng,2000,74271,0,PERIOD,NOBLE,CJK,,WORLDWIDE,WORLDWIDE,18/10/2013,27/10/2013,12800,$/Day,11-13 Months,,China Shpg. (H.K.)
04/10/2013,Panamax Energy,1998,74083,0,PERIOD,CASTLETON COMMODITIES INTERNATIONAL,GIBRALTAR,,Skaw-Cape Passero,Skaw-Cape Passero,04/10/2013,04/10/2013,16500,$/Day,,,Cyprus Sea Lines
03/10/2013,Ikan Belanak,2005,75744,0,PERIOD,AQUAVITA,GIBRALTAR,,WORLDWIDE,WORLDWIDE,03/10/2013,08/10/2013,17250,$/Day,6-8 Months,,Daiichi Chuo Marine
02/10/2013,Coral Seas,2006,74477,0,PERIOD,OLDENDORFF,BALBOA,,WORLD WIDE,WORLD WIDE,05/10/2013,10/10/2013,14500,$/Day,4-6 Months,900000,Paragon Shpg.
01/10/2013,Cape,1997,73048,0,PERIOD,NOBLE,PARANAGUA,,WORLD WIDE,WORLD WIDE,05/10/2013,10/10/2013,12000,$/Day,11-13 Months,585000,Fenix Ocean Systems
30/09/2013,Jupiter,2006,77171,0,PERIOD,ULTRABULK,PARADIP,,WORLD WIDE,WORLD WIDE,13/10/2013,13/10/2013,13500,$/Day,1 Years,,Gestion Maritime
27/09/2013,Elbe,2001,75259,0,PERIOD,LANSING,MIZUSHIMA,,WORLDWIDE,WORLDWIDE,09/10/2013,12/10/2013,12000,$/Day,13-15 Months,,"Nord, Reederei, Ltd."
27/09/2013,Bright Gemini,2013,82165,0,PERIOD,MOL,MATSUURA,,WORLDWIDE,WORLDWIDE,01/10/2013,06/10/2013,16750,$/Day,4-6 Months,,Meiji Shipping Co.
27/09/2013,YM Rightness,2004,77684,0,PERIOD,OLDENDORFF,TANJUNG BIN,,WORLDWIDE,WORLDWIDE,04/10/2013,09/10/2013,15000,$/Day,4-6 Months,,Kuang Ming Shpg.
26/09/2013,Medi Lausanne,2006,83002,0,PERIOD,NOBLE,GIBRALTAR,,WORLDWIDE,WORLDWIDE,26/09/2013,26/09/2013,19650,$/Day,5-7 Months,,Fukujin Shipping
26/09/2013,Maria Theo,2000,74381,0,PERIOD,OLDENDORFF,BAHRAIN,,WORLDWIDE,WORLDWIDE,26/09/2013,26/09/2013,14250,$/Day,5-7 Months,,Evripos Shipmngmnt.
25/09/2013,Red Lotus,2006,83007,0,PERIOD,AQUAVITA,ENSTED,,WORLDWIDE,WORLDWIDE,24/09/2013,26/09/2013,19000,$/Day,5-7 Months,,Santoku Senpaku
25/09/2013,Archigetis,2011,81076,0,PERIOD,CNR,ULSAN,,WORLDWIDE,WORLDWIDE,29/09/2013,30/09/2013,13500,$/Day,5-7 Months,,Archipelago Shipping
25/09/2013,Tiger North,2013,76000,0,PERIOD,CNR,TAIWAN,,WORLDWIDE,WORLDWIDE,15/10/2013,25/10/2013,12650,$/Day,1 Years,,Greathorse Shipping
24/09/2013,Meteor,2010,82589,0,PERIOD,CNR,PMO,,WORLDWIDE,WORLDWIDE,24/09/2013,24/09/2013,15000,$/Day,5-7 Months,,Orion Bulkers
24/09/2013,Angelic Power,2002,74764,0,PERIOD,NORDEN,CHIWAN,,WORLDWIDE,WORLDWIDE,24/09/2013,24/09/2013,12500,$/Day,5-7 Months,,Diamlemos Shpg. Corp
24/09/2013,Garima Prem,2007,74500,0,PERIOD,MEDMAR,ENNORE,,WORLDWIDE,WORLDWIDE,27/09/2013,02/10/2013,12000,$/Day,7-9 Months,,Mercator Limited
24/09/2013,Panamax Energy,1998,74083,0,PERIOD,CNR,Cape Passero,,Skaw-Gibraltar,Skaw-Gibraltar,27/09/2013,02/10/2013,16500,$/Day,4-6 Months,,Cyprus Sea Lines
24/09/2013,Corviglia,1999,73035,0,PERIOD,CNR,QINGDAO,,WORLDWIDE,WORLDWIDE,29/09/2013,04/10/2013,12000,$/Day,5-7 Months,,Suisse-Atlantique
23/09/2013,Mariolina de Carlini,2010,87337,0,PERIOD,COBELFRET,GANGAVARAM,,WORLDWIDE,WORLDWIDE,23/09/2013,23/09/2013,13500,$/Day,4-6 Months,,"Bottiglieri, Rizzo"
23/09/2013,Galio,2013,81404,0,PERIOD,CLEARLAKE SHIPPING,BAHRAIN,,WORLDWIDE,WORLDWIDE,18/09/2013,18/09/2013,13000,$/Day,4-6 Months,,Sea Traders S.A.
23/09/2013,Galio,2013,81404,0,PERIOD,CLEARLAKE SHIPPING,PMO,,WORLDWIDE,WORLDWIDE,17/09/2013,17/09/2013,12500,$/Day,4-7 Months,,Sea Traders S.A.
20/09/2013,Bulk Portugal,2012,82224,0,PERIOD,MARUBENI,LANSHAN,,WORLDWIDE,WORLDWIDE,02/10/2013,07/10/2013,14250,$/Day,4-7 Months,,Marubeni Corp.
20/09/2013,Argolis,2005,76150,0,PERIOD,OLDENDORFF,QINGDAO,,WORLDWIDE,WORLDWIDE,02/10/2013,07/10/2013,11500,$/Day,35-37 Months,,Efshipping Co S.A.
20/09/2013,Shi Dai 9,2012,75423,0,PERIOD,NOBLE,NORTH CHINA,,WORLDWIDE,WORLDWIDE,25/09/2013,30/09/2013,12000,$/Day,8-10 Months,,Shanghai Time Shpg.
19/09/2013,Venus Horizon,2012,95755,0,PERIOD,WBC,XINSHA,,WORLDWIDE,WORLDWIDE,01/10/2013,06/10/2013,13000,$/Day,11-13 Months,,Safe Bulkers Inc.
19/09/2013,Fortune Miracle,2009,82338,0,PERIOD,CNR,RICHARDS BAY,,WORLDWIDE,WORLDWIDE,20/09/2013,25/09/2013,15000,$/Day,5-7 Months,,Cido Shipping
19/09/2013,Goya,2008,75750,0,PERIOD,SWISS MARINE,SHANGHAI,,WORLDWIDE,WORLDWIDE,20/09/2013,25/09/2013,10750,$/Day,4-6 Months,,Mowinckels Rederi
19/09/2013,Babitonga,2001,75253,0,PERIOD,TOEPFER,Cape Passero,,WORLDWIDE,WORLDWIDE,25/09/2013,30/09/2013,13000,$/Day,8 Months,,"Nord, Reederei, Ltd."
19/09/2013,Great Wisdom,2000,74293,0,PERIOD,CASTLETON COMMODITIES INTERNATIONAL,QINGDAO,,WORLDWIDE,WORLDWIDE,03/10/2013,08/10/2013,11000,$/Day,11-13 Months,,Sinotrans Shpg. Ltd.
18/09/2013,Ellina,2008,82612,0,PERIOD,ULTRABULK,KAKINADA,,WORLDWIDE,WORLDWIDE,22/09/2013,26/09/2013,12000,$/Day,4-6 Months,,Thenamaris (Mgmt.)
18/09/2013,Caravos Harmony,2013,81631,0,PERIOD,BUNGE,BALBOA,,WORLDWIDE,WORLDWIDE,17/09/2013,19/09/2013,11000,$/Day,11-13 Months,800000,Iason Hellenic
18/09/2013,Ever Best,2013,81717,0,PERIOD,CARGILL,XIAMEN,,WORLDWIDE,WORLDWIDE,27/09/2013,02/10/2013,12000,$/Day,5-10 Months,,First S.S.
18/09/2013,Ocean Qingdao,2011,75618,0,PERIOD,CNR,RIZHAO,,WORLDWIDE,WORLDWIDE,14/10/2013,19/10/2013,10200,$/Day,4-6 Months,,Farenco Shipping
18/09/2013,Rosco Olive,2010,74979,0,PERIOD,CNR,LONGKOU,,WORLDWIDE,WORLDWIDE,25/09/2013,30/09/2013,11800,$/Day,5-7 Months,,Rewood Ocean Shpg.
17/09/2013,Bryant,2009,76595,0,PERIOD,OLDENDORFF,GUANGZHOU,,WORLDWIDE,WORLDWIDE,18/09/2013,20/09/2013,12250,$/Day,5-7 Months,,Franco Comp. Nav.
16/09/2013,Vivian,2002,75735,0,PERIOD,AUGUSTEA,SOUTH KOREA,,WORLDWIDE,WORLDWIDE,30/09/2013,30/09/2013,11700,$/Day,12 Months,,Sinochem Shpg.
13/09/2013,Blumenau,2012,81652,0,PERIOD,INTERMARE,MONTOIR,,WORLDWIDE,WORLDWIDE,28/09/2013,30/09/2013,12650,$/Day,12-15 Months,,Rudolf A. Oetker
13/09/2013,Afovos,2001,74350,0,PERIOD,CNR,TIANJIN,,WORLDWIDE,WORLDWIDE,18/09/2013,22/09/2013,10750,$/Day,5-8 Months,,Aegean Bulk Co. Inc.
13/09/2013,Great Intelligence,2000,74293,0,PERIOD,NORDEN,Lianyungang,,WORLDWIDE,WORLDWIDE,25/09/2013,30/09/2013,10250,$/Day,11-13 Months,,Sinotrans Shpg. Ltd.
13/09/2013,Nyon,1999,73035,0,PERIOD,NORDEN,HONG KONG,,WORLDWIDE,WORLDWIDE,19/09/2013,24/09/2013,11000,$/Day,11-13 Months,,Suisse-Atlantique
11/09/2013,Athina,2007,76635,0,PERIOD,CNR,CHINA,,WORLDWIDE,WORLDWIDE,14/09/2013,24/09/2013,10700,$/Day,9-13 Months,,Chronos Shpg. Co.
11/09/2013,Great Jade,1997,73192,0,PERIOD,KLAVENESS,Cape Passero,,WORLDWIDE,ATLANTIC,20/09/2013,30/09/2013,10500,$/Day,11-13 Months,,Sinotrans Shpg. Ltd.
10/09/2013,Xin Hua,2012,82269,0,PERIOD,WBC,QINGDAO,,WORLDWIDE,WORLDWIDE,20/09/2013,25/09/2013,10700,$/Day,4-6 Months,,Far East Leasing
10/09/2013,Pedhoulas Fighter,2012,81541,0,PERIOD,CNR,WC INDIA,,WORLDWIDE,WORLDWIDE,20/09/2013,30/09/2013,11500,$/Day,9-13 Months,,Safe Bulkers Inc.
09/09/2013,F. D. Isabella,2009,82108,0,PERIOD,CNR,TOMOGASHIMA,,WORLDWIDE,WORLDWIDE,14/08/2013,19/08/2013,10500,$/Day,4-6 Months,,Fratelli D'Amato
09/09/2013,Inter Pride,2000,74005,0,PERIOD,SWISS MARINE,PHU MY,,WORLDWIDE,WORLDWIDE,13/09/2013,18/09/2013,10000,$/Day,5-7 Months,,Inter Ocean Shpg
06/09/2013,Densa Flamingo,2012,82671,0,PERIOD,OLDENDORFF,TIANJIN,,WORLDWIDE,WORLDWIDE,06/09/2013,06/09/2013,9500,$/Day,4-6 Months,,Densa Shipping
05/09/2013,Xiao Yu,2012,76116,0,PERIOD,SINOTRANS,BEI HAI,,WORLD WIDE,WORLD WIDE,17/09/2013,22/09/2013,9100,$/Day,11-13 Months,,Shandong Shipping
05/09/2013,Ever Excellent,1998,73965,0,PERIOD,CNR,GUANGZHOU,,WORLD WIDE,WORLD WIDE,15/09/2013,22/09/2013,9500,$/Day,4-9 Months,,Dr. Peters
04/09/2013,Iolcos Harmony,2012,87000,0,PERIOD,GLENCORE,HONG KONG,,WORLDWIDE,WORLDWIDE,04/09/2013,04/09/2013,9500,$/Day,5-8 Months,,Iolcos Hellenic
