Panamax Bulk Period Fixtures,,,,,,,,,,,,,,,,,
Fixtures are provided as reported and are not comprehensive.,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Created 17 July 2014 09:11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,Name,Built,Dwt,Quantity,Type,Charterer,Delivery,Load,Discharge,Redel,Laycan From,Laycan To,Rate,Unit,Period,Ballast Bonus,Owner
08/05/2014,Banzai,2002,74222,0,PERIOD,SMART GAIN,CJK,,WORLD WIDE,WORLD WIDE,13/05/2014,14/05/2014,11500,$/Day,5-7 Months,,Orion Bulkers
06/05/2014,Infinity,2010,80282,0,PERIOD,GMI,SINGAPORE,,WORLD WIDE,WORLD WIDE,06/05/2014,06/05/2014,12000,$/Day,4-7 Months,,Aegean Bulk Co. Inc.
02/05/2014,Vishva Jyoti,2012,82000,0,PERIOD,SIVABULK,MUNDRA,,WORLD WIDE,WORLD WIDE,02/05/2014,02/05/2014,11000,$/Day,3-5 Months,,Shpg. Corp. of India
01/05/2014,Navios Star,2002,76662,0,PERIOD,CNR,QINGDAO,,WORLD WIDE,WORLD WIDE,03/05/2014,08/05/2014,10900,$/Day,4-6 Months,,Navios Holdings
01/05/2014,General Guisan,1999,73035,0,PERIOD,OLDENDORFF,QINHUANGDAO,,WORLD WIDE,WORLD WIDE,02/05/2014,08/05/2014,7150,$/Day,110-180 Days,,Suisse-Atlantique
30/04/2014,Andros,2010,82158,0,PERIOD,GMI,KARAIKAL,,WORLD WIDE,WORLD WIDE,04/05/2014,09/05/2014,13000,$/Day,11-15 Months,,Andriaki Shpg. Co.
30/04/2014,Aeolian Vision,2011,80650,0,PERIOD,GMI,TAIWAN,,WORLD WIDE,WORLD WIDE,30/04/2014,,13000,$/Day,11-13 Months,,Ocean Freighters
28/04/2014,Aeolian Spirit,1999,73739,0,PERIOD,GMI,QUANZHOU,,WORLD WIDE,WORLD WIDE,28/04/2014,28/04/2014,13000,$/Day,11-13 Months,,Swiss Marine Inc.
25/04/2014,Sunny Young,2011,81966,0,PERIOD,CNR,QINGDAO,,WORLD WIDE,WORLD WIDE,02/05/2014,05/05/2014,13000,$/Day,11-13 Months,,Joong Ang Shpg. Co.
22/04/2014,Cinzia d'Amato,2008,75213,0,PERIOD,CNR,PMO,,WORLD WIDE,WORLD WIDE,17/04/2014,22/04/2014,12500,$/Day,5-7 Months,,Perseveranza di Nav.
22/04/2014,Zagora,2001,73435,0,PERIOD,HUDSON,ZHANGZHOU,,WORLD WIDE,WORLD WIDE,24/04/2014,29/04/2014,11500,$/Day,6-9 Months,,Goulandris Bros.
17/04/2014,Aspasia Luck,2000,72270,0,PERIOD,NOBLE,KUNSAN,,WORLD WIDE,WORLD WIDE,17/04/2014,17/04/2014,11000,$/Day,5-8 Months,,Eurobulk Ltd.
03/04/2014,Bonanza YR,2006,76453,0,PERIOD,PCL,PASSERO,,WORLD WIDE,WORLD WIDE,04/04/2014,05/04/2014,13000,$/Day,11-13 Months,,Yamamoto Kisen Y.K.
27/03/2014,Yong Feng,2000,74131,0,PERIOD,BUNGE,TAEAN,,WORLD WIDE,WORLD WIDE,26/03/2014,27/03/2014,13000,$/Day,4-6 Months,,COSCO (Hong Kong)
24/03/2014,Xin Hong,2013,82226,0,PERIOD,SINOMARINE,FANGCHENG,,WORLD WIDE,WORLD WIDE,23/03/2014,28/03/2014,14500,$/Day,11-13 Months,,South Ocean Shpg.
24/03/2014,Belmonte,2007,75395,0,PERIOD,NORDEN,Cape Passero,,WORLD WIDE,WORLD WIDE,18/03/2014,23/03/2014,14250,$/Day,8-10 Months,,Nitta Kisen
21/03/2014,Maritime Hareshio,2006,75740,0,PERIOD,ADMI,CJK,,WORLD WIDE,WORLD WIDE,23/03/2014,25/03/2014,14200,$/Day,5-7 Months,,Dae Ah Shipping
20/03/2014,Iolcos Legacy,2010,87375,0,PERIOD,BUNGE,FAR EAST,,WORLD WIDE,WORLD WIDE,05/04/2014,05/04/2014,14500,$/Day,4-7 Months,,Iolcos Hellenic
20/03/2014,Delmar,2011,81502,0,PERIOD,BTG PACTUAL,Song Xia,,WORLD WIDE,WORLD WIDE,06/04/2014,11/04/2014,14800,$/Day,2 Years,,Meadway Shpg. & Trdg
19/03/2014,Ocean Lion,2005,75656,0,PERIOD,LOUIS DREYFUS,KINUURA,,WORLD WIDE,WORLD WIDE,20/03/2014,22/03/2014,14000,$/Day,14-18 Months,,Primerose Shipping
19/03/2014,Barito,1996,73008,0,PERIOD,TOPSAIL,FANGCHENG,,WORLD WIDE,WORLD WIDE,19/03/2014,19/03/2014,12500,$/Day,5-8 Months,,Unknown
17/03/2014,Malakand,2004,76830,0,PERIOD,NORDEN,CHIWAN,,WORLD WIDE,WORLD WIDE,20/03/2014,29/03/2014,,$/Day,11-13 Months,,Pakistan Nat. Shpg.
13/03/2014,Densa Flamingo,2012,82671,0,PERIOD,OLDENDORFF,CJK,,WORLD WIDE,WORLD WIDE,12/03/2014,16/03/2014,14500,$/Day,3-6 Months,,Densa Shipping
11/03/2014,Imperial,2007,75527,0,PERIOD,SCORPIO,LANSHAN,,WORLD WIDE,WORLD WIDE,11/03/2014,13/03/2014,13500,$/Day,11-13 Months,,Atlantska Plovidba
10/03/2014,Theodor Oldendorff,2008,77171,0,PERIOD,CNR,JAPAN,,WORLD WIDE,WORLD WIDE,30/03/2014,30/03/2014,15250,$/Day,11-13 Months,,Oldendorff Carriers
07/03/2014,Iron Kalypso,2006,82224,0,PERIOD,UNITED,PMO,,WORLD WIDE,WORLD WIDE,06/03/2014,10/03/2014,15250,$/Day,4-7 Months,,Excel Maritime Carr.
07/03/2014,Orion Pride,2011,81391,0,PERIOD,KLAVENESS,ZHUHAI,,WORLD WIDE,WORLD WIDE,08/03/2014,10/03/2014,14100,$/Day,1 Years,,Golden Bridge
07/03/2014,Medi Taipei,2003,76633,0,PERIOD,CNR,TAIPEI,,WORLD WIDE,WORLD WIDE,13/03/2014,17/03/2014,14200,$/Day,4-6 Months,,Kuang Ming Shpg.
07/03/2014,Rosco Sandalwood,2004,76801,0,PERIOD,HMM,CJK,,WORLD WIDE,WORLD WIDE,13/03/2014,15/03/2014,14500,$/Day,5-8 Months,,Rewood Ocean Shpg.
07/03/2014,Good Luck,2011,75031,0,PERIOD,NORDEN,CAI LAN,,WORLD WIDE,WORLD WIDE,14/03/2014,19/03/2014,14250,$/Day,11-13 Months,,Shandong F.E. Marine
04/03/2014,Nord Destiny,2008,83684,0,PERIOD,CNR,HUANGPU,,WORLD WIDE,WORLD WIDE,01/03/2014,03/03/2014,14750,$/Day,4-7 Months,,Nissen Kaiun K.K.
03/03/2014,Alexandra,2006,82329,0,PERIOD,CARGILL,YATSUSHIRO,,WORLD WIDE,WORLD WIDE,08/03/2014,13/03/2014,15000,$/Day,11-13 Months,,Neda Maritime Agency
03/03/2014,Ever Leader,1999,73965,0,PERIOD,SINOCHART,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,11/03/2014,20/03/2014,13500,$/Day,11-14 Months,,First S.S.
27/02/2014,Ocean Gem,2011,75618,0,PERIOD,GMI,Higashi-Harima,,WORLD WIDE,WORLD WIDE,28/02/2014,05/03/2014,14000,$/Day,11-13 Months,,Gleamray Maritime
27/02/2014,Rodon Amarandon,2001,74090,0,PERIOD,CNR,Song Xia,,WORLD WIDE,WORLD WIDE,26/02/2014,28/02/2014,13750,$/Day,5-7 Months,,Goulandris Bros.
26/02/2014,Port Star,2012,82177,0,PERIOD,VATTENFALL,CHINA,,WORLD WIDE,WORLD WIDE,03/03/2014,08/03/2014,15500,$/Day,11-13 Months,,Kobe Shpg.Co. Ltd.
26/02/2014,SITC Lushan,2013,76132,0,PERIOD,NORDEN,COGH,,WORLD WIDE,WORLD WIDE,26/02/2014,26/02/2014,14000,$/Day,11-13 Months,375000,SITC
25/02/2014,Rosco Poplar,2008,82331,0,PERIOD,D'AMICO,CHIWAN,,WORLD WIDE,WORLD WIDE,23/02/2014,26/02/2014,14250,$/Day,,,Rewood Ocean Shpg.
21/02/2014,Chiara D'Amato,2009,93271,0,PERIOD,GMI,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,23/02/2014,28/02/2014,13000,$/Day,5-9 Months,,Perseveranza di Nav.
21/02/2014,Lillian,2012,82306,0,PERIOD,OLDENDORFF,COGH,,WORLD WIDE,WORLD WIDE,24/02/2014,01/03/2014,14000,$/Day,11-13 Months,475000,Far East Leasing
21/02/2014,Ariana,2005,76631,0,PERIOD,BUNGE,RIZHAO,,WORLD WIDE,WORLD WIDE,22/02/2014,01/03/2014,14000,$/Day,11-13 Months,,Hydroussa Nvgtn
21/02/2014,Elpis,2001,75151,0,PERIOD,OLDENDORFF,QINGDAO,,WORLD WIDE,WORLD WIDE,03/03/2014,05/03/2014,13750,$/Day,11-13 Months,,Carras Hellas
20/02/2014,Iron Manolis,2007,82800,0,PERIOD,GLENCORE,VIETNAM,,WORLD WIDE,WORLD WIDE,20/02/2014,20/02/2014,15000,$/Day,4-6 Months,,Excel Maritime Carr.
20/02/2014,Great Dragon 9,2012,79421,0,PERIOD,BAOTRANS,XIAMEN,,WORLD WIDE,WORLD WIDE,20/02/2014,20/02/2014,13900,$/Day,11-13 Months,,Haina Marine
19/02/2014,AMS Pegasus II,2012,81512,0,PERIOD,OLDENDORFF,CJK,,WORLD WIDE,WORLD WIDE,17/02/2014,20/02/2014,13500,$/Day,4-6 Months,,HI Investments
17/02/2014,Blue Matterhorn,2011,81391,0,PERIOD,SINOTRANS,SINGAPORE,,WORLD WIDE,WORLD WIDE,17/02/2014,19/02/2014,14000,$/Day,11-13 Months,,Golden Bridge
17/02/2014,Ines Corrado,2012,81272,0,PERIOD,CNR,FANGCHENG,,WORLD WIDE,WORLD WIDE,14/02/2014,18/02/2014,14800,$/Day,11-13 Months,,Gestion Maritime
17/02/2014,Angelic Power,2002,74759,0,PERIOD,NORDEN,XINGANG,,WORLD WIDE,WORLD WIDE,12/02/2014,14/02/2014,13500,$/Day,11-13 Months,,Diamlemos Shpg. Corp
14/02/2014,Great Luck,1998,71339,0,PERIOD,CNR,SOUTH CHINA,,WORLD WIDE,WORLD WIDE,13/02/2014,18/02/2014,12850,$/Day,11-13 Months,,Sinotrans Shpg. Ltd.
13/02/2014,Oriental Wise,2011,81601,0,PERIOD,SCORPIO,SINGAPORE-JAPAN,,WORLD WIDE,WORLD WIDE,20/03/2014,30/04/2014,14900,$/Day,2 Years,,Hong Kong Qinfa Shpg
13/02/2014,Cape Kennedy,2012,81391,0,PERIOD,CNR,EC INDIA,,WORLD WIDE,WORLD WIDE,01/02/1930,01/02/1930,15000,$/Day,17 Months,,Cape Shipping
13/02/2014,Rosco Lemon,2002,75746,0,PERIOD,NORDEN,HALDIA,,WORLD WIDE,WORLD WIDE,17/02/2014,22/02/2014,13000,$/Day,4-7 Months,,Rewood Ocean Shpg.
12/02/2014,Zheng Hui,2014,82500,0,PERIOD,NOBLE,XIAOCUO,,WORLD WIDE,WORLD WIDE,12/02/2014,12/02/2014,15000,$/Day,4-6 Months,,Fujian Ocean Shpg
12/02/2014,Shandong Chong Wen,2011,76098,0,PERIOD,CNR,DALIAN,,WORLD WIDE,WORLD WIDE,12/02/2014,12/02/2014,14000,$/Day,4-6 Months,,Shandong Shipping
12/02/2014,Hanjin New Orleans,1994,70337,0,PERIOD,CNR,KUSHIRO,,WORLD WIDE,WORLD WIDE,13/02/2014,18/02/2014,12000,$/Day,13-15 Months,,Hanjin Shpg Co.
11/02/2014,Best Unity,1997,69034,0,PERIOD,CNR,CJK,,WORLD WIDE,WORLD WIDE,11/02/2014,11/02/2014,12000,$/Day,4-6 Months,,Skaarup Mngtm (H.K.)
07/02/2014,Global Star,2010,83601,0,PERIOD,OLDENDORFF,MATSUURA,,WORLD WIDE,WORLD WIDE,05/02/2014,10/02/2014,14500,$/Day,7-10 Months,,Mitsui & Co. Ltd.
05/02/2014,Fiorela,2011,81506,0,PERIOD,SCORPIO,PMO,,WORLD WIDE,WORLD WIDE,15/02/2014,20/02/2014,15000,$/Day,23-25 Months,,Meadway Shpg. & Trdg
05/02/2014,Crest Trader,2006,76596,0,PERIOD,BUNGE,Pagbilao,,WORLD WIDE,WORLD WIDE,12/02/2014,15/02/2014,14250,$/Day,5-7 Months,,Nissen Kaiun K.K.
05/02/2014,Salvatore Cafiero,2001,75668,0,PERIOD,BUNGE,CJK,,WORLD WIDE,WORLD WIDE,06/02/2014,08/02/2014,14000,$/Day,7-9 Months,,Augustea Ship Mngt
03/02/2014,Dragon,2012,81272,0,PERIOD,,JINTANG,,WORLDWIDE,WORLDWIDE,05/02/2014,12/02/2014,14250,$/Day,10-12 Months,,Gestion Maritime
03/02/2014,Arethusa,2007,73593,0,PERIOD,GOLDEN OCEAN,SAN CIPRIAN,,WORLDWIDE,WORLDWIDE,03/02/2014,08/02/2014,19000,$/Day,130-190 Days,,Diana Shipping Inc.
31/01/2014,Kavo Manali,2004,76801,0,PERIOD,FAR EASTERN CHARTERERS,ILIGAN,,SINGAPORE-JAPAN,SINGAPORE-JAPAN,01/02/2014,03/02/2014,14000,$/Day,3-5 Months,,Gourdomichalis Mar.
30/01/2014,Xin Run,1998,73326,0,PERIOD,UNITED,KOSICHANG,,WORLD WIDE,WORLD WIDE,29/01/2014,01/02/2014,13000,$/Day,11-13 Months,,South Ocean Shpg.
29/01/2014,Daebo Lumut,2011,81398,0,PERIOD,UNITED,HIROHATA,,WORLD WIDE,WORLD WIDE,10/02/2014,15/02/2014,14250,$/Day,11-13 Months,,Daebo Shipping
29/01/2014,Shinyo Ayush,2010,79329,0,PERIOD,CNR,KASHIMA,,WORLDWIDE,WORLDWIDE,08/02/2014,15/02/2014,13250,$/Day,3-5 Months,,Daelim Corporation
27/01/2014,Thor,2005,76838,0,PERIOD,COBELFRET,FAR EAST,,WORLD WIDE,WORLD WIDE,01/03/2014,01/04/2014,13500,$/Day,10-13 Months,,Primerose Shipping
27/01/2014,Double Rejoice,2006,76596,0,PERIOD,UNITED,QINHUANGDAO,,WORLD WIDE,WORLD WIDE,27/01/2014,27/01/2014,14000,$/Day,1 Years,,Pacific Carriers
24/01/2014,Myrsini,2010,82193,0,PERIOD,CLEARLAKE SHIPPING,FAR EAST,,WORLD WIDE,WORLD WIDE,15/02/2014,15/02/2014,15500,$/Day,12-15 Months,,Diana Shipping Inc.
24/01/2014,KM Yokohama,2011,83480,0,PERIOD,UNITED,DALIAN,,WORLD WIDE,WORLD WIDE,24/01/2014,24/01/2014,14250,$/Day,12 Months,,Doun Kisen K.K.
20/01/2014,Tana Sea,2011,92500,0,PERIOD,SWISS MARINE,PORT TALBOT,,Gibraltar-Skaw,Gibraltar-Skaw,23/01/2014,25/01/2014,15500,$/Day,3-5 Months,,NSC Schiffahrt
20/01/2014,KM Tokyo,2010,83483,0,PERIOD,CLEARLAKE SHIPPING,FANGCHENG,,WORLDWIDE,WORLDWIDE,20/01/2014,20/01/2014,14000,$/Day,4-7 Months,,Kuang Ming Shpg.
20/01/2014,Silver Navigator,2011,80311,0,PERIOD,CNR,N CHINA,,WORLDWIDE,WORLDWIDE,20/01/2014,20/01/2014,13250,$/Day,4-7 Months,,Silver Lake Shpg.
20/01/2014,Lake Dahlia,2009,78802,0,PERIOD,EDF,CJK,,WORLDWIDE,WORLDWIDE,20/01/2014,20/01/2014,15000,$/Day,4-6 Months,,Triton Navigation
17/01/2014,Angelic Peace,2001,74764,0,PERIOD,BUNGE,VIETNAM,,WORLD WIDE,WORLD WIDE,17/01/2014,17/01/2014,14250,$/Day,11-13 Months,,Diamlemos Shpg. Corp
16/01/2014,Avra,2001,75121,0,PERIOD,BUNGE,QINGDAO,,WORLD WIDE,WORLD WIDE,11/01/2014,13/01/2014,14000,$/Day,11-13 Months,,Carras Hellas
15/01/2014,Densa Pelican,2012,82744,0,PERIOD,CNR,PMO,,WORLD WIDE,WORLD WIDE,14/01/2014,18/01/2014,13500,$/Day,4-6 Months,,Densa Shipping
15/01/2014,Stahla,2012,76059,0,PERIOD,CNR,KASHIMA,,WORLD WIDE,WORLD WIDE,15/01/2014,20/01/2014,13150,$/Day,4-7 Months,,Katsikis & Sigalas
14/01/2014,Ever Mighty,1996,75265,0,PERIOD,SAFE ARRIVAL BULK,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,16/01/2014,21/01/2014,10500,$/Day,4-6 Months,,First S.S.
13/01/2014,Union Mariner,2013,81964,0,PERIOD,GLENCORE,FAR EAST,,WORLD WIDE,WORLD WIDE,01/01/2014,01/01/2014,14250,$/Day,1 Years,,Union Marine Ent.
10/01/2014,Captain George,2013,82140,0,PERIOD,DREYFUS,HONG KONG,,WORLD WIDE,WORLD WIDE,13/01/2014,17/01/2014,15500,$/Day,4-7 Months,,Efnav Co. Ltd.
10/01/2014,Stahla,2012,76059,0,PERIOD,ULTRABULK,KASHIMA,,WORLD WIDE,WORLD WIDE,13/01/2014,20/01/2014,13000,$/Day,4-6 Months,,Katsikis & Sigalas
10/01/2014,Conti Saphir,2010,75200,0,PERIOD,CNR,HALDIA,,WORLD WIDE,WORLD WIDE,21/01/2014,28/01/2014,13750,$/Day,11-13 Months,,Conti Reederei
10/01/2014,Navios Sun,2005,76619,,,BUNGE,QINGDAO,,,,14/01/2014,16/01/2014,13600,$/Day,11-13 Months,,Shoei Kisen K.K.
09/01/2014,Sea Diamond,2007,77096,0,PERIOD,DREYFUS,BEILUN,,WORLD WIDE,WORLD WIDE,10/01/2014,12/01/2014,13000,$/Day,4-6 Months,,Hanaro Shipping
09/01/2014,Ever Mighty,1996,75265,0,PERIOD,CNR,ZHOUSHAN,,WORLD WIDE,WORLD WIDE,15/01/2014,18/01/2014,10500,$/Day,4-6 Months,,First S.S.
09/01/2014,Tiger West,2013,76000,0,PERIOD,BUNGE,GIBRALTAR,,WORLD WIDE,WORLD WIDE,04/01/2014,04/01/2014,15750,$/Day,11-13 Months,,Greathorse Shipping
? Clarkson Research Services Limited 2014,,,,,,,,,,,,,,,,,
